"","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2007-07-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-07-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-08-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-09-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-10-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-11-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2007-12-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-01-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-02-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-03-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-04-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-05-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-06-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-07-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-08-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-09-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-10-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-06",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-07",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-13",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-14",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-20",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-21",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-27",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-11-28",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-03",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-04",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-05",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-08",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-09",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-10",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-11",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-12",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-15",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-16",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-17",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-18",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-19",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-22",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-23",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-24",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-25",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-26",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-29",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-30",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2008-12-31",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2009-01-01",6.35,6.45,6.65,6.75,6.875,7.2,7.25
"2009-01-02",6.35,6.45,6.65,6.75,6.875,7.2,7.25
