"","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2014-01-13",0.7,1.675,2.525,2.9,3.45,3.85,4.25
"2014-01-14",0.7,1.675,2.525,2.9,3.45,3.85,4.25
"2014-01-15",0.7,1.675,2.55,2.9,3.45,3.825,4.25
"2014-01-16",0.7,1.675,2.575,2.925,3.45,3.85,4.25
"2014-01-17",0.725,1.65,2.55,2.9625,3.45,3.875,4.25
"2014-01-20",0.7,1.675,2.575,2.975,3.5,3.875,4.25
"2014-01-21",0.725,1.675,2.575,2.975,3.425,3.875,4.25
"2014-01-22",0.725,1.675,2.575,2.975,3.425,3.875,4.25
"2014-01-23",0.9,1.8,2.775,3.125,3.675,4.25,4.45
"2014-01-24",1,1.925,2.8,3.175,3.675,4.175,4.65
"2014-01-27",1.05,1.9,2.85,3.2,3.75,4.2,4.65
"2014-01-28",1.05,1.925,2.825,3.2,3.725,4.2,4.65
"2014-01-29",1.025,1.9,2.825,3.2,3.725,4.2,4.65
"2014-01-30",1,1.825,2.7375,3.04,3.54,4.075,4.6
"2014-01-31",1,1.825,2.7375,3.04,3.54,4.075,4.6
"2014-02-03",1,1.85,2.725,3.05,3.55,4.05,4.6
"2014-02-04",1.025,1.9,2.725,3.05,3.575,4.05,4.6
"2014-02-05",1.025,1.9,2.725,3.05,3.575,4.05,4.6
"2014-02-06",1.025,1.9,2.75,3.075,3.6,4.1,4.6
"2014-02-07",0.6,1.4,1.95,2,2.45,2.7,2.9
"2014-02-10",0.6,1.4,1.975,2,2.45,2.7,2.9
"2014-02-11",0.6,1.4,1.95,2,2.45,2.7,2.9
"2014-02-12",0.6,1.4,1.95,2,2.45,2.7,2.9
"2014-02-13",0.6,1.4,1.95,2.05,2.5,2.775,3
"2014-02-14",0.6,1.4,1.925,2,2.45,2.675,2.875
"2014-02-17",0.65,1.4,1.9,2.1,2.5,2.75,2.95
"2014-02-18",0.65,1.4,1.9,2.1,2.5,2.75,2.95
"2014-02-19",0.85,1.45,1.9,2.15,2.6,2.85,3.05
"2014-02-20",0.85,1.5,1.925,2.2,2.75,2.95,3.15
"2014-02-21",0.85,1.5,1.925,2.2,2.75,2.95,3.15
"2014-02-24",0.85,1.5,1.925,2.2,2.75,2.95,3.15
"2014-02-25",1.1,1.75,2.1,2.4,2.8,3.075,3.275
"2014-02-26",1.1,1.75,2.1,2.4,2.9,3.2,3.4
"2014-02-27",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-02-28",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-03",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-04",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-05",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-06",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-07",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-10",1.075,1.75,2.1,2.4,2.9,3.2,3.4
"2014-03-11",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-12",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-13",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-14",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-17",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-18",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-19",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-20",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-21",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-24",1.075,1.6,2,2.65,2.8,3.1,3.3
"2014-03-25",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-26",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-27",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-28",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-03-31",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-01",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-02",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-03",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-04",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-07",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-08",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-09",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-10",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-11",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-14",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-15",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-16",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-17",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-18",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-21",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-22",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-23",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-24",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-25",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-28",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-29",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-04-30",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-01",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-02",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-05",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-06",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-07",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-08",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-09",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-12",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-13",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-14",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-15",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-16",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-19",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-20",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-21",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-22",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-23",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-26",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-27",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-28",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-29",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-05-30",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-02",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-03",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-04",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-05",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-06",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-09",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-10",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-11",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-12",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-13",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-16",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-17",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-18",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-19",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-20",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-23",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-24",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-25",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-26",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-27",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-06-30",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-01",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-02",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-03",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-04",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-07",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-08",1.075,1.6,2,2.3,2.8,3.1,3.3
"2014-07-09",1.075,1.6,2,2.3,2.8,3.1,3.3
