Date,3M 
8/30/2013,0.75
8/29/2013,0.81
8/28/2013,1.01
8/27/2013,0.77
8/26/2013,0.68
8/23/2013,0.46
8/22/2013,0.87
8/21/2013,0.76
8/20/2013,0.38
8/19/2013,0.22
8/16/2013,0.82
8/15/2013,-0.01
8/14/2013,0.45
8/13/2013,0.17
8/12/2013,0.36
8/9/2013,0.14
8/8/2013,0
8/7/2013,0.2
8/6/2013,0.05
8/5/2013,0.21
8/2/2013,-0.04
8/1/2013,-0.16
7/31/2013,-0.5
7/30/2013,-0.66
7/29/2013,-0.27
7/26/2013,-0.24
7/25/2013,-0.03
7/24/2013,0.01
7/23/2013,0.01
7/22/2013,-0.01
7/19/2013,0.22
7/18/2013,0.2
7/17/2013,0.09
7/16/2013,-0.2
7/15/2013,0.43
7/12/2013,0.54
7/11/2013,0.53
7/10/2013,-0.17
7/9/2013,0.94
7/8/2013,1.11
7/5/2013,1
7/4/2013,1.33
7/3/2013,0.94
7/2/2013,0.03
7/1/2013,0.36
6/28/2013,0.79
6/27/2013,-0.55
6/26/2013,0.56
6/25/2013,2.11
6/24/2013,3.25
6/21/2013,4.4
6/20/2013,2.78
6/19/2013,1.3
6/18/2013,1.58
6/17/2013,1.01
6/14/2013,0.76
6/13/2013,1.54
6/12/2013,2.08
6/11/2013,2.54
6/10/2013,2.47
6/7/2013,2.02
6/6/2013,1.73
6/5/2013,1.35
6/4/2013,1.57
6/3/2013,2.04
5/31/2013,2.15
5/30/2013,2.13
5/29/2013,3.01
5/28/2013,2.06
5/27/2013,1.53
5/24/2013,2.55
5/23/2013,1.8
5/22/2013,0.37
5/21/2013,0.39
5/20/2013,0.46
5/17/2013,0.81
5/16/2013,0.3
5/15/2013,0.32
5/14/2013,0.02
5/13/2013,0.11
5/10/2013,0.61
5/9/2013,-0.1
5/8/2013,-0.09
5/7/2013,0.02
5/6/2013,-0.29
5/3/2013,-0.32
5/2/2013,0.06
5/1/2013,0.13
4/30/2013,0.24
4/29/2013,0.13
4/26/2013,0.45
4/25/2013,0.17
4/24/2013,-0.13
4/23/2013,-0.13
4/22/2013,-0.28
4/19/2013,4.18
4/18/2013,-0.29
4/17/2013,-0.21
4/16/2013,0.76
4/15/2013,-0.42
4/12/2013,3.87
4/11/2013,-0.24
4/10/2013,-0.09
4/9/2013,0.04
4/8/2013,0.25
4/5/2013,0.04
4/4/2013,0.22
4/3/2013,-0.32
4/2/2013,-0.63
4/1/2013,-0.58
3/29/2013,-0.6
3/28/2013,-0.55
3/27/2013,-0.58
3/26/2013,0.01
3/25/2013,-0.32
3/22/2013,-0.32
3/21/2013,-0.3
3/20/2013,-0.36
3/19/2013,-0.37
3/18/2013,-0.44
3/15/2013,-0.56
3/14/2013,-0.3
3/13/2013,-0.15
3/12/2013,-0.01
3/11/2013,0.38
3/8/2013,0.16
3/7/2013,-0.01
3/6/2013,-0.26
3/5/2013,-0.2
3/4/2013,-0.37
3/1/2013,-0.16
2/28/2013,-0.13
2/27/2013,-0.07
2/26/2013,0.12
2/25/2013,-0.39
2/22/2013,-0.37
2/21/2013,-0.36
2/20/2013,-0.36
2/19/2013,-0.52
2/18/2013,-0.6
2/15/2013,-0.5
2/14/2013,-0.48
2/13/2013,-0.49
2/12/2013,-0.04
2/11/2013,-0.21
2/8/2013,-0.34
2/7/2013,-0.51
2/6/2013,-0.7
2/5/2013,-0.65
2/4/2013,-0.54
2/1/2013,-0.34
1/31/2013,-0.27
1/30/2013,-0.24
1/29/2013,-0.22
1/28/2013,-0.3
1/25/2013,-0.72
1/24/2013,-0.91
1/23/2013,-1.04
1/22/2013,-1.12
1/21/2013,-1.5
1/18/2013,-1.55
1/17/2013,-1.65
1/16/2013,-1.56
1/15/2013,-1.63
1/14/2013,-1.71
1/11/2013,-1.65
1/10/2013,-1.48
1/9/2013,-1.45
1/8/2013,-1
1/7/2013,-1.26
1/4/2013,-1.49
1/3/2013,-1.54
1/2/2013,-2
1/1/2013,-1.94
12/31/2012,-1.47
12/28/2012,-1.33
12/27/2012,-0.99
12/26/2012,-0.66
12/25/2012,-0.83
12/24/2012,-0.5
12/21/2012,-0.75
12/20/2012,-0.34
12/19/2012,-0.37
12/18/2012,-0.61
12/17/2012,-0.58
12/14/2012,-0.32
12/13/2012,-0.46
12/12/2012,-0.73
12/11/2012,-0.45
12/10/2012,-0.51
12/7/2012,-0.22
12/6/2012,-0.06
12/5/2012,-0.11
12/4/2012,-0.08
12/3/2012,-0.56
11/30/2012,-0.85
11/29/2012,-0.8
11/28/2012,-0.41
11/27/2012,-0.46
11/26/2012,-0.14
11/23/2012,-0.01
11/22/2012,0.01
11/21/2012,0.43
11/20/2012,-0.09
11/19/2012,0.19
11/16/2012,0.44
11/15/2012,0.26
11/14/2012,0.39
11/13/2012,0.24
11/12/2012,-0.03
11/9/2012,-0.16
11/8/2012,-0.29
11/7/2012,-0.38
11/6/2012,0.24
11/5/2012,0.3
11/2/2012,0.39
11/1/2012,0.03
10/31/2012,-0.16
10/30/2012,-0.14
10/29/2012,0
10/26/2012,0.02
10/25/2012,0.08
10/24/2012,-0.09
10/23/2012,-0.04
10/22/2012,-0.13
10/19/2012,-0.18
10/18/2012,-0.17
10/17/2012,-0.11
10/16/2012,-0.13
10/15/2012,0.38
10/12/2012,0.43
10/11/2012,0.44
10/10/2012,0.33
10/9/2012,0.46
10/8/2012,0.35
10/5/2012,0.46
10/4/2012,0.75
10/3/2012,0.5
10/2/2012,0.84
10/1/2012,-0.52
9/28/2012,0.26
9/27/2012,0.58
9/26/2012,0.56
9/25/2012,0.55
9/24/2012,0.46
9/21/2012,0.27
9/20/2012,0.47
9/19/2012,0.1
9/18/2012,-0.09
9/17/2012,-0.18
9/14/2012,0.1
9/13/2012,0.76
9/12/2012,0.59
9/11/2012,0.68
9/10/2012,0.78
9/7/2012,0.88
9/6/2012,0.98
9/5/2012,0.88
9/4/2012,1.07
9/3/2012,1.07
8/31/2012,1.08
8/30/2012,1.25
8/29/2012,1.17
8/28/2012,0.97
8/27/2012,1.07
8/24/2012,1.07
8/23/2012,0.97
8/22/2012,1.17
8/21/2012,1.07
8/20/2012,1.16
8/17/2012,1.35
8/16/2012,1.24
8/15/2012,1.08
8/14/2012,0.99
8/13/2012,0.9
8/10/2012,0.91
8/9/2012,0.7
8/8/2012,1.09
8/7/2012,1.09
8/6/2012,1.18
8/3/2012,1.09
8/2/2012,1.04
8/1/2012,1.07
7/31/2012,1.13
7/30/2012,1.19
7/27/2012,1.38
7/26/2012,1.53
7/25/2012,1.46
7/24/2012,1.29
7/23/2012,1.38
7/20/2012,1.29
7/19/2012,0.85
7/18/2012,1.32
7/17/2012,0.93
7/16/2012,1.48
7/13/2012,1.76
7/12/2012,2.17
7/11/2012,1.53
7/10/2012,1.87
7/9/2012,1.76
7/6/2012,1.48
7/5/2012,1.55
7/4/2012,1.41
7/3/2012,2.06
7/2/2012,2.13
6/29/2012,2.14
6/28/2012,2.03
6/27/2012,2.5
6/26/2012,2.34
6/25/2012,2.56
6/22/2012,2.03
6/21/2012,1.86
6/20/2012,1.59
6/19/2012,2.13
6/18/2012,2.13
6/15/2012,1.76
6/14/2012,2
6/13/2012,2.07
6/12/2012,2.29
6/11/2012,2.01
6/8/2012,2.18
6/7/2012,1.97
6/6/2012,2
6/5/2012,2.18
6/4/2012,1.99
6/1/2012,2.38
5/31/2012,2.45
5/30/2012,2.41
5/29/2012,2.57
5/28/2012,2.35
5/25/2012,2.65
5/24/2012,2.62
5/23/2012,2.37
5/22/2012,2.56
5/21/2012,2.44
5/18/2012,2.39
5/17/2012,2.63
5/16/2012,2.66
5/15/2012,2.56
5/14/2012,2.42
5/11/2012,2.26
5/10/2012,2.26
5/9/2012,2.37
5/8/2012,2.52
5/7/2012,2.17
5/4/2012,2.07
5/3/2012,1.68
5/2/2012,1.9
5/1/2012,1.9
4/30/2012,1.9
4/27/2012,1.99
4/26/2012,2.02
4/25/2012,2.09
4/24/2012,2.08
4/23/2012,1.99
4/20/2012,1.9
4/19/2012,2.07
4/18/2012,2.04
4/17/2012,2.13
4/16/2012,2.03
4/13/2012,1.94
4/12/2012,2.03
4/11/2012,2.03
4/10/2012,1.94
4/9/2012,1.94
4/6/2012,1.94
4/5/2012,1.71
4/4/2012,1.94
4/3/2012,1.89
4/2/2012,2.03
3/30/2012,2.03
3/29/2012,1.93
3/28/2012,1.88
3/27/2012,1.84
3/26/2012,1.93
3/23/2012,1.93
3/22/2012,1.89
3/21/2012,1.88
3/20/2012,1.88
3/19/2012,2.11
3/16/2012,2.01
3/15/2012,1.76
3/14/2012,1.92
3/13/2012,1.84
3/12/2012,1.75
3/9/2012,0.05
3/8/2012,0.59
3/7/2012,1.94
3/6/2012,1.11
3/5/2012,2.53
3/2/2012,1.67
3/1/2012,1.41
2/29/2012,1.81
2/28/2012,1.94
2/27/2012,1.85
2/24/2012,1.71
2/23/2012,1.9
2/22/2012,1.28
2/21/2012,2.01
2/20/2012,1.83
2/17/2012,1.56
2/16/2012,1.5
2/15/2012,1.83
2/14/2012,2.01
2/13/2012,1.67
2/10/2012,2.46
2/9/2012,1.64
2/8/2012,2.87
2/7/2012,2.12
2/6/2012,1.24
2/3/2012,2.31
2/2/2012,1.68
2/1/2012,2.04
1/31/2012,2.37
1/30/2012,-0.55
1/27/2012,1.72
1/26/2012,1.5
1/25/2012,1.67
1/24/2012,2.36
1/23/2012,2.16
1/20/2012,-2.64
1/19/2012,2.01
1/18/2012,1.67
1/17/2012,2.63
1/16/2012,2.41
1/13/2012,2.23
1/12/2012,2.7
1/11/2012,2.68
1/10/2012,2.55
1/9/2012,2.61
1/6/2012,2.24
1/5/2012,1.61
1/4/2012,1.05
1/3/2012,0.95
1/2/2012,0.53
12/30/2011,1.17
12/29/2011,1.17
12/28/2011,0.81
12/27/2011,1.7
12/26/2011,1.1
12/23/2011,1.85
12/22/2011,2.25
12/21/2011,1.66
12/20/2011,2.64
12/19/2011,1.72
12/16/2011,1.16
12/15/2011,1.52
12/14/2011,2.01
12/13/2011,-0.1
12/12/2011,0.83
12/9/2011,1.13
12/8/2011,1.26
12/7/2011,1.9
12/6/2011,0.15
12/5/2011,1.42
12/2/2011,0.9
12/1/2011,1.1
11/30/2011,1.79
11/29/2011,1.83
11/28/2011,1.51
11/25/2011,1.76
11/24/2011,0.67
11/23/2011,1.33
11/22/2011,1.33
11/21/2011,1.23
11/18/2011,0.85
11/17/2011,0.95
11/16/2011,0.94
11/15/2011,0.32
11/14/2011,1.2
11/11/2011,0.38
11/10/2011,0.77
11/9/2011,1.66
11/8/2011,0.61
11/7/2011,1.12
11/4/2011,0.7
11/3/2011,0.28
11/2/2011,-0.48
11/1/2011,-0.92
10/31/2011,-1.35
10/28/2011,-1.28
10/27/2011,-0.36
10/26/2011,0.44
10/25/2011,0.64
10/24/2011,0.55
10/21/2011,1.14
10/20/2011,1.02
10/19/2011,3
10/18/2011,0.65
10/17/2011,0.88
10/14/2011,1.58
10/13/2011,0.27
10/12/2011,1.84
10/11/2011,0.98
10/10/2011,2.24
10/7/2011,2.1
10/6/2011,2.51
10/5/2011,1.69
10/4/2011,1.66
10/3/2011,1.32
9/30/2011,0.86
9/29/2011,1.39
9/28/2011,1.45
9/27/2011,4.65
9/26/2011,1.68
9/23/2011,1.59
9/22/2011,2.7
9/21/2011,2.55
9/20/2011,2.43
9/19/2011,2.01
9/16/2011,1.07
9/15/2011,1.52
9/14/2011,0.84
9/13/2011,-1.01
9/12/2011,-0.62
9/9/2011,-1.19
9/8/2011,-0.84
9/7/2011,-0.54
9/6/2011,-2.19
9/5/2011,-1.29
9/2/2011,0.19
9/1/2011,-1.61
8/31/2011,-0.44
8/30/2011,-0.09
8/29/2011,-0.12
8/26/2011,-0.16
8/25/2011,0.42
8/24/2011,-0.34
8/23/2011,-0.1
8/22/2011,-0.09
8/19/2011,-0.33
8/18/2011,-0.32
8/17/2011,0.41
8/16/2011,-0.25
8/15/2011,0.29
8/12/2011,0.34
8/11/2011,-0.54
8/10/2011,0.71
8/9/2011,1.2
8/8/2011,1.3
8/5/2011,1.74
8/4/2011,1.7
8/3/2011,1.86
8/2/2011,1.51
8/1/2011,0.86
7/29/2011,1.69
7/28/2011,1.58
7/27/2011,1.87
7/26/2011,1.7
7/25/2011,1.87
7/22/2011,1.88
7/21/2011,2.02
7/20/2011,2.01
7/19/2011,2.46
7/18/2011,1.83
7/15/2011,2.37
7/14/2011,1.91
7/13/2011,1.7
7/12/2011,1.25
7/11/2011,1.17
7/8/2011,0.68
7/7/2011,1.59
7/6/2011,1.2
7/5/2011,1.63
7/4/2011,2.05
7/1/2011,1.93
6/30/2011,1.58
6/29/2011,2.46
6/28/2011,2.43
6/27/2011,2.41
6/24/2011,1.94
6/23/2011,2.14
6/22/2011,0.51
6/21/2011,1.93
6/20/2011,2.19
6/17/2011,-1.51
6/16/2011,1.7
6/15/2011,0.56
6/14/2011,1.59
6/13/2011,1.33
6/10/2011,0.51
6/9/2011,0.25
6/8/2011,0.52
6/7/2011,0.51
6/6/2011,0.6
6/3/2011,-0.03
6/2/2011,0.16
6/1/2011,0.65
5/31/2011,0.77
5/30/2011,1.01
5/27/2011,0.88
5/26/2011,0.51
5/25/2011,0.58
5/24/2011,1.02
5/23/2011,0.62
5/20/2011,0.21
5/19/2011,0.63
5/18/2011,0.58
5/17/2011,0.36
5/16/2011,0.89
5/13/2011,0.14
5/12/2011,1.72
5/11/2011,1.49
5/10/2011,-0.4
5/9/2011,-0.53
5/6/2011,-0.49
5/5/2011,-0.73
5/4/2011,-0.63
5/3/2011,-0.62
5/2/2011,-0.99
4/29/2011,-0.45
4/28/2011,-0.55
4/27/2011,0.55
4/26/2011,0.28
4/25/2011,0.82
4/22/2011,-0.62
4/21/2011,0.75
4/20/2011,0.75
4/19/2011,0.47
4/18/2011,0.69
4/15/2011,0.53
4/14/2011,0.69
4/13/2011,0.83
4/12/2011,0.24
4/11/2011,-0.3
4/8/2011,0.35
4/7/2011,0.5
4/6/2011,0.14
4/5/2011,0.34
4/4/2011,0.89
4/1/2011,0.62
3/31/2011,0.21
3/30/2011,0.58
3/29/2011,1.46
3/28/2011,0.72
3/25/2011,0.14
3/24/2011,0.36
3/23/2011,0.59
3/22/2011,1.21
3/21/2011,0.57
3/18/2011,1.22
3/17/2011,1.12
3/16/2011,1.18
3/15/2011,1.69
3/14/2011,1.19
3/11/2011,-0.6
3/10/2011,0.88
3/9/2011,0.61
3/8/2011,0.63
3/7/2011,0.32
3/4/2011,0.81
3/3/2011,0.85
3/2/2011,0.49
3/1/2011,1.03
2/28/2011,0.72
2/25/2011,0.97
2/24/2011,1.14
2/23/2011,0.39
2/22/2011,0.71
2/21/2011,0.17
2/18/2011,0.84
2/17/2011,0.3
2/16/2011,0.73
2/15/2011,1.25
2/14/2011,0.74
2/11/2011,0.66
2/10/2011,0.92
2/9/2011,0.41
2/8/2011,-8.78
2/7/2011,1.18
2/4/2011,2.97
2/3/2011,2.02
2/2/2011,1.4
2/1/2011,1.69
1/31/2011,2.27
1/28/2011,1.51
1/27/2011,1.96
1/26/2011,2.93
1/25/2011,1.97
1/24/2011,2.35
1/21/2011,2.21
1/20/2011,4.24
1/19/2011,1.4
1/18/2011,1.36
1/17/2011,1.25
1/14/2011,0.56
1/13/2011,0.7
1/12/2011,0.45
1/11/2011,0.38
1/10/2011,0.7
1/7/2011,0.24
1/6/2011,0.19
1/5/2011,-0.79
1/4/2011,-0.78
1/3/2011,-1.29
12/31/2010,-3
12/30/2010,-1.79
12/29/2010,-0.46
12/28/2010,-0.79
12/27/2010,0.2
12/24/2010,-0.52
12/23/2010,0
12/22/2010,0.04
12/21/2010,0.28
12/20/2010,-0.14
12/17/2010,-1.14
12/16/2010,-0.77
12/15/2010,-1.13
12/14/2010,-1.14
12/13/2010,-0.79
12/10/2010,-0.44
12/9/2010,-0.03
12/8/2010,-0.31
12/7/2010,-1.25
12/6/2010,-0.78
12/3/2010,-0.93
12/2/2010,-0.63
12/1/2010,-0.71
11/30/2010,-0.26
11/29/2010,2.51
11/26/2010,0.44
11/25/2010,0.2
11/24/2010,-0.25
11/23/2010,1.88
11/22/2010,0.42
11/19/2010,-0.72
11/18/2010,-0.99
11/17/2010,0.09
11/16/2010,3.47
11/15/2010,-0.19
11/12/2010,0.07
11/11/2010,-0.73
11/10/2010,-0.36
11/9/2010,-2.57
11/8/2010,-1.93
11/5/2010,-1.72
11/4/2010,-0.31
11/3/2010,0.92
11/2/2010,0.03
11/1/2010,0.64
10/29/2010,1.01
10/28/2010,1.33
10/27/2010,2.99
10/26/2010,3.28
10/25/2010,2.71
10/22/2010,1.64
10/21/2010,3.73
10/20/2010,2.1
10/19/2010,4.64
10/18/2010,3.11
10/15/2010,2.9
10/14/2010,3.18
10/13/2010,1.72
10/12/2010,2.26
10/11/2010,2.34
10/8/2010,0.51
10/7/2010,3.81
10/6/2010,1.09
10/5/2010,1.67
10/4/2010,2.1
10/1/2010,2.1
9/30/2010,3.64
9/29/2010,1.87
9/28/2010,2.78
9/27/2010,2.87
9/24/2010,1.84
9/23/2010,2.38
9/22/2010,2.66
9/21/2010,3.37
9/20/2010,3.25
9/17/2010,3.99
9/16/2010,3.75
9/15/2010,3.59
9/14/2010,2.28
9/13/2010,2.7
9/10/2010,2.31
9/9/2010,3.17
9/8/2010,1.99
9/7/2010,2.79
9/6/2010,3.42
9/3/2010,1.6
9/2/2010,2.11
9/1/2010,2.09
8/31/2010,3.18
8/30/2010,4.27
8/27/2010,1.99
8/26/2010,3.72
8/25/2010,3.64
8/24/2010,2.22
8/23/2010,4.32
8/20/2010,4.11
8/19/2010,3.84
8/18/2010,2.59
8/17/2010,3.12
8/16/2010,2.07
8/13/2010,3.73
8/12/2010,3.54
8/11/2010,5.42
8/10/2010,5.29
8/9/2010,3.31
8/6/2010,3.04
8/5/2010,3.23
8/4/2010,2.79
8/3/2010,2.35
8/2/2010,1.89
7/30/2010,2.68
7/29/2010,3.17
7/28/2010,3.61
7/27/2010,2.47
7/26/2010,2.31
7/23/2010,3.81
7/22/2010,2.6
7/21/2010,3.31
7/20/2010,3.73
7/19/2010,4.12
7/16/2010,5.21
7/15/2010,3.06
7/14/2010,3.14
7/13/2010,1.98
7/12/2010,3.35
7/9/2010,2.91
7/8/2010,3.36
7/7/2010,2.83
7/6/2010,3.1
7/5/2010,3.45
7/2/2010,3.87
7/1/2010,3.87
6/30/2010,3.87
6/29/2010,3.59
6/28/2010,3.23
6/25/2010,3.79
6/24/2010,3.2
6/23/2010,3.43
6/22/2010,4.86
6/21/2010,3.35
6/18/2010,3.2
6/17/2010,3.08
6/16/2010,3.54
6/15/2010,3.21
6/14/2010,3.96
6/11/2010,3.64
6/10/2010,3.72
6/9/2010,3.59
6/8/2010,3.74
6/7/2010,4.18
6/4/2010,3.78
6/3/2010,13.03
6/2/2010,13.03
6/1/2010,13.03
5/31/2010,13.03
5/28/2010,13.03
5/27/2010,13.03
5/26/2010,13.03
5/25/2010,5.87
5/24/2010,4.7
5/21/2010,3.92
5/20/2010,3.92
5/19/2010,3.87
5/18/2010,3.65
5/17/2010,3.65
5/14/2010,3.65
5/13/2010,3.65
5/12/2010,3.65
5/11/2010,3.65
5/10/2010,3.65
5/7/2010,3.65
5/6/2010,3.65
5/5/2010,3.65
5/4/2010,3.65
5/3/2010,3.65
4/30/2010,3.65
4/29/2010,3.66
4/28/2010,3.66
4/27/2010,3.66
4/26/2010,3.66
4/23/2010,3.66
4/22/2010,3.66
4/21/2010,3.66
4/20/2010,3.66
4/19/2010,3.66
4/16/2010,3.66
4/15/2010,3.66
4/14/2010,3.61
4/13/2010,3.61
4/12/2010,3.63
4/9/2010,3.63
4/8/2010,3.63
4/7/2010,3.53
4/6/2010,3.53
4/5/2010,3.53
4/2/2010,3.53
4/1/2010,3.53
3/31/2010,3.53
3/30/2010,3.53
3/29/2010,3.53
3/26/2010,3.53
3/25/2010,3.53
3/24/2010,3.53
3/23/2010,3.53
3/22/2010,3.53
3/19/2010,3.53
3/18/2010,3.53
3/17/2010,3.53
3/16/2010,3.53
3/15/2010,3.53
3/12/2010,3.53
3/11/2010,4.64
3/10/2010,4.64
3/9/2010,4.64
3/8/2010,4.64
3/5/2010,4.64
3/4/2010,4.64
3/3/2010,4.64
3/2/2010,4.64
3/1/2010,4.64
2/26/2010,4.64
2/25/2010,4.64
2/24/2010,4.64
2/23/2010,4.64
2/22/2010,4.64
2/19/2010,4.64
2/18/2010,4.64
2/17/2010,4.64
2/16/2010,4.64
2/15/2010,4.64
2/12/2010,3.47
2/11/2010,3.47
2/10/2010,3.47
2/9/2010,3.47
2/8/2010,3.47
2/5/2010,3.47
2/4/2010,3.47
2/3/2010,3.47
2/2/2010,3.47
2/1/2010,3.47
1/29/2010,3.47
1/28/2010,3.47
1/27/2010,3.47
1/26/2010,3.47
1/25/2010,3.47
1/22/2010,3.47
1/21/2010,3.47
1/20/2010,3.47
1/19/2010,3.47
1/18/2010,3.47
1/15/2010,3.47
1/14/2010,3.47
1/13/2010,3.47
1/12/2010,3.47
1/11/2010,3.47
1/8/2010,3.47
1/7/2010,3.47
1/6/2010,3.88
1/5/2010,3.88
1/4/2010,3.88
1/1/2010,3.88
12/31/2009,3.88
12/30/2009,3.88
12/29/2009,3.88
12/28/2009,3.88
12/25/2009,3.88
12/24/2009,3.88
12/23/2009,3.88
12/22/2009,3.88
12/21/2009,3.88
12/18/2009,3.43
12/17/2009,3.43
12/16/2009,3.43
12/15/2009,3.43
12/14/2009,3.43
12/11/2009,3.43
12/10/2009,3.4
12/9/2009,3.4
12/8/2009,3.4
12/7/2009,3.4
12/4/2009,3.4
12/3/2009,3.4
12/2/2009,3.4
12/1/2009,3.4
11/30/2009,3.4
11/27/2009,3.4
11/26/2009,3.4
11/25/2009,3.13
11/24/2009,3.13
11/23/2009,3.13
11/20/2009,3.13
11/19/2009,3.13
11/18/2009,3.13
11/17/2009,3.13
11/16/2009,3.13
11/13/2009,3.13
11/12/2009,3.13
11/11/2009,3.13
11/10/2009,3.13
11/9/2009,3.13
11/6/2009,3.13
11/5/2009,3.13
11/4/2009,3.13
11/3/2009,3.13
11/2/2009,3.13
10/30/2009,3.13
10/29/2009,3.13
10/28/2009,3.13
10/27/2009,2.92
10/26/2009,2.92
10/23/2009,2.92
10/22/2009,2.92
10/21/2009,2.17
10/20/2009,2.17
10/19/2009,2.17
10/16/2009,2.17
10/15/2009,2.17
10/14/2009,2.17
10/13/2009,2.17
10/12/2009,3.32
10/9/2009,3.32
10/8/2009,3.32
10/7/2009,3.32
10/6/2009,3.32
10/5/2009,3.32
10/2/2009,3.32
10/1/2009,3.29
9/30/2009,3.29
9/29/2009,3.23
9/28/2009,3.32
9/25/2009,3.25
9/24/2009,3.24
9/23/2009,2.8
9/22/2009,2.9
9/21/2009,3.14
9/18/2009,3.14
9/17/2009,3.14
9/16/2009,2.88
9/15/2009,3.43
9/14/2009,3.5
9/11/2009,3.52
9/10/2009,3.47
9/9/2009,3.51
9/8/2009,3.23
9/7/2009,4.14
9/4/2009,4.09
9/3/2009,4.05
9/2/2009,4.72
9/1/2009,4.54
8/31/2009,4.87
8/28/2009,4.77
8/27/2009,5.2
8/26/2009,4.74
8/25/2009,4.41
8/24/2009,4.19
8/21/2009,4.7
8/20/2009,4.43
8/19/2009,4.06
8/18/2009,3.88
8/17/2009,3.75
8/14/2009,3.89
8/13/2009,3.46
8/12/2009,3.89
8/11/2009,3.7
8/10/2009,3.79
8/7/2009,3.79
8/6/2009,3.42
8/5/2009,3.78
8/4/2009,3.86
8/3/2009,3.81
7/31/2009,5.03
7/30/2009,5.03
7/29/2009,5.03
7/28/2009,5.03
7/27/2009,5.03
7/24/2009,5.03
7/23/2009,5.03
7/22/2009,5.03
7/21/2009,5.03
7/20/2009,5.03
7/17/2009,5.03
7/16/2009,5.4
7/15/2009,5.4
7/14/2009,5.47
7/13/2009,4.73
7/10/2009,4.82
7/9/2009,4.89
7/8/2009,4.89
7/7/2009,4.83
7/6/2009,4.5
7/3/2009,4
7/2/2009,4
7/1/2009,4.75
6/30/2009,4.51
6/29/2009,4.45
6/26/2009,4.39
6/25/2009,5.86
6/24/2009,5.86
6/23/2009,5.86
6/22/2009,5.86
6/19/2009,5.86
6/18/2009,5.22
6/17/2009,5.55
6/16/2009,5.67
6/15/2009,5.72
6/12/2009,5.04
6/11/2009,4.65
6/10/2009,3.73
6/9/2009,4.06
6/8/2009,3.31
6/5/2009,3.53
6/4/2009,3.53
6/3/2009,3.49
6/2/2009,3.4
6/1/2009,3.49
5/29/2009,3.76
5/28/2009,3.71
5/27/2009,3.68
5/26/2009,3.56
5/25/2009,3.82
5/22/2009,3.37
5/21/2009,3.71
5/20/2009,4.03
5/19/2009,3.91
5/18/2009,3.98
5/15/2009,4.01
5/14/2009,4.21
5/13/2009,4.27
5/12/2009,4.36
5/11/2009,3.94
5/8/2009,3.86
5/7/2009,5.55
5/6/2009,5.55
5/5/2009,5.55
5/4/2009,5.55
5/1/2009,5.55
4/30/2009,5.55
4/29/2009,5.55
4/28/2009,5.55
4/27/2009,5.55
4/24/2009,5.55
4/23/2009,6.43
4/22/2009,5.93
4/21/2009,6.2
4/20/2009,5.75
4/17/2009,5.35
4/16/2009,5.2
4/15/2009,4.77
4/14/2009,5.04
4/13/2009,4.61
4/10/2009,5.59
4/9/2009,5.59
4/8/2009,5.59
4/7/2009,4.94
4/6/2009,5.23
4/3/2009,5.23
4/2/2009,5.17
4/1/2009,6.14
3/31/2009,6.66
3/30/2009,6.53
3/27/2009,5.2
3/26/2009,4.96
3/25/2009,4.96
3/24/2009,5.12
3/23/2009,6.43
3/20/2009,7.55
3/19/2009,7.57
3/18/2009,7.45
3/17/2009,7.34
3/16/2009,7.81
3/13/2009,8.45
3/12/2009,7.79
3/11/2009,7.81
3/10/2009,8.35
3/9/2009,10.49
3/6/2009,10.27
3/5/2009,11.39
3/4/2009,11.81
3/3/2009,12.68
3/2/2009,14.42
2/27/2009,13.89
2/26/2009,12.03
2/25/2009,10.49
2/24/2009,10.74
2/23/2009,12.56
2/20/2009,12.56
2/19/2009,12.68
2/18/2009,11.62
2/17/2009,13.08
2/16/2009,8.9
2/13/2009,7.51
2/12/2009,7.39
2/11/2009,7.07
2/10/2009,7.02
2/9/2009,7.18
2/6/2009,6.97
2/5/2009,7.37
2/4/2009,8.96
2/3/2009,9.1
2/2/2009,9.24
1/30/2009,7.24
1/29/2009,7.67
1/28/2009,7.87
1/27/2009,8
1/26/2009,8
1/23/2009,8
1/22/2009,7.04
1/21/2009,7.33
1/20/2009,7.73
1/19/2009,7.73
1/16/2009,7.41
1/15/2009,7.34
1/14/2009,7.34
1/13/2009,7.4
1/12/2009,6.43
1/9/2009,6.43
1/8/2009,19.25
1/7/2009,19.25
1/6/2009,19.25
1/5/2009,19.25
1/2/2009,19.25
1/1/2009,19.25
12/31/2008,19.25
12/30/2008,19.25
12/29/2008,19.25
12/26/2008,19.25
12/25/2008,19.25
12/24/2008,19.25
12/23/2008,19.25
12/22/2008,19.25
12/19/2008,19.25
12/18/2008,19.25
12/17/2008,19.25
12/16/2008,19.25
12/15/2008,19.25
