Date,6M ,9M,1Y,2Y,3Y,4Y,5Y,7Y,10Y
2/3/2012,3.145,3.115,3.0843,3.0596,3.1048,3.185,3.2801,3.4752,3.6553
2/2/2012,3.17,3.14,3.105,3.09,3.15,3.23,3.33,3.535,3.73
2/1/2012,3.175,3.145,3.085,3.075,3.135,3.22,3.335,3.535,3.735
1/31/2012,3.175,3.145,3.0848,3.0749,3.135,3.22,3.3351,3.5351,3.7351
1/30/2012,3.16,3.095,3.07,3.07,3.135,3.22,3.33,3.53,3.715
1/27/2012,3.175,3.155,3.1248,3.1149,3.175,3.2551,3.3551,3.5602,3.7652
1/26/2012,3.18,3.16,3.13,3.12,3.175,3.255,3.365,3.575,3.78
1/25/2012,3.1875,3.165,3.115,3.13,3.185,3.265,3.375,3.575,3.745
1/24/2012,3.175,3.135,3.115,3.115,3.17,3.245,3.345,3.545,3.73
1/23/2012,3.15,3.125,3.1149,3.115,3.17,3.245,3.3451,3.5451,3.7301
1/20/2012,3.15,3.125,3.1144,3.1147,3.1699,3.2451,3.3452,3.5453,3.7304
1/19/2012,3.165,3.14,3.115,3.095,3.155,3.235,3.33,3.53,3.71
1/18/2012,3.165,3.145,3.115,3.1,3.165,3.25,3.35,3.555,3.74
1/17/2012,3.175,3.155,3.125,3.13,3.19,3.255,3.35,3.55,3.74
1/16/2012,3.18,3.145,3.11,3.105,3.17,3.235,3.33,3.52,3.71
1/13/2012,3.18,3.145,3.1147,3.0999,3.15,3.22,3.3351,3.5352,3.7152
1/12/2012,3.175,3.12,3.06,3.05,3.115,3.195,3.29,3.49,3.655
1/11/2012,3.145,3.085,3.06,3.05,3.11,3.205,3.31,3.515,3.695
1/10/2012,3.155,3.095,3.06,3.045,3.115,3.21,3.325,3.55,3.725
1/9/2012,3.15,3.09,3.055,3.03,3.115,3.215,3.325,3.55,3.72
1/6/2012,3.145,3.085,3.0445,3.0398,3.1149,3.22,3.3301,3.5502,3.7302
1/5/2012,3.125,3.065,3.04,3.035,3.115,3.22,3.33,3.545,3.755
1/4/2012,3.15,3.085,3.035,3.03,3.12,3.23,3.355,3.585,3.81
1/3/2012,3.16,3.095,3.04,3.015,3.115,3.225,3.34,3.585,3.825
1/2/2012,3.155,3.085,3.025,3.015,3.085,3.2,3.31,3.565,3.785
12/30/2011,3.155,3.085,3.0253,3.0152,3.0851,3.2,3.31,3.5649,3.7849
12/29/2011,3.15,3.08,3.025,3.01,3.095,3.21,3.325,3.575,3.795
12/28/2011,3.16,3.105,3.035,3.015,3.105,3.215,3.325,3.575,3.795
12/27/2011,3.16,3.105,3.045,3.025,3.125,3.22,3.345,3.595,3.825
12/26/2011,3.16,3.105,3.045,3.025,3.125,3.22,3.35,3.595,3.825
12/23/2011,3.16,3.105,3.0443,3.0246,3.1249,3.22,3.3501,3.5953,3.8253
12/22/2011,3.145,3.09,3.025,3.025,3.125,3.22,3.345,3.595,3.815
12/21/2011,3.155,3.1,3.035,3.025,3.115,3.22,3.345,3.595,3.825
12/20/2011,3.15,3.085,3.02,3,3.095,3.195,3.305,3.555,3.775
12/19/2011,3.145,3.085,3.015,2.98,3.075,3.185,3.29,3.545,3.77
12/16/2011,3.14,3.08,3.0194,2.9897,3.0749,3.19,3.3001,3.5502,3.7652
12/15/2011,3.125,3.055,3.005,2.96,3.04,3.155,3.265,3.52,3.75
12/14/2011,3.15,3.08,3.055,3.025,3.12,3.23,3.34,3.59,3.81
12/13/2011,3.155,3.08,3.055,3.03,3.125,3.23,3.345,3.585,3.815
12/12/2011,3.155,3.09,3.055,3.035,3.125,3.235,3.345,3.585,3.815
12/9/2011,3.17,3.095,3.0545,3.0348,3.1349,3.24,3.3451,3.5952,3.8152
12/8/2011,3.175,3.11,3.06,3.05,3.15,3.25,3.355,3.615,3.835
12/7/2011,3.165,3.095,3.06,3.045,3.15,3.25,3.365,3.625,3.855
12/6/2011,3.14,3.08,3.06,3.04,3.145,3.25,3.355,3.615,3.845
12/5/2011,3.155,3.09,3.065,3.045,3.155,3.265,3.37,3.625,3.87
12/2/2011,3.165,3.085,3.0646,3.0498,3.17,3.2751,3.3801,3.6352,3.8652
12/1/2011,3.145,3.075,3.055,3.04,3.15,3.245,3.35,3.605,3.83
11/30/2011,3.12,3.075,3.04,3.03,3.145,3.245,3.34,3.595,3.795
11/29/2011,3.12,3.075,3.03,3.02,3.12,3.225,3.33,3.575,3.775
11/28/2011,3.12,3.075,3.035,3.03,3.125,3.225,3.325,3.575,3.775
11/25/2011,3.125,3.08,3.0392,3.0196,3.1199,3.225,3.3151,3.5652,3.7653
11/24/2011,3.1,3.06,3.03,3.02,3.11,3.21,3.3,3.525,3.735
11/23/2011,3.07,3.015,3.035,3.02,3.11,3.205,3.29,3.515,3.735
11/22/2011,3.12,3.065,3.04,3.03,3.125,3.215,3.3,3.505,3.725
11/21/2011,3.125,3.06,3.015,3.005,3.09,3.175,3.26,3.47,3.69
11/18/2011,3.085,3.05,3.0044,2.9897,3.0899,3.175,3.265,3.4651,3.6852
11/17/2011,3.11,3.07,3.01,2.995,3.105,3.205,3.3,3.515,3.735
11/16/2011,3.12,3.075,3.015,3.01,3.115,3.215,3.32,3.53,3.755
11/15/2011,3.16,3.115,3.06,3.05,3.155,3.255,3.36,3.58,3.8
11/14/2011,3.175,3.135,3.08,3.075,3.185,3.285,3.39,3.615,3.83
11/11/2011,3.1325,3.1,3.0495,3.0498,3.1499,3.255,3.3701,3.5852,3.8152
11/10/2011,3.115,3.095,3.04,3.035,3.125,3.235,3.35,3.555,3.765
11/9/2011,3.14,3.11,3.065,3.065,3.165,3.28,3.39,3.61,3.82
11/8/2011,3.17,3.135,3.085,3.08,3.185,3.305,3.43,3.645,3.86
11/7/2011,3.165,3.135,3.11,3.105,3.195,3.31,3.425,3.635,3.84
11/4/2011,3.165,3.135,3.1095,3.1047,3.195,3.3101,3.4252,3.6353,3.8403
11/3/2011,3.205,3.16,3.125,3.12,3.22,3.315,3.425,3.63,3.825
11/2/2011,3.22,3.18,3.155,3.16,3.26,3.35,3.445,3.645,3.855
11/1/2011,3.235,3.19,3.165,3.175,3.27,3.36,3.45,3.66,3.855
10/31/2011,3.22,3.205,3.185,3.195,3.285,3.38,3.48,3.68,3.87
10/28/2011,3.24,3.22,3.2049,3.21,3.2951,3.3951,3.525,3.7252,3.9252
10/27/2011,3.225,3.21,3.165,3.17,3.26,3.36,3.47,3.685,3.875
10/26/2011,3.2,3.185,3.16,3.16,3.25,3.355,3.465,3.655,3.85
10/25/2011,3.2,3.185,3.1599,3.16,3.25,3.3551,3.4651,3.6551,3.8501
10/24/2011,3.155,3.14,3.16,3.155,3.255,3.35,3.47,3.675,3.875
10/21/2011,3.21,3.225,3.1547,3.1348,3.23,3.3351,3.4551,3.6702,3.8552
10/20/2011,3.17,3.16,3.155,3.16,3.26,3.355,3.465,3.685,3.88
10/19/2011,3.2,3.19,3.16,3.16,3.26,3.37,3.505,3.725,3.91
10/18/2011,3.23,3.23,3.165,3.165,3.26,3.365,3.49,3.685,3.875
10/17/2011,3.255,3.255,3.175,3.175,3.285,3.4,3.515,3.705,3.89
10/14/2011,3.215,3.185,3.1196,3.1148,3.215,3.3251,3.4401,3.6152,3.7852
10/13/2011,3.175,3.15,3.12,3.115,3.2,3.31,3.43,3.61,3.77
10/12/2011,3.195,3.165,3.14,3.14,3.225,3.35,3.48,3.66,3.83
10/11/2011,3.195,3.165,3.125,3.12,3.2,3.31,3.44,3.625,3.77
10/10/2011,3.2,3.16,3.125,3.13,3.23,3.33,3.45,3.62,3.79
10/7/2011,3.14,3.12,3.0946,3.0848,3.1699,3.275,3.3901,3.5702,3.7402
10/6/2011,3.12,3.08,3.05,3.05,3.135,3.24,3.37,3.54,3.725
10/5/2011,3.14,3.085,3.045,3.045,3.14,3.25,3.375,3.555,3.745
10/4/2011,3.15,3.115,3.07,3.07,3.16,3.29,3.4,3.595,3.775
10/3/2011,3.155,3.155,3.11,3.125,3.235,3.355,3.475,3.675,3.865
9/30/2011,3.22,3.175,3.1648,3.1799,3.28,3.3801,3.4902,3.6752,3.8552
9/29/2011,3.22,3.195,3.15,3.16,3.245,3.345,3.425,3.61,3.785
9/28/2011,3.185,3.165,3.17,3.18,3.26,3.37,3.47,3.665,3.84
9/27/2011,3.195,3.185,3.16,3.185,3.275,3.365,3.46,3.645,3.84
9/26/2011,3.2,3.19,3.155,3.18,3.265,3.35,3.43,3.63,3.81
9/23/2011,3.195,3.185,3.1698,3.1749,3.26,3.3301,3.4051,3.5952,3.7552
9/22/2011,3.2,3.18,3.185,3.195,3.28,3.35,3.42,3.61,3.775
9/21/2011,3.22,3.22,3.225,3.235,3.32,3.38,3.445,3.625,3.805
9/20/2011,3.24,3.23,3.21,3.215,3.295,3.35,3.425,3.605,3.76
9/19/2011,3.27,3.26,3.24,3.205,3.33,3.425,3.5,3.7,3.86
9/16/2011,3.22,3.215,3.2199,3.26,3.3601,3.3801,3.4551,3.6352,3.7852
9/15/2011,3.22,3.215,3.2148,3.245,3.3401,3.3501,3.4202,3.5952,3.7453
9/14/2011,3.195,3.18,3.18,3.185,3.215,3.24,3.255,3.395,3.525
9/13/2011,3.18,3.17,3.165,3.16,3.175,3.18,3.195,3.29,3.42
9/12/2011,3.18,3.145,3.145,3.16,3.165,3.175,3.2,3.3,3.43
9/9/2011,3.21,3.185,3.1798,3.1799,3.215,3.25,3.26,3.3851,3.5101
9/8/2011,3.22,3.195,3.2,3.21,3.27,3.29,3.315,3.435,3.585
9/7/2011,3.215,3.2,3.215,3.225,3.27,3.32,3.345,3.46,3.595
9/6/2011,3.21,3.185,3.2,3.21,3.255,3.275,3.31,3.395,3.56
9/5/2011,3.205,3.195,3.195,3.2,3.255,3.295,3.34,3.465,3.595
9/2/2011,3.245,3.24,3.2199,3.25,3.29,3.3651,3.4101,3.5551,3.6902
9/1/2011,3.295,3.285,3.26,3.285,3.375,3.455,3.535,3.675,3.845
8/31/2011,3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.655,3.8249
8/30/2011,3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.6549,3.8248
8/29/2011,3.285,3.275,3.26,3.28,3.365,3.445,3.515,3.6549,3.8249
8/26/2011,3.27,3.265,3.25,3.26,3.355,3.4251,3.4952,3.6402,3.8102
8/25/2011,3.255,3.255,3.25,3.285,3.36,3.455,3.535,3.675,3.85
8/24/2011,3.24,3.22,3.225,3.225,3.29,3.37,3.44,3.58,3.73
8/23/2011,3.245,3.235,3.24,3.255,3.33,3.455,3.475,3.615,3.76
8/22/2011,3.2,3.195,3.205,3.205,3.285,3.35,3.41,3.55,3.69
8/19/2011,3.21,3.205,3.1948,3.1949,3.26,3.3201,3.4001,3.5201,3.6602
8/18/2011,3.205,3.2,3.205,3.2,3.265,3.32,3.37,3.505,3.635
8/17/2011,3.2,3.19,3.195,3.2,3.265,3.325,3.4,3.515,3.635
8/16/2011,3.215,3.21,3.21,3.21,3.295,3.355,3.42,3.54,3.665
8/15/2011,3.225,3.205,3.235,3.22,3.305,3.385,3.47,3.595,3.715
8/12/2011,3.21,3.205,3.2299,3.2049,3.285,3.3751,3.4551,3.5752,3.6952
8/11/2011,3.21,3.245,3.24,3.265,3.32,3.435,3.525,3.645,3.765
8/10/2011,3.255,3.255,3.255,3.255,3.32,3.37,3.46,3.555,3.705
8/9/2011,3.275,3.275,3.295,3.33,3.385,3.48,3.58,3.695,3.83
8/8/2011,3.31,3.335,3.35,3.39,3.48,3.58,3.66,3.82,3.955
8/5/2011,3.325,3.36,3.3803,3.4252,3.5202,3.6003,3.6953,3.8453,3.9652
8/4/2011,3.365,3.39,3.435,3.485,3.59,3.68,3.77,3.935,4.075
8/3/2011,3.36,3.4,3.43,3.49,3.59,3.725,3.775,3.94,4.085
8/2/2011,3.36,3.405,3.455,3.515,3.62,3.715,3.835,4.01,4.165
8/1/2011,3.38,3.425,3.46,3.545,3.655,3.765,3.875,4.065,4.23
7/29/2011,3.375,3.415,3.4748,3.5498,3.6748,3.7898,3.9098,4.0998,4.2799
7/28/2011,3.37,3.415,3.475,3.56,3.685,3.81,3.93,4.12,4.3
7/27/2011,3.375,3.42,3.47,3.57,3.695,3.815,3.94,4.13,4.315
7/26/2011,3.375,3.42,3.48,3.58,3.71,3.845,3.965,4.16,4.355
7/25/2011,3.37,3.41,3.465,3.565,3.7,3.835,3.955,4.145,4.35
7/22/2011,3.375,3.42,3.4655,3.5754,3.7154,3.8554,3.9754,4.1754,4.3754
7/21/2011,3.37,3.415,3.465,3.56,3.7,3.835,3.96,4.145,4.345
7/20/2011,3.37,3.41,3.46,3.56,3.695,3.83,3.96,4.14,4.34
7/19/2011,3.345,3.385,3.445,3.535,3.675,3.81,3.94,4.13,4.32
7/18/2011,3.345,3.385,3.435,3.52,3.665,3.79,3.905,4.095,4.285
7/15/2011,3.345,3.385,3.4354,3.5204,3.6654,3.7904,3.9204,4.0854,4.3154
7/14/2011,3.345,3.395,3.43,3.525,3.67,3.79,3.92,4.085,4.305
7/13/2011,3.34,3.385,3.43,3.53,3.675,3.795,3.93,4.095,4.315
7/12/2011,3.34,3.38,3.43,3.51,3.66,3.77,3.895,4.065,4.27
7/11/2011,3.37,3.415,3.435,3.535,3.695,3.82,3.95,4.15,4.345
7/8/2011,3.3675,3.405,3.4505,3.5604,3.7204,3.8604,3.9904,4.1754,4.3904
7/7/2011,3.35,3.4,3.435,3.54,3.68,3.82,3.95,4.09,4.3
7/6/2011,3.415,3.455,3.485,3.575,3.7,3.83,3.945,4.12,4.31
7/5/2011,3.415,3.455,3.5,3.6,3.74,3.85,3.97,4.135,4.33
7/4/2011,3.415,3.455,3.5,3.6,3.735,3.855,3.99,4.16,4.365
7/1/2011,3.415,3.46,3.5157,3.6255,3.7605,3.8705,3.9904,4.1754,4.3604
6/30/2011,3.415,3.455,3.515,3.615,3.73,3.845,3.965,4.135,4.32
6/29/2011,3.415,3.455,3.515,3.615,3.73,3.835,3.95,4.105,4.28
6/28/2011,3.415,3.455,3.515,3.59,3.7,3.805,3.905,4.055,4.235
6/27/2011,3.415,3.455,3.515,3.585,3.685,3.76,3.88,4.03,4.21
6/24/2011,3.43,3.465,3.5257,3.6105,3.7154,3.8054,3.9104,4.0654,4.2453
6/23/2011,3.43,3.465,3.51,3.595,3.7,3.805,3.9,4.055,4.245
6/22/2011,3.43,3.465,3.52,3.595,3.705,3.805,3.895,4.07,4.27
6/21/2011,3.42,3.465,3.515,3.585,3.685,3.785,3.895,4.055,4.255
6/20/2011,3.42,3.465,3.505,3.57,3.67,3.77,3.865,4,4.205
6/17/2011,3.425,3.465,3.5006,3.5754,3.6804,3.7854,3.8804,4.0454,4.2553
6/16/2011,3.365,3.44,3.495,3.575,3.69,3.795,3.905,4.085,4.305
6/15/2011,3.365,3.44,3.505,3.595,3.715,3.835,3.96,4.14,4.365
6/14/2011,3.365,3.44,3.485,3.58,3.705,3.81,3.93,4.105,4.325
6/13/2011,3.365,3.44,3.48,3.57,3.68,3.795,3.905,4.075,4.305
6/10/2011,3.365,3.44,3.4857,3.5605,3.6804,3.7904,3.8954,4.0604,4.3004
6/9/2011,3.365,3.44,3.4662,3.5612,3.6717,3.7816,3.8863,4.0561,4.2757
6/8/2011,3.355,3.43,3.4656,3.5458,3.6561,3.7565,3.8612,4.0258,4.2356
6/7/2011,3.355,3.43,3.4753,3.5601,3.6653,3.7755,3.8805,4.0406,4.2403
6/6/2011,3.355,3.43,3.4659,3.5406,3.6353,3.7204,3.8356,3.9807,4.2005
6/3/2011,3.355,3.43,3.4711,3.5609,3.6662,3.7611,3.8607,4.0108,4.2255
6/2/2011,3.355,3.43,3.4664,3.5662,3.6515,3.7515,3.8613,4.006,4.2156
6/1/2011,3.355,3.435,3.4959,3.596,3.7112,3.8216,3.9312,4.0759,4.3206
5/31/2011,3.355,3.435,3.5008,3.6102,3.7154,3.8206,3.9556,4.1107,4.3354
5/30/2011,3.355,3.425,3.4808,3.5806,3.6757,3.7759,3.9006,4.0558,4.285
5/27/2011,3.355,3.44,3.4866,3.586,3.6808,3.7957,3.9206,4.0758,4.3057
5/26/2011,3.355,3.44,3.492,3.5965,3.7113,3.821,3.9413,4.111,4.336
5/25/2011,3.355,3.44,3.4859,3.5909,3.7011,3.811,3.9412,4.1008,4.3259
5/24/2011,3.35,3.44,3.4851,3.6,3.7303,3.8405,3.9555,4.1156,4.3553
5/23/2011,3.35,3.44,3.4862,3.5953,3.7204,3.8305,3.9507,4.1208,4.3504
5/20/2011,3.35,3.44,3.4914,3.6167,3.7466,3.8663,3.9908,4.161,4.406
5/19/2011,3.345,3.44,3.49,3.615,3.745,3.865,3.995,4.185,4.405
5/18/2011,3.345,3.44,3.495,3.6,3.72,3.845,3.96,4.155,4.375
5/17/2011,3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
5/16/2011,3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
5/13/2011,3.345,3.44,3.49,3.595,3.72,3.83,3.955,4.155,4.38
5/12/2011,3.345,3.44,3.495,3.6,3.71,3.82,3.93,4.125,4.335
5/11/2011,3.345,3.44,3.505,3.64,3.77,3.895,4.02,4.225,4.43
5/10/2011,3.36,3.41,3.505,3.63,3.765,3.88,4.01,4.215,4.425
5/9/2011,3.36,3.41,3.515,3.635,3.77,3.88,4.005,4.205,4.425
5/6/2011,3.36,3.41,3.515,3.66,3.785,3.9,4,4.21,4.425
5/5/2011,3.35,3.41,3.515,3.655,3.76,3.865,3.99,4.215,4.425
5/4/2011,3.245,3.315,3.42,3.61,3.745,3.86,3.995,4.22,4.45
5/3/2011,3.225,3.315,3.38,3.57,3.71,3.825,3.975,4.205,4.45
5/2/2011,3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
4/29/2011,3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
4/28/2011,3.17,3.32,3.395,3.57,3.71,3.85,4.015,4.225,4.53
4/27/2011,3.225,3.33,3.395,3.57,3.74,3.885,4.045,4.285,4.575
4/26/2011,3.23,3.335,3.395,3.58,3.75,3.895,4.055,4.28,4.59
4/25/2011,3.23,3.335,3.4,3.59,3.765,3.92,4.075,4.305,4.615
4/22/2011,3.23,3.335,3.4,3.59,3.765,3.92,4.085,4.315,4.625
4/21/2011,3.23,3.335,3.4,3.6,3.765,3.92,4.085,4.315,4.625
4/20/2011,3.23,3.335,3.39,3.58,3.75,3.9,4.055,4.28,4.58
4/19/2011,3.23,3.325,3.39,3.56,3.72,3.875,4.03,4.245,4.55
4/18/2011,3.23,3.325,3.38,3.555,3.725,3.875,4.025,4.265,4.545
4/15/2011,3.23,3.325,3.4,3.575,3.755,3.905,4.06,4.27,4.585
4/14/2011,3.23,3.325,3.41,3.58,3.77,3.92,4.085,4.34,4.63
4/13/2011,3.225,3.325,3.395,3.585,3.765,3.93,4.1,4.365,4.655
4/12/2011,3.225,3.325,3.41,3.595,3.76,3.93,4.1,4.37,4.655
4/11/2011,3.24,3.34,3.415,3.61,3.785,3.96,4.125,4.385,4.655
4/8/2011,3.235,3.33,3.415,3.62,3.79,3.96,4.11,4.36,4.645
4/7/2011,3.185,3.315,3.415,3.615,3.77,3.92,4.09,4.34,4.615
4/6/2011,3.185,3.315,3.41,3.62,3.77,3.925,4.085,4.34,4.61
4/5/2011,3.175,3.315,3.395,3.6,3.75,3.905,4.07,4.345,4.625
4/4/2011,3.155,3.28,3.385,3.595,3.76,3.925,4.09,4.37,4.66
4/1/2011,3.155,3.28,3.385,3.61,3.79,3.95,4.115,4.385,4.685
3/31/2011,3.155,3.27,3.38,3.585,3.755,3.92,4.085,4.355,4.665
3/30/2011,3.155,3.27,3.385,3.61,3.78,3.945,4.11,4.39,4.695
3/29/2011,3.155,3.28,3.365,3.595,3.775,3.92,4.09,4.335,4.655
3/28/2011,3.155,3.275,3.355,3.585,3.755,3.925,4.09,4.345,4.67
3/25/2011,3.145,3.3,3.36,3.61,3.775,3.9,4.07,4.335,4.63
3/24/2011,3.135,3.24,3.325,3.56,3.75,3.9,4.05,4.315,4.61
3/23/2011,3.145,3.24,3.325,3.56,3.72,3.895,4.06,4.35,4.66
3/22/2011,3.105,3.195,3.27,3.495,3.69,3.875,4.06,4.355,4.675
3/21/2011,3.105,3.195,3.25,3.48,3.655,3.85,4.02,4.295,4.635
3/18/2011,3.105,3.195,3.235,3.42,3.59,3.745,3.92,4.165,4.505
3/17/2011,3.105,3.195,3.23,3.44,3.585,3.73,3.89,4.145,4.47
3/16/2011,3.105,3.195,3.25,3.455,3.63,3.77,3.935,4.205,4.535
3/15/2011,3.105,3.195,3.24,3.4075,3.5625,3.7025,3.8675,4.12,4.43
3/14/2011,3.105,3.205,3.25,3.47,3.62,3.79,3.96,4.235,4.555
3/11/2011,3.1,3.2,3.285,3.485,3.67,3.83,4.035,4.305,4.645
3/10/2011,3.11,3.17,3.205,3.41,3.6,3.79,4,4.285,4.625
3/9/2011,3.1125,3.195,3.24,3.47,3.68,3.9,4.12,4.4,4.75
3/8/2011,3.1125,3.1875,3.245,3.475,3.72,3.935,4.145,4.46,4.785
3/7/2011,3.1125,3.1875,3.24,3.48,3.72,3.93,4.165,4.47,4.825
3/4/2011,3.1125,3.19,3.25,3.48,3.73,3.955,4.185,4.485,4.85
3/3/2011,3.11,3.18,3.25,3.47,3.715,3.93,4.17,4.505,4.86
3/2/2011,3.11,3.18,3.245,3.475,3.71,3.935,4.16,4.495,4.885
3/1/2011,3.11,3.1775,3.235,3.465,3.705,3.93,4.17,4.505,4.915
2/28/2011,3.09,3.1625,3.225,3.475,3.71,3.93,4.16,4.51,4.92
2/25/2011,3.085,3.1675,3.2,3.435,3.68,3.91,4.155,4.485,4.875
2/24/2011,3.085,3.1675,3.2,3.44,3.68,3.92,4.15,4.495,4.9
2/23/2011,3.09,3.17,3.215,3.455,3.715,3.945,4.185,4.515,4.935
2/22/2011,3.09,3.17,3.22,3.455,3.715,3.945,4.17,4.515,4.9
2/21/2011,3.115,3.17,3.23,3.495,3.77,3.99,4.22,4.545,4.915
2/18/2011,3.115,3.17,3.215,3.49,3.77,3.985,4.215,4.54,4.905
2/17/2011,3.115,3.21,3.24,3.505,3.76,3.98,4.21,4.51,4.895
2/16/2011,3.115,3.21,3.245,3.515,3.77,4.015,4.24,4.54,4.93
2/15/2011,3.115,3.21,3.245,3.54,3.81,4.02,4.26,4.555,4.935
2/14/2011,3.115,3.21,3.235,3.53,3.81,4.02,4.27,4.565,4.945
2/11/2011,3.115,3.21,3.24,3.51,3.8,4.01,4.24,4.56,4.92
2/10/2011,3.11,3.21,3.245,3.525,3.815,4.02,4.235,4.545,4.915
2/9/2011,3.11,3.21,3.26,3.575,3.85,4.07,4.31,4.615,5
2/8/2011,3.1,3.19,3.255,3.545,3.805,4.03,4.26,4.555,4.935
2/7/2011,3.1,3.19,3.26,3.55,3.79,4.045,4.28,4.585,4.95
2/4/2011,3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
2/3/2011,3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
2/2/2011,3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
2/1/2011,3.08,3.185,3.205,3.47,3.69,3.905,4.13,4.415,4.79
1/31/2011,3.08,3.185,3.19,3.445,3.67,3.89,4.105,4.395,4.775
1/28/2011,3.085,3.185,3.225,3.465,3.675,3.905,4.115,4.395,4.785
1/27/2011,3.09,3.24,3.26,3.5,3.725,3.935,4.155,4.415,4.825
1/26/2011,3.135,3.255,3.33,3.57,3.79,3.99,4.19,4.49,4.875
1/25/2011,3.14,3.255,3.33,3.585,3.82,3.995,4.21,4.5,4.88
1/24/2011,3.14,3.255,3.35,3.59,3.81,4,4.215,4.52,4.88
1/21/2011,3.13,3.235,3.32,3.545,3.765,3.96,4.155,4.445,4.785
1/20/2011,3.13,3.22,3.3,3.53,3.73,3.92,4.135,4.44,4.775
1/19/2011,3.135,3.22,3.29,3.535,3.76,3.955,4.175,4.465,4.815
1/18/2011,3.12,3.175,3.245,3.475,3.71,3.9,4.15,4.44,4.815
1/17/2011,3.095,3.18,3.245,3.475,3.705,3.905,4.15,4.445,4.83
1/14/2011,3.075,3.17,3.23,3.435,3.665,3.855,4.095,4.405,4.81
1/13/2011,3.075,3.16,3.22,3.44,3.665,3.86,4.105,4.405,4.815
1/12/2011,3.075,3.16,3.225,3.45,3.675,3.885,4.15,4.495,4.9
1/11/2011,3.05,3.165,3.225,3.43,3.655,3.87,4.11,4.45,4.88
1/10/2011,3.05,3.16,3.245,3.455,3.675,3.895,4.13,4.485,4.935
1/7/2011,3.05,3.14,3.21,3.425,3.625,3.825,4.06,4.385,4.8
1/6/2011,3.05,3.14,3.195,3.425,3.615,3.835,4.065,4.35,4.765
1/5/2011,3.05,3.145,3.18,3.385,3.575,3.765,3.94,4.24,4.63
1/4/2011,3.05,3.145,3.205,3.395,3.565,3.755,3.95,4.255,4.63
1/3/2011,3.05,3.145,3.195,3.41,3.58,3.765,3.955,4.25,4.635
12/31/2010,3.05,3.11,3.19,3.4,3.535,3.695,3.88,4.175,4.565
12/30/2010,3.05,3.11,3.18,3.385,3.535,3.7,3.88,4.185,4.565
12/29/2010,3.035,3.11,3.18,3.39,3.55,3.72,3.9,4.2,4.575
12/28/2010,3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
12/27/2010,3.035,3.09,3.17,3.38,3.555,3.71,3.895,4.2,4.575
12/24/2010,3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
12/23/2010,3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
12/22/2010,3.035,3.09,3.165,3.365,3.52,3.705,3.875,4.17,4.545
12/21/2010,3.035,3.09,3.165,3.355,3.52,3.695,3.87,4.17,4.545
12/20/2010,3.035,3.09,3.165,3.36,3.52,3.685,3.87,4.17,4.565
12/17/2010,3.035,3.09,3.155,3.345,3.51,3.68,3.86,4.17,4.545
12/16/2010,3.025,3.075,3.165,3.355,3.515,3.685,3.86,4.155,4.51
12/15/2010,3.02,3.07,3.165,3.345,3.515,3.685,3.875,4.175,4.55
12/14/2010,3.02,3.07,3.135,3.335,3.51,3.675,3.87,4.17,4.515
12/13/2010,3.02,3.07,3.14,3.325,3.51,3.695,3.885,4.185,4.54
12/10/2010,3.02,3.07,3.145,3.33,3.51,3.685,3.87,4.15,4.52
12/9/2010,3.02,3.07,3.145,3.33,3.515,3.7,3.875,4.16,4.545
12/8/2010,3.02,3.07,3.135,3.315,3.5,3.705,3.885,4.165,4.585
12/7/2010,3.015,3.06,3.12,3.28,3.48,3.67,3.835,4.115,4.505
12/6/2010,3.01,3.055,3.115,3.275,3.465,3.635,3.82,4.105,4.455
12/3/2010,3.005,3.045,3.105,3.265,3.465,3.655,3.825,4.085,4.475
12/2/2010,3.005,3.045,3.105,3.26,3.47,3.665,3.84,4.075,4.47
12/1/2010,3.005,3.045,3.085,3.245,3.425,3.64,3.805,4.045,4.44
11/30/2010,3.005,3.045,3.085,3.23,3.41,3.615,3.785,4.025,4.39
11/29/2010,3.005,3.045,3.095,3.24,3.41,3.63,3.8,4.035,4.42
11/26/2010,3,3.04,3.095,3.24,3.41,3.63,3.795,4.045,4.445
11/25/2010,3,3.04,3.09,3.24,3.41,3.62,3.795,4.035,4.41
11/24/2010,3,3.04,3.09,3.225,3.4,3.605,3.785,4.01,4.385
11/23/2010,3,3.04,3.085,3.22,3.385,3.61,3.765,3.995,4.38
11/22/2010,3,3.04,3.09,3.23,3.425,3.64,3.805,4.045,4.405
11/19/2010,3,3.04,3.09,3.225,3.425,3.64,3.8,4.045,4.405
11/18/2010,3,3.04,3.09,3.225,3.425,3.63,3.785,4.055,4.405
