"","date","indicator","X91D.deposit","X9M","X1Y","X18M","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X12Y","X15Y","X20Y"
"1",2006-06-20,0,4.5,4.575,4.63,4.635,4.66,4.735,4.8,4.83,4.895,4.955,5.005,5.02,5.075,5.09,5.255,5.375
"2",2006-06-21,0,4.51,4.575,4.62,4.64,4.76,4.725,4.79,4.82,4.9,4.955,4.985,4.52,5.05,5.14,5.25,5.37
"3",2006-06-22,1,4.55,4.575,4.64,4.64,4.68,4.73,4.76,4.82,4.885,4.945,4.97,5.99,5.055,5.155,5.265,5.37
"4",2006-06-23,0,4.55,4.62,4.72,4.68,4.77,4.8,4.83,4.905,4.985,5.03,5.065,5.095,5.13,5.22,5.33,5.43
"5",2006-06-26,0,4.56,4.685,4.715,4.74,4.77,4.82,4.87,4.91,4.96,5.02,5.065,5.09,5.12,5.21,5.32,5.43
"6",2006-06-27,0,4.57,4.685,4.715,4.735,4.765,4.815,4.86,4.9,4.955,5.01,5.045,5.075,5.11,5.2,5.31,5.4
"7",2006-06-28,0,4.57,4.685,4.72,4.745,4.775,4.81,4.87,4.92,4.945,4.51,5.065,5.095,5.125,5.2,5.31,5.4
"8",2006-06-29,0,4.57,4.65,4.405,4.695,4.755,4.79,4.805,4.86,4.915,4.51,4.55,5.04,5.07,5.18,5.29,5.38
"9",2006-06-30,1,4.59,4.63,4.635,4.645,4.68,4.72,4.77,4.81,4.86,4.91,4.945,4.5,5.99,5.095,5.205,5.295
"10",2006-07-03,0,4.59,4.61,4.65,4.665,4.69,4.725,4.775,4.815,4.865,4.915,4.935,4.965,5.015,5.105,5.215,5.305
"11",2006-07-04,1,4.59,4.61,4.67,4.665,4.69,4.725,4.785,4.84,4.88,4.935,4.96,5.99,5.025,5.125,5.23,5.33
"12",2006-07-05,1,4.6,4.62,4.635,4.665,4.66,4.695,4.745,4.785,4.84,4.9,4.93,4.49,5.99,5.1,5.21,5.31
"13",2006-07-06,1,4.6,4.62,4.645,4.65,4.64,4.67,4.75,4.78,4.86,4.93,4.97,4.49,5.99,5.1,5.21,5.31
"14",2006-07-07,1,4.6,4.635,4.67,4.635,4.68,4.745,4.795,4.845,4.87,4.94,4.96,5.98,5.065,5.18,5.265,5.39
"15",2006-07-10,0,4.61,4.635,4.67,4.69,4.725,4.75,4.795,4.855,4.915,4.975,5.01,5.045,5.08,5.17,5.275,5.375
"16",2006-07-11,0,4.62,4.635,4.65,4.675,4.705,4.745,4.805,4.83,4.925,4.965,4.995,5.025,5.075,5.165,5.285,5.385
"17",2006-07-12,0,4.63,4.65,4.405,4.71,4.72,4.755,4.8,4.85,4.895,4.95,4.995,5.025,5.055,5.155,5.26,5.365
"18",2006-07-13,1,4.63,4.685,4.705,4.735,4.75,4.785,4.79,4.84,4.915,4.495,5.98,5.06,5.035,5.125,5.25,5.35
"19",2006-07-14,0,4.64,4.655,4.68,4.685,4.71,4.735,4.78,4.83,4.875,4.935,4.975,5.005,5.04,5.12,5.23,5.33
"20",2006-07-17,0,4.64,4.655,4.68,4.685,4.71,4.735,4.78,4.83,4.875,4.935,4.975,5.005,5.04,5.12,5.23,5.33
"21",2006-07-18,0,4.64,4.64,4.67,4.685,4.705,4.725,4.755,4.82,4.865,4.925,4.955,4.985,5.01,5.12,5.215,5.305
"22",2006-07-19,0,4.64,4.665,4.675,4.69,4.7,4.725,4.77,4.815,4.875,4.92,4.975,5.005,5.02,5.105,5.215,5.315
"23",2006-07-20,0,4.64,4.62,4.65,4.67,4.665,4.68,4.77,4.79,4.85,4.89,4.935,4.495,5,5.105,5.18,5.29
"24",2006-07-21,0,4.64,4.64,4.65,4.665,4.67,4.7,4.74,4.79,4.845,4.895,4.925,4.965,4.99,5.075,5.185,5.285
"25",2006-07-24,1,4.64,4.64,4.665,4.665,4.675,4.695,4.76,4.785,4.84,4.89,4.92,4.96,5.98,5.075,5.175,5.295
"26",2006-07-25,0,4.64,4.66,4.655,4.705,4.725,4.74,4.745,4.8,4.87,4.92,4.965,4.495,5.025,5.1,5.185,5.28
"27",2006-07-26,1,4.64,4.665,4.675,4.69,4.695,4.725,4.77,4.815,4.875,4.92,4.96,4.995,5.99,5.095,5.195,5.29
"28",2006-07-27,0,4.64,4.65,4.655,4.665,4.675,4.705,4.75,4.785,4.855,4.9,4.94,4.97,4.495,5.09,5.19,5.265
"29",2006-07-28,0,4.64,4.65,4.66,4.67,4.68,4.705,4.745,4.79,4.84,4.89,4.925,4.955,4.985,5.065,5.165,5.275
"30",2006-07-31,0,4.64,4.62,4.625,4.645,4.655,4.67,4.715,4.755,4.795,4.86,4.88,4.915,4.945,5.03,5.13,5.24
"31",2006-08-01,0,4.64,4.31,4.61,4.625,4.61,4.635,4.655,4.71,4.75,4.785,4.855,4.885,4.89,4.495,5.09,5.19
"32",2006-08-02,0,4.64,4.605,4.615,4.61,4.615,4.635,4.665,4.71,4.755,4.805,4.85,4.845,4.87,4.95,5.05,5.14
"33",2006-08-03,0,4.64,4.6,4.615,4.62,4.61,4.63,4.65,4.73,4.745,4.785,4.815,4.84,4.89,4.955,5.055,5.155
"34",2006-08-04,0,4.64,4.6,4.605,4.6,4.605,4.635,4.66,4.71,4.755,4.795,4.825,4.86,4.885,4.965,5.065,5.155
"35",2006-08-07,0,4.64,4.585,4.58,4.585,4.58,4.6,4.64,4.69,4.73,4.77,4.81,4.83,4.86,4.93,5.03,5.13
"36",2006-08-08,0,4.64,4.575,4.555,4.55,4.555,4.575,4.605,4.655,4.69,4.745,4.785,4.815,4.85,4.915,5.035,5.15
"37",2006-08-09,0,4.64,4.57,4.545,4.55,4.545,4.56,4.6,4.65,4.695,4.75,4.77,4.8,4.845,4.915,5.015,5.065
"38",2006-08-10,0,4.71,4.65,4.64,4.63,4.615,4.62,4.645,4.68,4.72,4.76,4.79,4.815,4.845,4.915,5.015,5.11
"39",2006-08-11,1,4.7,4.615,4.62,4.65,4.58,4.58,4.59,4.645,4.66,4.7,4.81,4.76,4.76,4.85,5.91,5.05
"40",2006-08-14,0,4.7,4.645,4.635,4.655,4.62,4.63,4.635,4.645,4.68,4.765,4.8,4.82,4.785,4.85,4.95,5.05
"41",2006-08-15,0,4.7,4.65,4.655,4.655,4.62,4.625,4.65,4.68,4.71,4.76,4.79,4.81,4.83,4.9,5,5.1
"42",2006-08-16,1,4.7,4.62,4.64,4.625,4.62,4.595,4.655,4.685,4.695,4.75,4.8,4.82,4.855,4.91,5.99,5.125
"43",2006-08-17,0,4.7,4.585,4.615,4.585,4.575,4.585,4.565,4.655,4.685,4.735,4.765,4.775,4.8,4.87,4.97,5.07
"44",2006-08-18,0,4.7,4.63,4.62,4.585,4.575,4.595,4.62,4.65,4.685,4.74,4.76,4.775,4.8,4.88,4.98,5.08
"45",2006-08-21,0,4.7,4.63,4.62,4.585,4.595,4.6,4.62,4.645,4.705,4.74,4.765,4.79,4.8,4.895,4.995,5.095
"46",2006-08-22,0,4.7,4.635,4.625,4.595,4.58,4.59,4.62,4.665,4.705,4.75,4.765,4.79,4.825,4.89,4.985,5.085
"47",2006-08-23,0,4.69,4.65,4.625,4.585,4.575,4.6,4.625,4.64,4.675,4.725,4.765,4.785,4.825,4.885,4.495,5.075
"48",2006-08-24,0,4.69,4.64,4.63,4.615,4.575,4.585,4.635,4.65,4.685,4.75,4.785,4.815,4.815,4.895,5,5.07
"49",2006-08-25,0,4.69,4.64,4.645,4.615,4.61,4.62,4.65,4.68,4.715,4.775,4.795,4.815,4.85,4.915,5.01,5.11
"50",2006-08-28,0,4.69,4.64,4.645,4.605,4.58,4.595,4.645,4.66,4.715,4.755,4.795,4.815,4.85,4.905,5.01,5.13
"51",2006-08-29,1,4.68,4.64,4.635,4.61,4.57,4.61,4.645,4.65,4.715,4.75,4.795,4.84,4.85,4.92,5.99,5.12
"52",2006-08-30,1,4.68,4.64,4.62,4.61,4.58,4.605,4.635,4.66,4.685,4.755,4.765,4.8,4.845,4.9,5.99,5.11
"53",2006-08-31,0,4.68,4.64,4.62,4.6,4.58,4.595,4.62,4.66,4.71,4.755,4.785,4.815,4.845,4.92,5.015,5.115
"54",2006-09-01,0,4.68,4.615,4.59,4.565,4.55,4.585,4.585,4.635,4.695,4.72,4.755,4.805,4.795,4.885,4.495,5.06
"55",2006-09-04,0,4.67,4.615,4.57,4.565,4.53,4.525,4.57,4.61,4.64,4.7,4.725,4.755,4.78,4.855,4.945,5.035
"56",2006-09-05,0,4.67,4.64,4.58,4.565,4.54,4.54,4.575,4.605,4.655,4.725,4.735,4.765,4.81,4.89,4.5,5.055
"57",2006-09-06,0,4.67,4.64,4.64,4.58,4.595,4.61,4.625,4.675,4.71,4.745,4.775,4.805,4.855,4.925,5.015,5.115
"58",2006-09-07,0,4.67,4.63,4.63,4.54,4.56,4.57,4.605,4.665,4.705,4.75,4.75,4.77,4.81,4.9,4.92,5.125
"59",2006-09-08,0,4.65,4.62,4.605,4.59,4.555,4.575,4.595,4.62,4.67,4.73,4.76,4.79,4.825,4.89,4.975,5.075
"60",2006-09-11,0,4.65,4.58,4.6,4.59,4.57,4.59,4.62,4.66,4.67,4.73,4.76,4.79,4.825,4.91,4.995,5.095
"61",2006-09-12,0,4.64,4.62,4.595,4.595,4.575,4.585,4.615,4.655,4.705,4.755,4.775,4.805,4.84,4.92,5.005,5.105
"62",2006-09-13,1,4.63,4.61,4.585,4.58,4.56,4.58,4.605,4.645,4.695,4.74,4.775,4.81,4.84,4.925,5.99,5.11
"63",2006-09-14,0,4.63,4.62,4.58,4.59,4.56,4.59,4.6,4.66,4.705,4.77,4.795,4.835,4.86,4.925,5.015,5.13
"64",2006-09-15,1,4.63,4.62,4.58,4.585,4.58,4.6,4.615,4.685,4.7,4.75,4.8,4.82,4.865,4.925,5.98,5.12
"65",2006-09-18,0,4.63,4.62,4.355,4.585,4.595,4.6,4.615,4.66,4.7,4.75,4.8,4.82,4.875,4.945,5.035,5.13
"66",2006-09-19,0,4.63,4.62,4.585,4.595,4.58,4.6,4.63,4.67,4.725,4.78,4.825,4.845,4.885,4.96,5.05,5.15
"67",2006-09-20,1,4.63,4.58,4.545,4.57,4.545,4.55,4.615,4.635,4.715,4.73,4.795,4.815,4.85,4.925,5.98,5.115
"68",2006-09-21,0,4.63,4.555,4.55,4.545,4.53,4.545,4.565,4.605,4.655,4.71,4.745,4.775,4.8,4.885,4.975,5.065
"69",2006-09-22,0,4.63,4.52,4.36,4.5,4.49,4.5,4.53,4.57,4.61,4.67,4.71,4.74,4.77,4.83,4.945,5.02
"70",2006-09-25,0,4.61,4.56,4.36,4.51,4.49,4.53,4.53,4.58,4.61,4.68,4.71,4.74,4.77,4.865,4.955,5.045
"71",2006-09-26,0,4.61,4.545,4.51,4.51,4.485,4.505,4.525,4.3,4.605,4.665,4.695,4.725,4.77,4.845,4.935,5.015
"72",2006-09-27,0,4.61,4.55,4.5,4.51,4.485,4.5,4.525,4.565,4.625,4.665,4.715,4.75,4.77,4.85,4.94,5.03
"73",2006-09-28,0,4.6,4.55,4.5,4.51,4.48,4.49,4.525,4.565,4.615,4.665,4.705,4.725,4.75,4.855,4.94,5.03
"74",2006-09-29,0,4.59,4.52,4.5,4.475,4.46,4.475,4.49,4.51,4.59,4.615,4.68,4.69,4.73,4.8,4.88,4.5
"75",2006-10-02,1,4.58,4.54,4.52,4.515,4.475,4.49,4.52,4.565,4.615,4.635,4.695,4.725,4.745,4.835,4.925,5.96
"76",2006-10-03,0,4.58,4.54,4.52,4.515,4.495,4.505,4.53,4.565,4.615,4.66,4.695,4.725,4.755,4.83,4.92,5.01
"77",2006-10-04,0,4.58,4.51,4.5,4.485,4.47,4.47,4.5,4.54,4.575,4.64,4.655,4.685,4.74,4.805,4.895,4.985
"78",2006-10-05,0,4.58,4.56,4.49,4.48,4.46,4.47,4.495,4.525,4.575,4.625,4.66,4.69,4.72,4.795,4.885,4.975
"79",2006-10-06,0,4.58,4.56,4.49,4.48,4.46,4.47,4.495,4.525,4.575,4.625,4.66,4.69,4.72,4.795,4.885,4.975
"80",2006-10-09,0,4.58,4.54,4.49,4.485,4.465,4.485,4.51,4.54,4.585,4.635,4.665,4.7,4.73,4.81,4.9,5
"81",2006-10-10,0,4.58,4.5,4.485,4.47,4.45,4.47,4.51,4.54,4.575,4.62,4.65,4.69,4.735,4.825,4.915,5
"82",2006-10-11,0,4.58,4.515,4.49,4.5,4.47,4.505,4.515,4.57,4.595,4.645,4.675,4.705,4.745,4.825,4.915,5.015
"83",2006-10-12,1,4.58,4.515,4.49,4.49,4.475,4.485,4.525,4.55,4.595,4.635,4.675,4.705,4.735,4.815,4.895,5.97
"84",2006-10-13,0,4.57,4.52,4.5,4.5,4.48,4.5,4.525,4.565,4.62,4.65,4.69,4.725,4.755,4.835,4.93,5.025
"85",2006-10-16,0,4.57,4.53,4.51,4.5,4.505,4.52,4.545,4.58,4.625,4.675,4.69,4.735,4.75,4.845,4.935,5.035
"86",2006-10-17,0,4.57,4.505,4.495,4.47,4.48,4.5,4.52,4.56,4.585,4.645,4.66,4.69,4.74,4.8,4.89,4.5
"87",2006-10-18,0,4.57,4.49,4.48,4.475,4.475,4.47,4.475,4.53,4.585,4.63,4.67,4.69,4.72,4.79,4.88,4.97
"88",2006-10-19,0,4.57,4.475,4.47,4.45,4.445,4.46,4.485,4.515,4.56,4.6,4.625,4.655,4.695,4.765,4.855,4.955
"89",2006-10-20,0,4.57,4.495,4.48,4.465,4.445,4.46,4.475,4.51,4.555,4.575,4.63,4.64,4.675,4.765,4.855,4.945
"90",2006-10-23,0,4.57,4.5,4.495,4.49,4.455,4.465,4.48,4.51,4.555,4.61,4.62,4.655,4.68,4.76,4.83,4.925
"91",2006-10-24,1,4.57,4.54,4.545,4.535,4.525,4.55,4.555,4.585,4.65,4.645,4.66,4.695,4.74,4.805,4.895,5.97
"92",2006-10-25,0,4.57,4.525,4.525,4.515,4.525,4.54,4.54,4.58,4.64,4.655,4.705,4.715,4.745,4.81,4.9,5.02
"93",2006-10-26,0,4.57,4.52,4.52,4.5,4.485,4.5,4.525,4.56,4.615,4.64,4.675,4.69,4.725,4.8,4.88,4.495
"94",2006-10-27,0,4.57,4.535,4.525,4.515,4.505,4.525,4.545,4.58,4.635,4.66,4.695,4.71,4.745,4.82,4.9,4.995
"95",2006-10-30,0,4.57,4.535,4.525,4.515,4.505,4.525,4.545,4.58,4.635,4.66,4.695,4.71,4.745,4.82,4.9,4.995
"96",2006-10-31,0,4.57,4.57,4.56,4.55,4.56,4.58,4.6,4.645,4.69,4.725,4.755,4.775,4.51,4.875,4.95,5.06
"97",2006-11-01,0,4.58,4.57,4.54,4.54,4.53,4.55,4.57,4.585,4.65,4.67,4.72,4.75,4.76,4.83,4.94,5.03
"98",2006-11-02,0,4.58,4.515,4.495,4.495,4.48,4.5,4.515,4.57,4.615,4.65,4.68,4.705,4.74,4.81,4.885,4.485
"99",2006-11-03,0,4.58,4.515,4.475,4.495,4.445,4.495,4.48,4.52,4.585,4.62,4.64,4.685,4.695,4.795,4.855,4.965
"100",2006-11-06,0,4.59,4.59,4.58,4.57,4.51,4.53,4.605,4.595,4.635,4.675,4.705,4.735,4.765,4.835,4.915,5.035
"101",2006-11-07,0,4.59,4.58,4.57,4.56,4.54,4.57,4.595,4.63,4.675,4.71,4.74,4.755,4.8,4.86,4.935,5.025
"102",2006-11-08,0,4.59,4.62,4.595,4.615,4.58,4.62,4.61,4.645,4.71,4.75,4.775,4.785,4.81,4.87,4.955,5.035
"103",2006-11-09,0,4.59,4.56,4.56,4.57,4.54,4.545,4.555,4.59,4.675,4.66,4.73,4.75,4.735,4.85,4.925,4.495
"104",2006-11-10,1,4.59,4.55,4.55,4.545,4.53,4.545,4.565,6.59,4.64,4.67,4.695,4.72,4.75,4.82,4.89,4.955
"105",2006-11-13,0,4.59,4.59,4.565,4.545,4.555,4.57,4.57,4.605,4.64,4.65,4.67,4.69,4.715,4.82,4.89,4.955
"106",2006-11-14,0,4.59,4.59,4.6,4.575,4.56,4.59,4.61,4.645,4.685,4.7,4.72,4.735,4.75,4.82,4.89,4.955
"107",2006-11-15,0,4.59,4.55,4.55,4.545,4.53,4.4,4.565,4.595,4.64,4.67,4.71,4.72,4.595,4.435,4.89,4.5
"108",2006-11-16,0,4.59,4.615,4.625,4.305,4.575,4.61,4.61,4.655,4.35,4.36,4.375,4.385,4.395,4.435,4.47,4.5
"109",2006-11-17,0,4.6,4.605,4.595,4.59,4.58,4.585,4.61,4.63,4.675,4.705,4.71,4.735,4.76,4.825,4.885,4.96
"110",2006-11-20,0,4.6,4.59,4.6,4.595,4.555,4.58,4.61,4.62,4.66,4.675,4.72,4.74,4.76,4.825,4.88,4.94
"111",2006-11-21,0,4.6,4.595,4.605,4.58,4.555,4.58,4.31,4.655,4.695,4.705,4.705,4.715,4.78,4.8,4.87,4.91
"112",2006-11-22,0,4.6,4.615,4.62,4.605,4.585,4.605,4.625,4.655,4.7,4.72,4.75,4.735,4.785,4.86,4.89,4.95
"113",2006-11-23,0,4.61,4.355,4.66,4.665,4.655,4.67,4.67,4.72,4.74,4.765,4.795,4.765,4.785,4.84,4.92,4.985
"114",2006-11-24,0,4.61,4.65,4.67,4.65,4.65,4.66,4.68,4.695,4.73,4.755,4.785,4.79,4.825,4.865,4.905,4.985
"115",2006-11-27,0,4.62,4.645,4.65,4.65,4.64,4.635,4.665,4.69,4.73,4.74,4.78,4.8,4.79,4.83,4.895,4.99
"116",2006-11-28,0,4.63,4.635,4.65,4.64,4.655,4.655,4.66,4.685,4.72,4.74,4.755,4.775,4.795,4.845,4.89,4.96
"117",2006-11-29,0,4.65,4.665,4.675,4.655,4.665,4.655,4.67,4.705,4.73,4.75,4.785,4.785,4.81,4.88,4.92,4.95
"118",2006-11-30,0,4.67,4.685,4.675,4.67,4.66,4.67,4.68,4.695,4.73,4.76,4.78,4.79,4.82,4.86,4.915,4.955
"119",2006-12-01,0,4.7,4.68,4.675,4.64,4.63,4.655,4.655,4.675,4.7,4.735,4.75,4.77,4.78,4.84,4.885,4.935
"120",2006-12-04,0,4.7,4.67,4.645,4.66,4.62,4.63,4.65,4.66,4.695,4.72,4.725,4.735,4.76,4.82,4.87,4.915
"121",2006-12-05,0,4.7,4.665,4.65,4.62,4.605,4.62,4.615,4.63,4.66,4.7,4.705,4.725,4.735,4.775,4.825,4.885
"122",2006-12-06,0,4.71,4.65,4.65,4.6,4.59,4.585,4.615,4.63,4.66,4.675,4.705,4.725,4.71,4.765,4.84,4.895
"123",2006-12-07,1,4.71,4.635,4.62,4.58,4.565,4.565,4.595,4.6,4.625,9.62,4.665,6.65,4.71,4.74,4.795,4.855
"124",2006-12-08,0,4.71,4.635,4.62,4.57,4.59,4.59,4.575,4.585,4.625,4.67,4.65,4.715,4.69,4.76,4.8,4.855
"125",2006-12-11,0,4.72,4.685,4.655,4.645,4.625,4.65,4.645,4.685,4.515,4.74,4.685,4.705,4.79,4.775,4.86,4.875
"126",2006-12-12,0,4.72,4.71,4.68,4.665,4.635,4.66,4.645,4.69,4.715,4.75,4.765,4.775,4.785,4.855,4.895,4.955
"127",2006-12-13,0,4.72,4.69,4.67,4.645,4.635,4.635,4.65,4.675,4.695,4.735,4.76,4.78,4.795,4.815,4.88,4.93
"128",2006-12-14,0,4.74,4.72,4.715,4.695,4.685,4.71,4.73,4.715,4.75,4.77,4.805,4.815,4.84,4.88,4.92,4.545
"129",2006-12-15,0,4.74,4.725,4.71,4.695,4.685,4.69,4.71,4.73,4.755,4.785,4.805,4.82,4.835,4.885,4.93,4.985
"130",2006-12-18,0,4.74,4.75,4.625,4.695,4.71,4.69,4.71,4.755,4.755,4.785,4.805,4.82,4.835,4.885,4.93,4.985
"131",2006-12-19,0,4.74,4.74,4.725,4.72,4.705,4.715,4.735,4.76,4.785,4.815,4.84,4.86,4.87,4.92,4.97,5.03
"132",2006-12-20,0,4.77,4.76,4.75,4.74,4.735,4.745,4.77,4.795,4.82,4.85,4.86,4.885,4.9,4.95,5,5.05
"133",2006-12-21,0,4.8,4.75,4.74,4.73,4.725,4.73,4.755,4.78,4.805,4.835,4.845,4.87,4.885,4.935,4.985,5.035
"134",2006-12-22,0,4.8,4.775,4.755,4.745,4.7425,4.755,4.765,4.8,4.795,4.845,4.835,4.885,4.875,4.925,4.975,5.025
"135",2006-12-25,0,4.8,4.775,4.76,4.75,4.745,4.755,4.775,4.8,4.825,4.855,4.86,4.885,4.905,4.95,5,5.05
"136",2006-12-26,1,4.82,4.885,4.87,4.75,4.78,4.79,4.865,4.91,4.86,4.97,4.975,4.98,5.99,5.99,5.035,5.05
"137",2006-12-27,0,4.83,4.885,4.87,4.86,4.855,4.865,4.885,4.91,4.935,4.97,4.98,4.995,5.01,5.06,5.11,5.16
"138",2006-12-28,0,4.85,4.83,4.83,4.815,4.81,4.82,4.835,4.86,4.885,4.91,4.93,4.94,4.95,5,5.04,5.1
"139",2006-12-29,0,4.86,4.83,4.83,4.815,4.81,4.82,4.835,4.86,4.885,4.91,4.93,4.94,4.95,5,5.04,5.1
"140",2007-01-01,0,4.86,4.83,4.83,4.815,4.81,4.82,4.835,4.86,4.885,4.91,4.93,4.94,4.95,5,5.04,5.1
"141",2007-01-02,0,4.86,4.85,4.85,4.83,4.825,4.835,4.85,4.875,4.9,4.925,4.945,4.955,4.965,5.015,5.055,5.115
"142",2007-01-03,0,4.87,4.84,4.8425,4.8,4.795,4.81,4.8275,4.85,4.885,4.8975,4.915,4.93,4.9375,4.975,5.04,5.07
"143",2007-01-04,0,4.87,4.855,4.835,4.805,4.795,4.7975,4.83,4.84,4.865,4.8975,4.905,4.915,4.9325,4.975,5.015,5.065
"144",2007-01-05,0,4.87,4.84,4.835,4.785,4.77,4.795,4.7925,4.835,4.84,4.875,4.885,4.89,4.91,4.95,4.985,5.07
"145",2007-01-08,1,4.87,4.835,4.825,4.79,4.79,4.785,4.82,4.835,4.855,4.8975,4.895,4.905,4.93,4.96,5.99,5.05
"146",2007-01-09,0,4.87,4.83,4.8475,4.8,4.8075,4.8075,4.82,4.84,4.835,4.885,4.89,4.9,4.9175,4.95,4.99,5.045
"147",2007-01-10,0,4.87,4.85,4.84,4.81,4.805,4.805,4.82,4.835,4.86,4.885,4.895,4.905,4.915,4.96,5.005,5.055
"148",2007-01-11,1,4.88,4.85,4.8275,4.8,4.8025,4.8025,4.84,4.8725,4.86,4.9,4.895,4.91,4.93,4.92,5.99,5.065
"149",2007-01-12,0,4.88,4.915,4.905,4.875,4.87,4.87,4.88,4.9,4.925,4.945,4.955,4.965,4.975,5.015,5.06,5.105
"150",2007-01-15,0,4.93,4.93,4.925,4.885,4.88,4.885,4.895,4.915,4.94,4.96,4.97,4.98,4.99,5.025,5.08,5.12
"151",2007-01-16,0,4.94,4.935,4.9375,4.89,4.8975,4.9025,4.9125,4.9325,4.955,4.9775,4.985,4.995,4.9925,5.04,5.08,5.125
"152",2007-01-17,0,4.94,4.93,4.925,4.89,4.885,4.885,4.89,4.91,4.935,4.95,4.955,4.965,4.975,5.015,5.06,5.1
"153",2007-01-18,0,4.94,4.94,4.935,4.9,4.895,4.895,4.905,4.92,4.94,4.96,4.975,4.985,4.985,5.025,5.07,5.1
"154",2007-01-19,0,4.94,4.92,4.91,4.88,4.865,4.865,4.87,4.89,4.915,4.935,4.94,4.95,4.955,4.99,5.04,5.08
"155",2007-01-22,0,4.94,4.92,4.915,4.88,4.875,4.875,4.885,4.9,4.925,4.94,4.945,4.955,4.965,5,5.045,5.08
"156",2007-01-23,0,4.94,4.905,4.925,4.885,4.8775,4.89,4.89,4.905,4.925,4.94,4.95,4.96,4.96,4.995,5.045,5.075
"157",2007-01-24,0,4.94,4.94,4.965,4.915,4.93,4.925,4.93,4.945,4.965,4.98,4.985,4.995,5.005,5.03,5.08,5.09
"158",2007-01-25,0,4.94,4.945,4.955,4.925,4.92,4.915,4.91,4.93,4.955,4.96,4.97,4.98,4.99,5.015,5.055,5.09
"159",2007-01-26,0,4.95,4.95,4.9775,4.945,4.955,4.945,4.945,4.945,4.495,4.495,4.995,5.005,5.015,5.045,5.085,5.12
"160",2007-01-29,0,4.95,4.975,4.9575,4.955,4.92,4.9175,4.9175,4.9325,4.96,4.97,4.495,4.99,4.9925,5.01,5.05,5.09
"161",2007-01-30,0,4.95,4.95,4.95,4.93,4.9125,4.9125,4.9125,4.9275,4.95,4.965,4.965,4.975,4.9875,5.01,5.05,5.09
"162",2007-01-31,0,4.96,4.95,4.95,4.92,4.91,4.91,4.92,4.925,4.93,4.96,4.96,4.97,4.9825,5.005,5.05,5.09
"163",2007-02-01,0,4.96,4.92,4.885,4.88,4.85,4.85,4.85,4.86,4.895,4.895,4.92,4.93,4.92,4.95,4.99,5.03
"164",2007-02-02,1,4.96,4.945,4.95,4.92,4.915,4.92,4.925,4.945,4.95,4.99,4.98,5.99,5.025,5.06,5.07,5.145
"165",2007-02-05,0,4.96,4.96,4.945,4.93,4.915,4.915,4.935,4.955,4.94,5.005,4.99,5.045,5.055,5.085,5.13,5.17
"166",2007-02-06,0,4.96,4.92,4.905,4.9,4.875,4.88,4.895,4.92,4.9,4.965,4.935,4.985,5.005,5.04,5.08,5.115
"167",2007-02-07,0,4.96,4.885,4.865,4.865,4.8325,4.84,4.85,4.87,4.87,4.9225,4.92,4.945,4.9525,4.995,5.025,5.075
"168",2007-02-08,0,4.95,4.88,4.8575,4.84,4.835,4.8275,4.845,4.87,4.86,4.905,4.905,4.925,4.94,4.9625,5.005,5.0425
"169",2007-02-09,0,4.95,4.885,4.86,4.85,4.83,4.83,4.845,4.8725,4.86,4.9,4.905,4.925,4.935,4.9625,5.005,5.0425
"170",2007-02-12,0,4.95,4.88,4.86,4.86,4.835,4.8275,4.8375,4.86,4.875,4.9,4.905,4.925,4.94,4.965,5.005,5.045
"171",2007-02-13,0,4.95,4.885,4.87,4.85,4.845,4.845,4.86,4.885,4.87,4.915,4.905,4.935,4.955,4.985,5.02,5.065
"172",2007-02-14,0,4.95,4.88,4.85,4.845,4.825,4.825,4.835,4.86,4.845,4.895,4.9,4.93,4.94,4.965,5,5.045
"173",2007-02-15,0,4.94,4.84,4.815,4.785,4.785,4.7875,4.7975,4.8,4.81,4.84,4.835,4.865,4.8725,4.905,4.95,4.985
"174",2007-02-16,0,4.94,4.835,4.825,4.78,4.775,4.77,4.78,4.805,4.825,4.84,4.825,4.86,4.875,4.905,4.945,4.985
"175",2007-02-19,0,4.94,4.85,4.82,4.79,4.775,4.77,4.78,4.8,4.82,4.835,4.85,4.865,4.875,4.905,4.94,4.985
"176",2007-02-20,0,4.94,4.87,4.835,4.82,4.795,4.79,4.8,4.825,4.845,4.86,4.87,4.895,4.895,4.93,4.965,5.01
"177",2007-02-21,0,4.94,4.855,4.835,4.82,4.79,4.785,4.8,4.825,4.82,4.86,4.86,4.885,4.895,4.925,4.97,5.01
"178",2007-02-22,0,4.94,4.845,4.82,4.8,4.775,4.77,4.785,4.81,4.81,4.85,4.835,4.86,4.885,4.92,4.965,5.005
"179",2007-02-23,0,4.94,4.84,4.815,4.79,4.77,4.765,4.775,4.7975,4.82,4.8375,4.835,4.865,4.88,4.915,4.96,5
"180",2007-02-26,0,4.94,4.825,4.815,4.77,4.765,4.755,4.775,4.795,4.795,4.835,4.85,4.865,4.875,4.91,4.955,4.995
"181",2007-02-27,0,4.94,4.84,4.83,4.78,4.7875,4.775,4.7825,4.815,4.815,4.8625,4.86,4.88,4.9025,4.935,4.975,5.015
"182",2007-02-28,0,4.94,4.85,4.835,4.795,4.78,4.77,4.79,4.81,4.82,4.86,4.86,4.88,4.9,4.935,4.98,5.02
