"","date","indicator","X91D.deposit","X9M","X1Y","X18M","X2Y","X3Y","X4Y","X5Y","X6Y","X7Y","X8Y","X9Y","X10Y","X12Y","X15Y","X20Y"
"447",2008-03-05,0,5.17,4.915,4.848,4.795,4.748,4.74,4.778,4.83,4.8875,4.935,4.985,5.035,5.09,5.185,5.225,5.255
"448",2008-03-06,0,5.17,4.95,4.8,4.81,4.77,4.77,4.8,4.86,4.91,4.96,5.01,5.06,5.11,5.22,5.26,5.29
"449",2008-03-07,0,5.17,4.95,4.908,4.835,4.803,4.8,4.833,4.89,4.94,4.998,5.045,5.095,5.14,5.24,5.28,5.31
"450",2008-03-10,0,5.17,4.95,5.04,4.975,4.92,4.915,4.93,4.97,5.015,5.068,5.11,5.16,5.205,5.295,5.335,5.37
"451",2008-03-11,0,5.17,5.115,5.085,5,4.955,4.945,4.955,4.985,5.015,5.065,5.1,5.15,5.175,5.25,5.29,5.32
"452",2008-03-12,0,5.18,5.135,5.115,5.02,4.98,4.955,4.96,4.985,5.025,5.065,5.095,5.125,5.155,5.23,5.265,5.295
"453",2008-03-13,0,5.2,5.14,5.195,5.03,4.97,4.865,4.8,4.8,5.025,4.85,5.095,5.125,4.91,4.96,4.99,5.01
"454",2008-03-14,0,5.22,5.225,5.23,5.085,4.995,4.848,4.775,4.783,4.825,4.825,4.865,4.86,4.88,4.925,4.955,4.975
"455",2008-03-17,0,5.25,5.28,5.265,5.1,5.005,4.825,4.735,4.735,4.75,4.82,4.79,4.81,4.88,4.895,4.925,4.945
"456",2008-03-18,0,5.26,5.19,5.15,5.065,4.965,4.865,4.79,4.805,4.74,4.835,4.855,4.875,4.895,4.945,4.975,4.995
"457",2008-03-19,0,5.26,5.18,5.17,5.085,5,4.89,4.83,4.84,4.825,4.865,4.855,4.875,4.905,4.94,4.97,4.99
"458",2008-03-20,0,5.27,5.215,5.19,5.07,4.955,4.84,4.785,4.79,4.81,4.815,4.825,4.835,4.855,4.89,4.92,4.94
"459",2008-03-21,0,5.27,5.215,5.2,5.1,4.98,4.835,4.7475,4.755,4.8,4.7775,4.795,4.835,4.82,4.855,4.89,4.905
"460",2008-03-24,0,5.33,5.325,5.3,5.18,5.09,4.94,4.83,4.84,4.83,4.86,4.875,4.89,4.9,4.95,4.98,5
"461",2008-03-25,0,5.35,5.355,5.388,5.22,5.193,5.045,4.97,4.983,4.995,5.003,5.02,4.94,5.05,5.098,5.13,5.148
"462",2008-03-26,0,5.36,5.375,5.34,5.255,5.17,5.07,5.01,5.04,5.06,5.06,5.08,5.1,5.12,5.173,5.205,5.223
"463",2008-03-27,0,5.36,5.29,5.25,5.16,5.08,4.995,4.965,4.995,5.05,5.035,5.055,5.1,5.115,5.163,5.193,5.213
"464",2008-03-28,0,5.37,5.295,5.24,5.16,5.055,4.97,4.935,4.975,5,5.015,5.045,5.075,5.105,5.158,5.1775,5.208
"465",2008-03-31,0,5.38,5.255,5.19,5.105,4.99,4.89,4.85,4.89,4.92,4.93,4.955,4.99,5.015,5.058,5.09,5.11
"466",2008-04-01,0,5.39,5.285,5.225,5.13,5.0275,4.9425,4.895,4.945,4.93,4.99,5.015,4.98,5.08,5.1235,5.15,5.128
"467",2008-04-02,0,5.4,5.285,5.215,5.13,5.035,4.935,4.895,4.935,4.96,4.985,5.015,5.045,5.083,5.135,5.16,5.175
"468",2008-04-03,0,5.4,5.315,5.25,5.13,5.07,4.96,4.928,4.95,4.96,4.98,5.01,5.045,5.06,5.115,5.14,5.16
"469",2008-04-04,0,5.4,5.32,5.26,5.145,5.08,4.98,4.94,4.96,4.95,5,4.995,5.025,5.075,5.13,5.15,5.17
"470",2008-04-07,0,5.4,5.325,5.25,5.16,5.065,4.975,4.92,4.96,4.98,4.983,5.02,5.04,5.075,5.117,5.14,5.155
"471",2008-04-08,0,5.4,5.225,5.155,5.07,4.97,4.88,4.845,4.875,4.9,4.915,4.945,4.99,5.01,5.07,5.09,5.11
"472",2008-04-09,0,5.4,5.24,5.155,5.06,4.97,4.88,4.845,4.88,4.9,4.92,4.95,4.98,5.015,5.065,5.09,5.105
"473",2008-04-10,0,5.4,5.095,5.005,4.895,4.825,4.74,4.76,4.79,4.85,4.84,4.875,4.905,4.945,4.992,5.015,5.03
"474",2008-04-11,0,5.4,5.095,5.045,4.91,4.885,4.805,4.79,4.84,4.865,4.895,4.875,4.95,4.985,5.035,5.06,5.075
"475",2008-04-14,0,5.4,5.105,5.045,4.95,4.885,4.805,4.795,4.835,4.85,4.89,4.905,4.935,4.98,5.025,5.05,5.065
"476",2008-04-15,0,5.39,5.08,5.045,4.965,4.885,4.78,4.79,4.825,4.86,4.88,4.915,4.94,4.975,5.025,5.05,5.075
"477",2008-04-16,0,5.38,5.09,5.045,4.97,4.89,4.775,4.79,4.82,4.845,4.87,4.9,4.92,4.955,5.005,5.03,5.055
"478",2008-04-17,0,5.38,5.125,5.055,4.97,4.895,4.81,4.79,4.82,4.845,4.875,4.895,4.93,4.955,5,5.025,5.045
"479",2008-04-18,0,5.38,5.155,5.08,4.97,4.935,4.8,4.815,4.85,4.8775,4.91,4.935,4.92,4.99,5.04,5.065,5.085
"480",2008-04-21,0,5.38,5.165,5.095,5.01,4.95,4.84,4.815,4.815,4.88,4.91,4.935,4.96,5.01,5.045,5.07,5.09
"481",2008-04-22,0,5.37,5.165,5.075,5.02,4.918,4.805,4.78,4.815,4.845,4.875,4.91,4.925,4.955,5.005,5.034,5.055
"482",2008-04-23,0,5.37,5.14,5.075,5,4.945,4.82,4.785,4.83,4.845,4.885,4.9,4.925,4.965,5.012,5.035,5.06
"483",2008-04-24,0,5.37,5.12,5.05,4.975,4.91,4.8,4.76,4.76,4.83,4.79,4.87,4.91,4.925,4.98,5,5.02
"484",2008-04-25,0,5.36,5.095,5.065,4.975,4.935,4.835,4.8,4.835,4.82,4.89,4.87,4.935,4.97,5.01,5.04,5.06
"485",2008-04-28,0,5.36,5.13,5.045,4.98,4.91,4.815,4.78,4.81,4.85,4.865,4.9,4.95,4.948,4.995,5.02,5.038
"486",2008-04-29,0,5.36,5.115,5.04,4.97,4.89,4.7925,4.76,4.78,4.81,4.825,4.85,4.875,4.89,4.94,4.965,4.99
"487",2008-04-30,0,5.36,5.11,5.035,4.955,4.895,4.78,4.74,4.76,4.795,4.78,4.81,4.835,4.858,4.905,4.934,4.957
"488",2008-05-01,0,5.36,5.105,5.03,4.96,4.89,4.79,4.745,4.76,4.785,4.79,4.81,4.835,4.855,4.905,4.935,4.955
"489",2008-05-02,0,5.36,5.105,5.04,4.96,4.91,4.81,4.78,4.81,4.785,4.84,4.81,4.835,4.915,4.965,4.99,5.015
"490",2008-05-05,0,5.36,5.12,5.05,4.985,4.93,4.83,4.79,4.82,4.84,4.845,4.865,4.89,4.92,4.965,4.995,5.015
"491",2008-05-06,1,5.36,5.12,5.03,4.495,4.925,4.815,4.78,4.82,4.85,4.845,4.865,4.89,4.92,4.97,4.995,5.02
"492",2008-05-07,0,5.36,5.175,5.1,5.04,4.975,4.885,4.855,4.89,4.915,4.915,4.945,4.965,4.995,5.04,5.07,5.09
"493",2008-05-08,1,5.36,5.17,5.243,5.04,5.16,5.06,5.02,5.05,5,5.08,4.945,5.97,5.15,5.205,5.23,5.255
"494",2008-05-09,0,5.36,5.335,5.25,5.215,5.15,5.05,5.01,5.03,5.065,5.06,5.105,5.11,5.145,5.19,5.215,5.24
"495",2008-05-12,0,5.36,5.3,5.255,5.2,5.15,5.05,5.01,5.03,5.045,5.06,5.085,5.11,5.14,5.19,5.22,5.24
"496",2008-05-13,0,5.36,5.315,5.305,5.25,5.225,5.12,5.075,5.095,5.11,5.12,5.12,5.14,5.195,5.25,5.27,5.3
"497",2008-05-14,0,5.36,5.335,5.305,5.27,5.23,5.135,5.1,5.115,5.11,5.135,5.145,5.165,5.21,5.255,5.28,5.305
"498",2008-05-15,0,5.36,5.335,5.295,5.265,5.23,5.1375,5.0975,5.125,5.12,5.15,5.15,5.17,5.2075,5.26,5.29,5.305
"499",2008-05-16,0,5.37,5.36,5.33,5.3,5.28,5.195,5.16,5.26,5.195,5.205,5.235,5.255,5.28,5.325,5.355,5.375
"500",2008-05-19,0,5.37,5.405,5.425,5.4,5.365,5.29,5.255,5.275,5.28,5.295,5.315,5.32,5.36,5.415,5.445,5.465
"501",2008-05-20,0,5.37,5.335,5.365,5.33,5.29,5.195,5.15,5.155,5.165,5.18,5.21,5.22,5.25,5.295,5.315,5.34
"502",2008-05-21,0,5.37,5.36,5.385,5.32,5.32,5.24,5.195,5.185,5.19,5.205,5.2325,5.26,5.275,5.315,5.305,5.365
"503",2008-05-22,0,5.37,5.385,5.38,5.175,5.3,5.21,5.14,5.15,5.185,5.175,5.22,5.245,5.32,5.3,5.3,5.36
"504",2008-05-23,0,5.37,5.4,5.4,5.38,5.325,5.235,5.19,5.25,5.2,5.31,5.23,5.26,5.31,5.325,5.295,5.355
"505",2008-05-26,0,5.37,5.405,5.43,5.385,5.355,5.245,5.175,5.185,5.205,5.2,5.24,5.25,5.2675,5.32,5.32,5.38
"506",2008-05-27,0,5.36,5.385,5.405,5.37,5.305,5.205,5.135,5.135,5.15,5.16,5.18,5.21,5.225,5.285,5.285,5.32
"507",2008-05-28,0,5.36,5.365,5.375,5.34,5.315,5.205,5.135,5.14,5.15,5.165,5.185,5.21,5.23,5.285,5.29,5.32
"508",2008-05-29,0,5.36,5.39,5.42,5.39,5.37,5.255,5.185,5.19,5.2,5.215,5.235,5.26,5.285,5.34,5.345,5.375
"509",2008-05-30,0,5.36,5.41,5.43,5.415,5.4,5.3,5.23,5.24,5.24,5.26,5.28,5.305,5.33,5.385,5.39,5.42
"510",2008-06-02,0,5.36,5.43,5.46,5.46,5.465,5.37,5.305,5.315,5.33,5.335,5.36,5.385,5.4,5.46,5.465,5.495
"511",2008-06-03,0,5.36,5.43,5.45,5.455,5.47,5.385,5.33,5.345,5.345,5.365,5.39,5.41,5.425,5.485,5.49,5.525
"512",2008-06-04,0,5.36,5.425,5.45,5.445,5.48,5.42,5.385,5.41,5.335,5.45,5.465,5.495,5.515,5.57,5.585,5.615
"513",2008-06-05,0,5.36,5.395,5.41,5.44,5.46,5.44,5.41,5.435,5.45,5.475,5.5,5.525,5.54,5.6,5.62,5.65
"514",2008-06-06,0,5.36,5.4,5.42,5.44,5.465,5.45,5.415,5.44,5.45,5.48,5.5,5.525,5.545,5.6,5.615,5.645
"515",2008-06-09,0,5.36,5.485,5.525,5.53,5.58,5.575,5.54,5.565,5.57,5.605,5.62,5.65,5.665,5.725,5.74,5.77
"516",2008-06-10,0,5.36,5.58,5.63,5.65,5.67,5.665,5.635,5.65,5.67,5.68,5.71,5.735,5.735,5.8,5.815,5.845
"517",2008-06-11,0,5.36,5.53,5.6,5.6,5.6,5.595,5.56,5.57,5.585,5.58,5.61,5.635,5.63,5.69,5.705,5.735
"518",2008-06-12,0,5.36,5.54,5.61,5.615,5.64,5.61,5.545,5.54,5.545,5.535,5.555,5.58,5.54,5.56,5.58,5.585
"519",2008-06-13,0,5.36,5.56,5.64,5.66,5.68,5.625,5.56,5.54,5.555,5.54,5.565,5.59,5.545,5.58,5.59,5.6
"520",2008-06-16,0,5.36,5.555,5.635,5.64,5.67,5.59,5.5275,5.5075,5.525,5.4825,5.525,5.55,5.51,5.545,5.5475,5.56
"521",2008-06-17,0,5.36,5.54,5.615,5.635,5.655,5.5925,5.525,5.515,5.535,5.51,5.53,5.555,5.525,5.56,5.57,5.58
"522",2008-06-18,0,5.36,5.52,5.595,5.61,5.63,5.59,5.525,5.525,5.515,5.525,5.52,5.535,5.545,5.555,5.565,5.575
"523",2008-06-19,0,5.36,5.49,5.545,5.565,5.585,5.55,5.48,5.47,5.465,5.465,5.485,5.51,5.49,5.52,5.53,5.54
"524",2008-06-20,0,5.36,5.51,5.575,5.6,5.625,5.585,5.525,5.51,5.5,5.5,5.525,5.55,5.53,5.56,5.57,5.58
"525",2008-06-23,0,5.36,5.65,5.74,5.735,5.795,5.755,5.69,5.68,5.665,5.665,5.685,5.71,5.695,5.72,5.73,5.74
"526",2008-06-24,0,5.36,5.64,5.735,5.77,5.79,5.75,5.71,5.69,5.68,5.67,5.7,5.72,5.69,5.72,5.72,5.74
"527",2008-06-25,0,5.37,5.65,5.745,5.76,5.795,5.75,5.71,5.69,5.59,5.665,5.67,5.66,5.6825,5.71,5.71,5.72
"528",2008-06-26,0,5.36,5.585,5.655,5.68,5.68,5.64,5.58,5.555,5.55,5.54,5.56,5.545,5.56,5.665,5.675,5.685
"529",2008-06-27,0,5.36,5.595,5.673,5.675,5.679,5.63,5.57,5.55,5.535,5.535,5.535,5.545,5.549,5.578,5.585,5.598
"530",2008-06-30,0,5.37,5.685,5.765,5.745,5.78,5.725,5.685,5.655,5.655,5.64,5.65,5.66,5.655,5.695,5.705,5.715
"531",2008-07-01,0,5.37,5.675,5.7625,5.79,5.775,5.725,5.675,5.655,5.65,5.6355,5.66,5.67,5.6545,5.685,5.685,5.69
"532",2008-07-02,0,5.37,5.74,5.86,5.865,5.875,5.845,5.78,5.765,5.755,5.74,5.745,5.755,5.765,5.775,5.795,5.785
"533",2008-07-03,0,5.38,5.795,5.9,5.905,5.95,5.9025,5.875,5.84,5.82,5.81,5.795,5.825,5.8025,5.833,5.84,5.848
"534",2008-07-04,0,5.38,5.74,5.875,5.87,5.905,5.89,5.825,5.79,5.765,5.745,5.735,5.745,5.75,5.75,5.765,5.7675
"535",2008-07-07,0,5.39,5.715,5.86,5.83,5.8875,5.875,5.8125,5.77,5.725,5.73,5.695,5.705,5.735,5.75,5.755,5.76
"536",2008-07-08,0,5.41,5.705,5.8,5.81,5.8325,5.83,5.77,5.73,5.715,5.6815,5.685,5.695,5.675,5.695,5.705,5.705
"537",2008-07-09,0,5.41,5.65,5.7,5.725,5.755,5.74,5.67,5.62,5.62,5.57,5.575,5.585,5.56,5.58,5.59,5.59
"538",2008-07-10,0,5.44,5.69,5.78,5.77,5.785,5.735,5.655,5.595,5.585,5.535,5.535,5.56,5.515,5.54,5.55,5.55
"539",2008-07-11,0,5.46,5.85,5.91,5.89,5.87,5.77,5.645,5.53,5.53,5.42,5.425,5.435,5.34,5.33,5.33,5.34
"540",2008-07-14,0,5.48,5.9,6.01,6.015,6.015,5.93,5.83,5.74,5.73,5.59,5.595,5.605,5.515,5.495,5.485,5.485
"541",2008-07-15,0,5.52,5.92,6.015,6.01,6.01,5.935,5.83,5.72,5.73,5.57,5.55,5.575,5.49,5.48,5.48,5.48
"542",2008-07-16,0,5.525,5.955,6.04,6.035,6.03,5.91,5.76,5.63,5.56,5.39,5.38,5.36,5.3,5.26,5.26,5.26
"543",2008-07-17,0,5.55,5.9,5.96,5.95,5.945,5.88,5.76,5.66,5.47,5.49,5.35,5.32,5.43,5.4,5.4,5.4
"544",2008-07-18,0,5.56,5.865,5.95,5.95,5.94,5.87,5.76,5.65,5.595,5.508,5.48,5.46,5.438,5.355,5.32,5.313
"545",2008-07-21,0,5.58,5.93,6.02,6.005,6.015,5.935,5.83,5.73,5.69,5.58,5.55,5.53,5.51,5.425,5.385,5.385
"546",2008-07-22,0,5.59,5.84,5.88,5.955,5.86,5.7925,5.7,5.61,5.575,5.48,5.45,5.435,5.43,5.355,5.31,5.31
"547",2008-07-23,0,5.59,5.8,5.83,5.825,5.82,5.765,5.67,5.58,5.56,5.47,5.45,5.44,5.42,5.37,5.32,5.31
"548",2008-07-24,0,5.63,5.785,5.795,5.79,5.79,5.73,5.635,5.555,5.54,5.46,5.44,5.43,5.41,5.37,5.32,5.31
"549",2008-07-25,0,5.63,5.77,5.785,5.755,5.73,5.635,5.55,5.475,5.455,5.39,5.375,5.36,5.355,5.3175,5.27,5.26
"550",2008-07-28,0,5.64,5.84,5.87,5.85,5.83,5.735,5.625,5.54,5.52,5.44,5.41,5.39,5.375,5.32,5.27,5.26
"551",2008-07-29,0,5.66,5.805,5.825,5.805,5.795,5.705,5.585,5.515,5.48,5.4,5.38,5.38,5.36,5.293,5.245,5.233
"552",2008-07-30,0,5.67,5.785,5.815,5.79,5.775,5.675,5.555,5.485,5.445,5.365,5.345,5.325,5.325,5.2625,5.21,5.195
"553",2008-07-31,0,5.68,5.81,5.84,5.82,5.795,5.69,5.57,5.5,5.47,5.385,5.37,5.35,5.34,5.29,5.23,5.22
"554",2008-08-01,0,5.69,5.79,5.82,5.78,5.745,5.64,5.52,5.45,5.425,5.345,5.33,5.31,5.3,5.245,5.185,5.175
"555",2008-08-04,0,5.71,5.825,5.85,5.82,5.785,5.685,5.58,5.51,5.47,5.4,5.38,5.36,5.36,5.29,5.24,5.235
"556",2008-08-05,0,5.72,5.805,5.83,5.785,5.745,5.635,5.525,5.445,5.41,5.335,5.315,5.3,5.29,5.26,5.185,5.19
"557",2008-08-06,0,5.72,5.79,5.8,5.73,5.66,5.56,5.43,5.34,5.3,5.23,5.215,5.2,5.185,5.155,5.095,5.085
"558",2008-08-07,0,5.74,5.805,5.81,5.71,5.61,5.47,5.34,5.24,5.22,5.15,5.13,5.12,5.09,5.06,5.01,4.9875
"559",2008-08-08,0,5.75,5.805,5.815,5.71,5.665,5.525,5.395,5.315,5.285,5.225,5.13,5.19,5.185,5.065,5.005,5.075
"560",2008-08-11,0,5.76,5.81,5.805,5.75,5.695,5.555,5.435,5.37,5.33,5.285,5.28,5.25,5.235,5.215,5.155,5.145
"561",2008-08-12,0,5.77,5.84,5.845,5.79,5.73,5.61,5.49,5.43,5.4,5.36,5.35,5.25,5.33,5.31,5.25,5.24
"562",2008-08-13,0,5.78,5.85,5.85,5.77,5.71,5.595,5.495,5.435,5.4,5.37,5.36,5.35,5.35,5.325,5.265,5.255
"563",2008-08-14,0,5.79,5.88,5.87,5.8,5.74,5.645,5.545,5.495,5.47,5.44,5.43,5.425,5.42,5.4,5.34,5.33
"564",2008-08-15,0,5.79,5.88,5.87,5.8,5.74,5.645,5.545,5.495,5.47,5.44,5.43,5.425,5.42,5.4,5.34,5.33
"565",2008-08-18,0,5.79,5.895,5.89,5.825,5.765,5.66,5.565,5.51,5.48,5.455,5.45,5.45,5.44,5.42,5.37,5.34
"566",2008-08-19,0,5.79,5.865,5.85,5.79,5.72,5.605,5.52,5.46,5.43,5.4,5.39,5.39,5.37,5.405,5.355,5.345
"567",2008-08-20,0,5.79,5.825,5.825,5.75,5.685,5.585,5.485,5.415,5.38,5.345,5.34,5.33,5.32,5.3,5.25,5.25
"568",2008-08-21,0,5.79,5.8175,5.81,5.75,5.68,5.545,5.4525,5.39,5.37,5.32,5.31,5.3,5.275,5.26,5.21,5.19
"569",2008-08-22,0,5.79,5.86,5.86,5.8,5.745,5.62,5.515,5.45,5.42,5.375,5.365,5.355,5.345,5.325,5.275,5.265
"570",2008-08-25,0,5.79,5.89,5.9,5.83,5.775,5.655,5.545,5.475,5.44,5.385,5.36,5.345,5.335,5.3,5.25,5.24
"571",2008-08-26,0,5.79,5.86,5.86,5.8,5.75,5.615,5.49,5.415,5.37,5.315,5.295,5.28,5.27,5.235,5.185,5.175
"572",2008-08-27,0,5.79,5.84,5.845,5.795,5.745,5.61,5.49,5.415,5.37,5.32,5.3,5.28,5.27,5.24,5.19,5.18
"573",2008-08-28,0,5.79,5.84,5.835,5.795,5.73,5.59,5.48,5.41,5.37,5.32,5.305,5.29,5.28,5.255,5.2,5.165
"574",2008-08-29,0,5.79,5.83,5.83,5.785,5.735,5.605,5.5,5.425,5.38,5.34,5.325,5.31,5.3,5.27,5.27,5.19
"575",2008-09-01,0,5.79,5.87,5.88,5.83,5.78,5.645,5.545,5.46,5.4,5.375,5.33,5.32,5.33,5.275,5.225,5.215
"576",2008-09-02,0,5.79,5.91,5.925,5.87,5.825,5.685,5.565,5.48,5.44,5.38,5.37,5.35,5.34,5.31,5.26,5.235
"577",2008-09-03,0,5.79,5.89,5.89,5.85,5.79,5.63,5.49,5.4,5.44,5.28,5.37,5.35,5.23,5.195,5.26,5.25
"578",2008-09-04,0,5.79,5.8725,5.87,5.825,5.78,5.615,5.485,5.41,5.36,5.295,5.28,5.26,5.245,5.215,5.165,5.155
"579",2008-09-05,0,5.79,5.8775,5.88,5.825,5.79,5.645,5.505,5.42,5.37,5.31,5.29,5.28,5.255,5.235,5.185,5.175
"580",2008-09-08,0,5.79,5.8625,5.865,5.81,5.76,5.61,5.495,5.425,5.37,5.31,5.29,5.28,5.26,5.23,5.18,5.17
"581",2008-09-09,0,5.79,5.8625,5.86,5.81,5.745,5.605,5.495,5.43,5.365,5.325,5.2875,5.2725,5.28,5.255,5.189,5.1825
"582",2008-09-10,0,5.79,5.835,5.835,5.78,5.71,5.55,5.435,5.375,5.33,5.285,5.27,5.25,5.23,5.195,5.145,5.13
"583",2008-09-11,0,5.79,5.815,5.815,5.74,5.67,5.5,5.375,5.31,5.27,5.22,5.205,5.185,5.175,5.13,5.08,5.075
"584",2008-09-12,0,5.79,5.815,5.83,5.74,5.71,5.545,5.435,5.375,5.27,5.28,5.2,5.18,5.23,5.21,5.15,5.125
"585",2008-09-15,0,5.79,5.81,5.815,5.735,5.665,5.5,5.37,5.295,5.25,5.21,5.19,5.175,5.165,5.21,5.075,5.065
"586",2008-09-16,0,5.79,5.62,5.605,5.66,5.37,5.27,5.135,5.02,5.25,4.89,5.19,5.175,4.88,4.855,4.795,4.985
"587",2008-09-17,0,5.79,5.74,5.73,5.53,5.595,5.44,5.315,5.21,4.965,5.105,4.89,4.885,5.09,5.06,4.845,4.98
"588",2008-09-18,0,5.79,5.95,5.97,5.88,5.81,5.66,5.52,5.4,5.33,5.26,5.25,5.25,5.24,5.21,5.15,5.14
"589",2008-09-19,0,5.79,5.87,5.875,5.83,5.7275,5.58,5.445,5.34,5.33,5.23,5.25,5.25,5.205,5.19,5.1,5.08
"590",2008-09-22,0,5.79,5.895,5.915,5.835,5.755,5.625,5.5,5.3925,5.35,5.295,5.285,5.25,5.275,5.26,5.175,5.155
"591",2008-09-23,0,5.79,5.895,5.91,5.835,5.76,5.635,5.51,5.41,5.35,5.315,5.285,5.2975,5.2875,5.28,5.195,5.175
"592",2008-09-24,0,5.79,5.875,5.88,5.81,5.74,5.615,5.49,5.39,5.34,5.29,5.28,5.27,5.265,5.255,5.17,5.15
"593",2008-09-25,0,5.79,5.8675,5.875,5.8,5.735,5.615,5.5,5.4,5.35,5.295,5.275,5.27,5.265,5.2525,5.17,5.15
"594",2008-09-26,0,5.8,5.8675,5.925,5.845,5.755,5.625,5.505,5.395,5.37,5.285,5.275,5.27,5.26,5.255,5.17,5.15
"595",2008-09-29,0,5.82,5.975,5.995,5.825,5.815,5.615,5.465,5.35,5.3,5.235,5.23,5.22,5.215,5.21,5.125,5.105
"596",2008-09-30,0,5.83,5.89,5.95,5.825,5.74,5.5,5.365,5.255,5.18,5.135,5.115,5.1075,5.105,5.08,5.005,4.985
"597",2008-10-01,0,5.84,5.89,5.955,5.82,5.7375,5.535,5.3775,5.2725,5.18,5.1725,5.11,5.105,5.145,5.13,5.04,5.02
"598",2008-10-02,0,5.86,5.93,5.9225,5.81,5.685,5.495,5.345,5.245,5.19,5.14,5.13,5.12,5.105,5.09,5.01,4.98
"599",2008-10-03,0,5.86,5.93,5.93,5.8,5.725,5.52,5.37,5.27,5.19,5.17,5.12,5.11,5.13,5.095,5.01,4.99
"600",2008-10-06,0,5.9,5.9425,5.93,5.82,5.715,5.505,5.355,5.255,5.19,5.125,5.105,5.09,5.085,5.07,4.985,4.965
"601",2008-10-07,0,5.93,5.8825,5.855,5.725,5.61,5.4,5.24,5.14,5.07,5.01,4.99,4.975,4.965,4.95,4.855,4.8475
"602",2008-10-08,0,5.96,5.88,5.845,5.71,5.575,5.355,5.195,5.105,5.035,4.955,4.94,4.93,4.905,4.895,4.795,4.785
"603",2008-10-09,0,5.96,5.715,5.655,5.505,5.36,5.14,5,4.93,4.88,4.82,4.81,4.805,4.8,4.7875,4.695,4.68
"604",2008-10-10,0,5.96,5.76,5.705,5.54,5.385,5.095,4.965,4.895,4.83,4.785,4.77,4.76,4.755,4.74,4.645,4.635
"605",2008-10-13,0,5.99,5.85,5.815,5.635,5.495,5.165,5.035,4.93,4.885,4.835,4.825,4.81,4.81,4.795,4.7,4.675
"606",2008-10-14,0,6.02,5.87,5.8,5.63,5.46,5.14,4.97,4.88,4.86,4.78,4.8,4.77,4.75,4.73,4.64,4.61
"607",2008-10-15,0,6.05,5.89,5.83,5.625,5.43,5.05,4.87,4.79,4.73,4.67,4.65,4.645,4.64,4.635,4.54,4.51
"608",2008-10-16,1,6.08,6.01,5.97,5.72,5.47,5.09,4.88,4.8,4.74,4.68,4.675,4.675,4.6725,4.665,4.57,4.54
"609",2008-10-17,0,6.1,5.97,5.93,5.72,5.325,4.915,4.655,4.615,4.74,4.53,4.675,4.675,4.5725,4.52,4.405,4.385
"610",2008-10-20,0,6.12,5.85,5.76,5.52,5.29,4.91,4.64,4.57,4.54,4.5,4.505,4.505,4.525,4.505,4.4,4.38
"611",2008-10-21,0,6.14,5.78,5.68,5.46,5.24,4.9,4.64,4.57,4.54,4.5,4.51,4.525,4.54,4.535,4.44,4.41
"612",2008-10-22,0,6.15,5.78,5.395,5.47,5.06,4.7175,4.5425,4.5,4.4775,4.485,4.475,4.49,4.53,4.525,4.41,4.39
"613",2008-10-23,0,6.16,5.53,5.485,5.3075,5.13,4.805,4.64,4.625,4.52,4.625,4.53,4.54,4.67,4.675,4.5625,4.5425
"614",2008-10-24,1,6.17,5.67,5.49,5.305,5.12,4.8,4.635,4.64,4.64,4.64,4.655,4.67,4.685,4.695,4.565,4.545
"615",2008-10-27,1,6.03,5.32,5.065,5.88,4.7,4.46,4.385,4.485,4.5,4.51,4.535,4.56,4.5925,4.595,4.505,4.495
"616",2008-10-28,0,6.04,5.26,5.03,4.835,4.66,4.43,4.39,4.485,4.5075,4.56,4.5775,4.6,4.64,4.64,4.545,4.54
"617",2008-10-29,0,6.06,5.27,5.025,4.825,4.635,4.415,4.395,4.435,4.47,4.51,4.535,4.56,4.595,4.6,4.51,4.5
"618",2008-10-30,0,6.06,5.26,4.975,4.825,4.485,4.305,4.265,4.29,4.47,4.355,4.535,4.56,4.445,4.45,4.37,4.35
"619",2008-10-31,0,5.98,5.21,4.885,4.825,4.495,4.335,4.335,4.35,4.4,4.435,4.535,4.56,4.47,4.525,4.43,4.42
"620",2008-11-03,0,5.97,5.18,4.835,4.6575,4.495,4.375,4.365,4.435,4.445,4.475,4.475,4.495,4.515,4.52,4.4325,4.4225
"621",2008-11-04,0,5.94,5.05,4.675,4.66,4.425,4.335,4.325,4.385,4.4,4.425,4.44,4.45,4.475,4.48,4.3925,4.3825
"622",2008-11-05,0,5.93,4.775,4.525,4.42,4.305,4.265,4.255,4.325,4.34,4.355,4.38,4.4,4.425,4.44,4.36,4.345
"623",2008-11-06,0,5.92,4.81,4.515,4.395,4.275,4.225,4.185,4.26,4.285,4.315,4.34,4.38,4.415,4.42,4.34,4.33
"624",2008-11-07,0,5.69,4.88,4.605,4.4775,4.375,4.255,4.235,4.325,4.3475,4.375,4.405,4.435,4.505,4.52,4.445,4.435
"625",2008-11-10,0,5.69,4.95,4.68,4.565,4.45,4.31,4.29,4.38,4.41,4.43,4.47,4.52,4.56,4.57,4.49,4.48
"626",2008-11-11,0,5.69,4.9,4.7175,4.5575,4.4694,4.2849,4.2301,4.3194,4.3575,4.39,4.42,4.455,4.495,4.52,4.4775,4.46
"627",2008-11-12,0,5.59,5.02,4.655,4.6,4.37,4.185,4.115,4.185,4.24,4.255,4.39,4.45,4.335,4.53,4.3,4.285
"628",2008-11-13,0,5.58,4.96,4.765,4.5,4.495,4.295,4.225,4.285,4.3,4.335,4.355,4.39,4.435,4.44,4.4,4.42
