Index,Indicator,Up,Down,Forecasts,ar,ma,p,q
1961-08-15,1,1,0,0.000134199259364718,5,5,1,1
1961-08-16,1,1,0,0.000350669608056303,2,3,1,1
1961-08-17,1,1,0,0.000790475412117109,5,1,1,1
1961-08-18,1,1,0,0.0011437878063504,4,5,1,1
1961-08-21,1,1,0,0.00115102041448812,2,3,1,1
1961-08-22,1,1,0,0.0011988674908134,5,3,1,1
1961-08-23,1,1,0,0.000813462049308603,5,3,1,1
1961-08-24,-1,0,-1,-0.000302591963091737,3,4,1,1
1961-08-25,1,1,0,0.000480289596839437,3,3,1,1
1961-08-28,1,1,0,0.000807846676603214,1,5,1,1
1961-08-29,-1,0,-1,-1.42104238055065e-05,5,5,1,1
1961-08-30,1,1,0,0.000108204578935273,5,2,1,1
1961-08-31,1,1,0,0.00161033486332862,5,2,1,1
1961-09-01,1,1,0,0.000856468662485476,2,5,1,1
1961-09-05,1,1,0,0.000701748647280409,2,4,1,1
1961-09-06,-1,0,-1,-7.68664301804194e-06,2,3,1,1
1961-09-07,1,1,0,0.00232393004972148,2,3,1,1
1961-09-08,-1,0,-1,-0.000356212750093964,2,3,1,1
1961-09-11,1,1,0,0.00013138067584103,5,0,1,1
1961-09-12,-1,0,-1,-0.00130194316119171,3,3,1,1
1961-09-13,1,1,0,0.00276782063695431,5,1,1,1
1961-09-14,-1,0,-1,-0.0014155155329034,0,5,1,1
1961-09-15,-1,0,-1,-9.32414635119908e-05,0,4,1,1
1961-09-18,1,1,0,0.00199078628007464,5,2,1,1
1961-09-19,-1,0,-1,-0.00165196227068173,3,4,1,1
1961-09-20,-1,0,-1,-0.00195431472464983,5,0,1,1
1961-09-21,1,1,0,0.00429004814967068,4,0,1,1
1961-09-22,-1,0,-1,-0.00245583365334211,3,0,1,1
1961-09-25,1,1,0,0.0013028429396211,2,4,1,1
1961-09-26,-1,0,-1,-0.00163422408816159,3,0,1,1
1961-09-27,1,1,0,0.00177303448677557,3,0,1,1
1961-09-28,1,1,0,0.000850620562993844,5,2,1,1
1961-09-29,1,1,0,0.000795456006341507,4,2,1,1
1961-10-02,1,1,0,0.00218920386167481,2,3,1,1
1961-10-03,1,1,0,0.000641181141617958,2,3,1,1
1961-10-04,-1,0,-1,-0.000441868039525535,2,3,1,1
1961-10-05,1,1,0,0.0015649158953591,2,3,1,1
1961-10-06,1,1,0,0.00258517570999406,2,3,1,1
1961-10-09,-1,0,-1,-0.00187099983442574,5,1,1,1
1961-10-10,1,1,0,0.00513902329760367,0,5,1,1
1961-10-11,-1,0,-1,-0.000551781708939212,3,1,1,1
1961-10-12,1,1,0,0.00161826276368625,0,5,1,1
1961-10-13,1,1,0,0.0011772112732284,5,1,1,1
1961-10-16,1,1,0,0.000802521883805019,1,4,1,1
1961-10-17,1,1,0,0.000259817143639284,0,5,1,1
1961-10-18,1,1,0,0.000744410533160183,4,0,1,1
1961-10-19,1,1,0,0.00122577361753447,3,0,1,1
1961-10-20,1,1,0,0.000816839137594476,3,0,1,1
1961-10-23,-1,0,-1,-0.000355565246352185,3,0,1,1
1961-10-24,1,1,0,0.0016535636362692,3,0,1,1
1961-10-25,1,1,0,0.000618677519983404,2,4,1,1
1961-10-26,1,1,0,0.00172646148568157,4,5,1,1
1961-10-27,1,1,0,0.00015272984651717,2,3,1,1
1961-10-30,1,1,0,0.000610219441667499,3,0,1,1
1961-10-31,1,1,0,0.000829640506981453,4,4,1,1
1961-11-01,1,1,0,0.00127239970028612,2,3,1,1
1961-11-02,1,1,0,0.000819116285235071,4,4,1,1
1961-11-03,1,1,0,0.00168975089459964,0,5,1,1
1961-11-06,1,1,0,0.00135149548957402,2,4,1,1
1961-11-08,1,1,0,0.00215849147240369,5,0,1,1
1961-11-09,1,1,0,0.00276790827680426,4,0,1,1
1961-11-10,1,1,0,0.000201908916117019,3,0,1,1
1961-11-13,1,1,0,0.00252818204444207,3,0,1,1
1961-11-14,1,1,0,0.000761465306014839,3,0,1,1
1961-11-15,1,1,0,0.000421702155483883,5,5,1,1
1961-11-16,1,1,0,0.000577911208944278,3,0,1,1
1961-11-17,1,1,0,0.00117937704722156,5,0,1,1
1961-11-20,1,1,0,0.000962086261099855,5,0,1,1
1961-11-21,1,1,0,0.000863557547063832,4,0,1,1
1961-11-22,1,1,0,0.000718622152574156,4,0,1,1
1961-11-24,1,1,0,0.000596615553224849,3,0,1,1
1961-11-27,1,1,0,0.00119287833924744,3,0,1,1
1961-11-28,1,1,0,0.000423949597279141,5,1,1,1
1961-11-29,1,1,0,0.000692968451205056,1,4,1,1
1961-11-30,1,1,0,0.000684108305374095,4,1,1,1
1961-12-01,-1,0,-1,-0.000372184949531397,4,2,1,1
1961-12-04,1,1,0,0.00233045919177304,3,3,1,1
1961-12-05,1,1,0,0.000312059078591786,4,1,1,1
1961-12-06,1,1,0,0.000389573320980917,3,3,1,1
1961-12-07,1,1,0,0.000998922953104923,0,3,1,1
1961-12-08,1,1,0,0.000102145729437497,5,0,1,1
1961-12-11,1,1,0,0.0019020450916718,4,0,1,1
1961-12-12,1,1,0,0.00078913304872835,3,0,1,1
1961-12-13,1,1,0,0.00220271607816717,5,5,1,1
1961-12-14,1,1,0,0.000319216697164829,5,5,1,1
1961-12-15,1,1,0,1.97650233992464e-05,5,5,1,1
1961-12-18,1,1,0,0.000549361078686789,3,3,1,1
1961-12-19,-1,0,-1,-0.000415203850642097,5,3,1,1
1961-12-20,-1,0,-1,-0.000446153633215645,4,0,1,1
1961-12-21,1,1,0,0.000639476386729381,3,0,1,1
1961-12-22,-1,0,-1,-0.00128031860968347,4,5,1,1
1961-12-26,1,1,0,0.0010958382392415,3,5,1,1
1961-12-27,1,1,0,0.00164440712972938,4,3,1,1
1961-12-28,1,1,0,0.00262325951053734,1,4,1,1
1961-12-29,1,1,0,0.000312976482279432,2,5,1,1
1962-01-02,1,1,0,0.0016523852691538,1,5,1,1
1962-01-03,-1,0,-1,-0.000247916911685262,1,4,1,1
1962-01-04,1,1,0,0.000807416159721206,5,2,1,1
1962-01-05,-1,0,-1,-0.00188740988127835,3,3,1,1
1962-01-08,-1,0,-1,-0.00164917877190319,2,3,1,1
1962-01-09,1,1,0,0.000314925776250071,2,4,1,1
1962-01-10,1,1,0,0.000267325808812216,0,5,1,1
1962-01-11,-1,0,-1,-0.000572941430736537,4,5,1,1
1962-01-12,1,1,0,0.00131324520215076,5,4,1,1
1962-01-15,1,1,0,0.00129558026239552,3,5,1,1
1962-01-16,1,1,0,0.000572518129254653,2,5,1,1
1962-01-17,1,1,0,7.0934803898771e-05,2,5,1,1
1962-01-18,-1,0,-1,-0.000216685515501806,5,2,1,1
1962-01-19,1,1,0,0.00121496398832249,5,2,1,1
1962-01-22,1,1,0,0.000493984300446854,3,5,1,1
1962-01-23,1,1,0,0.000616294868109932,2,3,1,1
1962-01-24,-1,0,-1,-0.00115515818021498,4,5,1,1
1962-01-25,1,1,0,0.00233724869907415,4,5,1,1
1962-01-26,1,1,0,0.00153698083587574,4,4,1,1
1962-01-29,-1,0,-1,-0.000274042969822723,5,3,1,1
1962-01-30,1,1,0,4.52796727478465e-05,3,5,1,1
1962-01-31,1,1,0,0.00142164722269905,5,0,1,1
1962-02-01,1,1,0,0.00169467530464818,3,4,1,1
1962-02-02,1,1,0,0.000793312489066253,3,3,1,1
1962-02-05,1,1,0,0.00231342223229297,5,2,1,1
1962-02-06,1,1,0,0.000100775284202639,4,2,1,1
1962-02-07,1,1,0,0.000604580045585585,2,4,1,1
1962-02-08,1,1,0,0.00174391018485411,5,2,1,1
1962-02-09,1,1,0,0.000643735696508292,5,2,1,1
1962-02-12,1,1,0,0.000749887832662265,2,4,1,1
1962-02-13,1,1,0,0.00111561534215708,3,2,1,1
1962-02-14,1,1,0,0.000498034370085594,2,3,1,1
1962-02-15,1,1,0,0.000615172315043524,3,0,1,1
1962-02-16,1,1,0,0.00206025219036088,2,4,1,1
1962-02-19,1,1,0,0.000598380673091887,1,5,1,1
1962-02-20,1,1,0,0.00075034043673913,5,1,1,1
1962-02-21,1,1,0,0.000962086786740161,4,5,1,1
1962-02-23,-1,0,-1,-0.000617997510415804,5,5,1,1
1962-02-26,1,1,0,0.000886615494322203,5,0,1,1
1962-02-27,-1,0,-1,-0.000436363534854153,1,5,1,1
1962-02-28,1,1,0,0.00149089330353213,1,4,1,1
1962-03-01,1,1,0,0.000292399440704653,1,4,1,1
1962-03-02,1,1,0,0.00121506530415039,0,5,1,1
1962-03-05,1,1,0,0.000422767367993188,0,4,1,1
1962-03-06,1,1,0,0.000290588812594778,3,3,1,1
1962-03-07,1,1,0,0.000270353160055444,4,0,1,1
1962-03-08,1,1,0,0.000573537056869976,3,0,1,1
1962-03-09,1,1,0,0.00175857853085359,3,0,1,1
1962-03-12,1,1,0,0.000497560708531502,3,0,1,1
1962-03-13,1,1,0,0.000810081252041037,5,3,1,1
1962-03-14,1,1,0,0.00106550850564519,3,4,1,1
1962-03-15,1,1,0,0.00121058450077482,4,0,1,1
1962-03-16,1,1,0,0.000831042036062118,3,0,1,1
1962-03-19,1,1,0,0.000477782529443352,3,0,1,1
1962-03-20,1,1,0,0.000711728411830105,3,5,1,1
1962-03-21,1,1,0,0.000182414159181284,3,0,1,1
1962-03-22,1,1,0,0.000397921894343534,5,3,1,1
1962-03-23,1,1,0,0.000669815096843922,3,5,1,1
1962-03-26,1,1,0,0.000171889163253763,5,1,1,1
1962-03-27,-1,0,-1,-0.00114886374846932,5,1,1,1
1962-03-28,1,1,0,0.000679118139518896,0,5,1,1
1962-03-29,1,1,0,0.00108159904708197,0,4,1,1
1962-03-30,1,1,0,0.000138275226332355,0,3,1,1
1962-04-02,-1,0,-1,-0.000498978398017443,0,5,1,1
1962-04-03,1,1,0,0.000750434726261482,0,4,1,1
1962-04-04,-1,0,-1,-0.00117530040279879,5,3,1,1
1962-04-05,1,1,0,0.000167526349385916,3,0,1,1
1962-04-06,1,1,0,0.00120037365745395,5,2,1,1
1962-04-09,-1,0,-1,-0.000779751257159637,5,1,1,1
1962-04-10,-1,0,-1,-0.00166311158438541,5,3,1,1
1962-04-11,1,1,0,0.00222808452631005,3,5,1,1
1962-04-12,-1,0,-1,-0.000842676033761235,5,1,1,1
1962-04-13,-1,0,-1,-0.000657833293551107,0,5,1,1
1962-04-16,1,1,0,0.00122076010841849,0,4,1,1
1962-04-17,-1,0,-1,-0.00109879389587621,4,0,1,1
1962-04-18,1,1,0,0.00147618229105363,5,4,1,1
1962-04-19,1,1,0,0.00086073392238732,4,4,1,1
1962-04-23,1,1,0,0.00144243163421482,3,5,1,1
1962-04-24,1,1,0,0.000389785520549141,5,0,1,1
1962-04-25,1,1,0,0.000918623934043461,4,0,1,1
1962-04-26,-1,0,-1,-0.00169926048464928,4,5,1,1
1962-04-27,-1,0,-1,-0.00022423726592605,1,5,1,1
1962-04-30,-1,0,-1,-0.00295644357187045,3,4,1,1
1962-05-01,-1,0,-1,-0.00302872304586035,5,1,1,1
1962-05-02,1,1,0,0.00246972343896232,4,1,1,1
1962-05-03,1,1,0,0.000285637337297238,3,4,1,1
1962-05-04,1,1,0,0.00240048745803346,5,1,1,1
1962-05-07,-1,0,-1,-0.00100420532431279,4,1,1,1
1962-05-08,1,1,0,0.00106331950376705,3,1,1,1
1962-05-09,-1,0,-1,-0.00268077403594816,2,1,1,1
1962-05-10,-1,0,-1,-0.00037670142070381,1,1,1,1
1962-05-11,-1,0,-1,-0.00179074244676262,0,4,1,1
1962-05-14,-1,0,-1,-0.00255096714300394,0,3,1,1
1962-05-15,1,1,0,0.00359584073944023,0,2,1,1
1962-05-16,1,1,0,0.00344563501012351,1,1,1,1
1962-05-17,-1,0,-1,-0.000960924912553285,1,1,1,1
1962-05-18,1,1,0,0.000123186269759985,1,1,1,1
1962-05-21,1,1,0,0.000344269701650035,1,1,1,1
1962-05-22,-1,0,-1,-0.000233449864008192,1,1,1,1
1962-05-23,-1,0,-1,-0.00352560895391255,1,1,1,1
1962-05-24,-1,0,-1,-0.00197477128008153,1,1,1,1
1962-05-25,1,1,0,0.000315714619618319,3,5,1,1
1962-05-28,-1,0,-1,-0.00536632817112492,2,4,1,1
1962-05-29,-1,0,-1,-0.0148317346447708,5,0,1,1
1962-05-31,1,1,0,0.0161927017971793,4,5,1,1
1962-06-01,-1,0,-1,-0.00497248163178467,3,0,1,1
1962-06-04,-1,0,-1,-0.000380314051946326,1,4,1,1
1962-06-05,-1,0,-1,-0.00852800753899482,2,3,1,1
1962-06-06,1,1,0,0.00547828242335393,4,5,1,1
1962-06-07,-1,0,-1,-0.00137727632637757,1,5,1,1
1962-06-08,-1,0,-1,-0.000521701017521265,1,3,1,1
1962-06-11,1,1,0,0.000992581049620657,2,5,1,1
1962-06-12,1,1,0,0.00086768527035466,2,4,1,1
1962-06-13,-1,0,-1,-0.00169692762300294,2,3,1,1
1962-06-14,1,1,0,0.000988641864964917,2,5,1,1
1962-06-15,-1,0,-1,-0.00743389227276085,3,3,1,1
1962-06-18,1,1,0,0.00630173234506023,5,1,1,1
1962-06-19,-1,0,-1,-0.00581947824607935,5,0,1,1
1962-06-20,1,1,0,0.000532861704271904,5,4,1,1
1962-06-21,-1,0,-1,-0.00187374756002788,3,0,1,1
1962-06-22,-1,0,-1,-0.00194102211440898,0,2,1,1
1962-06-25,-1,0,-1,-0.000579233303280563,5,2,1,1
1962-06-26,1,1,0,0.000638668032666162,4,3,1,1
1962-06-27,-1,0,-1,-0.00172213606168779,2,5,1,1
1962-06-28,1,1,0,0.00224080605547401,2,5,1,1
1962-06-29,1,1,0,0.0067190470207717,3,5,1,1
1962-07-02,-1,0,-1,-0.0024198142855956,3,5,1,1
1962-07-03,1,1,0,0.000608446395561393,3,5,1,1
1962-07-05,-1,0,-1,-8.3174083978086e-05,3,5,1,1
1962-07-06,1,1,0,0.00225044569533058,3,0,1,1
1962-07-09,-1,0,-1,-0.00156309840047086,3,5,1,1
1962-07-10,-1,0,-1,-0.00181785423281431,3,5,1,1
1962-07-11,1,1,0,0.000773705866412914,3,0,1,1
1962-07-12,1,1,0,0.00273350600443526,3,5,1,1
1962-07-13,1,1,0,0.00170573958959067,1,4,1,1
1962-07-16,1,1,0,0.00191697012445873,4,5,1,1
1962-07-17,1,1,0,0.00158266695264643,0,5,1,1
1962-07-18,-1,0,-1,-0.00261688311544766,1,4,1,1
1962-07-19,-1,0,-1,-0.000143614799616165,5,2,1,1
1962-07-20,1,1,0,0.000434896244905379,5,2,1,1
1962-07-23,1,1,0,0.0012316426047531,2,4,1,1
1962-07-24,1,1,0,0.000480639896375336,2,4,1,1
1962-07-25,-1,0,-1,-0.000455179460282429,5,0,1,1
1962-07-26,1,1,0,0.00123012238692061,5,1,1,1
1962-07-27,1,1,0,0.000661934316610699,5,2,1,1
1962-07-30,1,1,0,0.00152072157140123,3,5,1,1
1962-07-31,1,1,0,0.00191215742429285,4,5,1,1
1962-08-01,1,1,0,0.0013124071401712,2,2,1,1
1962-08-02,-1,0,-1,-0.000931996317154289,1,3,1,1
1962-08-03,1,1,0,0.00290958647274133,0,5,1,1
1962-08-06,1,1,0,0.00013606803052997,4,4,1,1
1962-08-07,-1,0,-1,-0.000482736876346965,3,0,1,1
1962-08-08,1,1,0,0.000348817236168081,2,4,1,1
1962-08-09,1,1,0,0.0010294089747616,3,0,1,1
1962-08-10,-1,0,-1,-0.000384056588387335,3,0,1,1
1962-08-13,-1,0,-1,-0.000732439863865334,2,5,1,1
1962-08-14,1,1,0,0.000138362096803387,3,5,1,1
1962-08-15,1,1,0,0.00187342496938272,3,4,1,1
1962-08-16,1,1,0,0.00080368840160614,1,5,1,1
1962-08-17,1,1,0,0.000660820075525751,4,1,1,1
1962-08-20,1,1,0,0.00192096722766251,1,4,1,1
1962-08-21,1,1,0,0.00101331736316707,3,5,1,1
1962-08-22,1,1,0,0.000102209676389438,4,4,1,1
1962-08-23,1,1,0,0.00340833478807114,3,0,1,1
1962-08-24,-1,0,-1,-0.00114140893322602,4,4,1,1
1962-08-27,1,1,0,0.00135374954407532,3,5,1,1
1962-08-28,1,1,0,0.000841263343735398,5,0,1,1
1962-08-29,-1,0,-1,-0.000917521092920457,3,3,1,1
1962-08-30,1,1,0,0.00109760969891004,4,5,1,1
1962-08-31,-1,0,-1,-0.000372472893523616,1,5,1,1
1962-09-04,1,1,0,0.00152919208679567,0,4,1,1
1962-09-05,-1,0,-1,-0.00319381871289147,4,5,1,1
1962-09-06,1,1,0,8.18885544592375e-05,5,2,1,1
1962-09-07,1,1,0,0.0010644358931831,3,0,1,1
1962-09-10,-1,0,-1,-0.000629320430874429,5,2,1,1
1962-09-11,1,1,0,0.001401268155744,4,2,1,1
1962-09-12,1,1,0,0.00128108324790268,3,2,1,1
1962-09-13,1,1,0,0.000974074721623001,5,2,1,1
1962-09-14,1,1,0,0.000241590930253043,5,1,1,1
1962-09-17,1,1,0,0.00171686549669514,5,0,1,1
1962-09-18,1,1,0,0.00138308005923804,4,5,1,1
1962-09-19,1,1,0,0.000300140747673066,5,2,1,1
1962-09-20,1,1,0,0.00055308309155224,5,3,1,1
1962-09-21,-1,0,-1,-0.000549669499079154,5,2,1,1
1962-09-24,-1,0,-1,-0.00156169940485045,4,2,1,1
1962-09-25,-1,0,-1,-0.00187359443529309,3,2,1,1
1962-09-26,1,1,0,0.00212567681313489,1,5,1,1
1962-09-27,-1,0,-1,-0.00363182942817028,4,1,1,1
1962-09-28,1,1,0,0.00136979252984332,2,5,1,1
1962-10-01,1,1,0,0.00258972597662359,2,5,1,1
1962-10-02,-1,0,-1,-0.00364189227313115,5,2,1,1
1962-10-03,1,1,0,0.00431000667892443,3,0,1,1
1962-10-04,-1,0,-1,-0.00108853204175125,5,2,1,1
1962-10-05,1,1,0,0.00520384287791026,5,5,1,1
1962-10-08,1,1,0,0.00192386290399144,5,1,1,1
1962-10-09,1,1,0,0.000993244307194777,4,1,1,1
1962-10-10,1,1,0,0.0014082478139141,2,5,1,1
1962-10-11,1,1,0,0.000213778298347912,3,5,1,1
1962-10-12,1,1,0,8.62268114996578e-05,3,5,1,1
1962-10-15,1,1,0,0.000387272914704383,5,4,1,1
1962-10-16,1,1,0,0.00144833343243049,5,2,1,1
1962-10-17,-1,0,-1,-0.000450784465768252,5,3,1,1
1962-10-18,1,1,0,0.00102237773479658,5,0,1,1
1962-10-19,-1,0,-1,-0.00106014271385265,2,5,1,1
1962-10-22,-1,0,-1,-0.000977880132783928,3,0,1,1
1962-10-23,-1,0,-1,-0.000834083735945195,5,1,1,1
1962-10-24,-1,0,-1,-0.00384830660753356,1,5,1,1
1962-10-25,1,1,0,0.0067374034119797,4,1,1,1
1962-10-26,-1,0,-1,-0.00535445482608852,5,2,1,1
1962-10-29,1,1,0,0.000661233199397622,2,4,1,1
1962-10-30,1,1,0,0.00308421698399346,3,0,1,1
1962-10-31,1,1,0,0.00206495829545407,2,5,1,1
1962-11-01,1,1,0,0.00181847501376105,5,0,1,1
1962-11-02,1,1,0,0.00340313118016652,3,2,1,1
1962-11-05,1,1,0,0.00131023167588117,3,0,1,1
1962-11-07,1,1,0,0.00281163950939316,2,5,1,1
1962-11-08,1,1,0,0.000857553098907881,3,5,1,1
1962-11-09,1,1,0,0.000246347970858621,2,5,1,1
1962-11-12,1,1,0,0.00317411087506155,4,4,1,1
1962-11-13,1,1,0,0.00150088241787796,2,3,1,1
1962-11-14,-1,0,-1,-0.000107079252165671,3,0,1,1
1962-11-15,1,1,0,0.00363183649212381,3,0,1,1
1962-11-16,-1,0,-1,-0.000897111447380659,0,4,1,1
1962-11-19,1,1,0,0.00143454151828096,5,3,1,1
1962-11-20,-1,0,-1,-0.000598124147109147,5,0,1,1
1962-11-21,1,1,0,0.00332265128995681,3,3,1,1
1962-11-23,1,1,0,0.000279058281275484,0,4,1,1
1962-11-26,1,1,0,0.00289144575756277,0,3,1,1
1962-11-27,1,1,0,0.000622530235117462,5,2,1,1
1962-11-28,1,1,0,0.00246567234937359,5,0,1,1
1962-11-29,1,1,0,0.0011399216624674,4,0,1,1
1962-11-30,1,1,0,0.00117789214407776,5,0,1,1
1962-12-03,1,1,0,0.000555057571112341,4,0,1,1
1962-12-04,1,1,0,0.000362162095749033,3,0,1,1
1962-12-05,1,1,0,0.00358338111283312,5,2,1,1
1962-12-06,-1,0,-1,-0.000638947991477441,2,5,1,1
1962-12-07,1,1,0,0.00279985281908934,5,2,1,1
1962-12-10,1,1,0,0.000341345627433399,4,0,1,1
1962-12-11,-1,0,-1,-0.000527682207885473,3,0,1,1
1962-12-12,1,1,0,0.00156249952376846,0,5,1,1
1962-12-13,1,1,0,0.000455181640370592,0,5,1,1
1962-12-14,-1,0,-1,-0.000317939433603744,0,4,1,1
1962-12-17,1,1,0,0.00263542590052641,2,5,1,1
1962-12-18,1,1,0,0.000890019885618528,5,2,1,1
1962-12-19,-1,0,-1,-7.32971140981207e-06,0,1,1,1
1962-12-20,1,1,0,0.00170735277221985,3,0,1,1
1962-12-21,1,1,0,0.000783325588500228,2,5,1,1
1962-12-24,1,1,0,0.00055913928578992,5,0,1,1
1962-12-26,-1,0,-1,-0.00122481837830143,5,1,1,1
1962-12-27,1,1,0,0.0012643524143568,4,1,1,1
1962-12-28,-1,0,-1,-0.000109850032223421,5,0,1,1
1962-12-31,1,1,0,0.0011830021606531,4,0,1,1
1963-01-02,1,1,0,0.000756954906193497,3,0,1,1
1963-01-03,-1,0,-1,-0.000409509757844535,3,0,1,1
1963-01-04,1,1,0,0.0029349569867537,2,4,1,1
1963-01-07,-1,0,-1,-0.00100135688847111,3,3,1,1
1963-01-08,1,1,0,0.00138452161089458,0,3,1,1
1963-01-09,1,1,0,0.00230809417803429,3,0,1,1
1963-01-10,-1,0,-1,-0.000253000138263385,1,1,1,1
1963-01-11,1,1,0,0.00132561698931591,1,1,1,1
1963-01-14,1,1,0,0.000259998745918481,5,2,1,1
1963-01-15,1,1,0,0.000286851897879749,2,2,1,1
1963-01-16,1,1,0,0.000840254867523259,2,3,1,1
1963-01-17,1,1,0,0.000110555297256731,3,3,1,1
1963-01-18,1,1,0,0.00166991320106034,3,5,1,1
1963-01-21,-1,0,-1,-0.000184771951006579,2,4,1,1
1963-01-22,1,1,0,0.000813208755521711,2,3,1,1
1963-01-23,1,1,0,0.000815869338719112,5,2,1,1
1963-01-24,1,1,0,0.000481482754333439,2,5,1,1
1963-01-25,1,1,0,0.00137119176521964,4,4,1,1
1963-01-28,1,1,0,0.00087264452149333,2,5,1,1
1963-01-29,1,1,0,0.00101460192907078,2,4,1,1
1963-01-30,1,1,0,0.000215768201725988,5,2,1,1
1963-01-31,1,1,0,0.000373117199970382,2,5,1,1
1963-02-01,1,1,0,0.00143384146610695,2,5,1,1
1963-02-04,1,1,0,0.000440802605527987,2,3,1,1
1963-02-05,1,1,0,0.000616617362099696,3,3,1,1
1963-02-06,1,1,0,0.00050809160373044,1,4,1,1
1963-02-07,1,1,0,0.00100270719526854,5,1,1,1
1963-02-08,-1,0,-1,-0.000157273160308333,4,1,1,1
1963-02-11,1,1,0,0.00111523902877432,0,4,1,1
1963-02-12,-1,0,-1,-0.000425072788437583,0,3,1,1
1963-02-13,-1,0,-1,-0.000365923646655549,5,2,1,1
1963-02-14,1,1,0,0.000975476347436791,3,5,1,1
1963-02-15,1,1,0,0.000518132798046941,5,0,1,1
1963-02-18,1,1,0,0.000757341911348419,4,0,1,1
1963-02-19,1,1,0,0.00082581506498508,3,0,1,1
1963-02-20,-1,0,-1,-0.000531830020014272,5,4,1,1
1963-02-21,1,1,0,0.000151171953193058,3,5,1,1
1963-02-25,1,1,0,0.00102704363993004,2,5,1,1
1963-02-26,-1,0,-1,-0.000753638571686874,5,0,1,1
1963-02-27,1,1,0,0.0011575468288642,5,3,1,1
1963-02-28,-1,0,-1,-0.000878775103068446,3,0,1,1
1963-03-01,-1,0,-1,-0.000417656789394955,3,0,1,1
1963-03-04,-1,0,-1,-0.000176481112732021,3,0,1,1
1963-03-05,1,1,0,0.000392328534967824,5,3,1,1
1963-03-06,-1,0,-1,-0.000444246300136891,3,0,1,1
1963-03-07,1,1,0,0.00111730226144833,1,5,1,1
1963-03-08,1,1,0,0.000723197748909718,1,4,1,1
1963-03-11,1,1,0,0.000248795055739062,0,5,1,1
1963-03-12,1,1,0,0.00112224678750245,0,4,1,1
1963-03-13,1,1,0,0.000481154983277998,0,3,1,1
1963-03-14,1,1,0,0.000891201659168817,3,0,1,1
1963-03-15,-1,0,-1,-0.000252682482814761,4,4,1,1
1963-03-18,1,1,0,0.000476507760875538,2,5,1,1
1963-03-19,-1,0,-1,-0.000948301155503305,3,0,1,1
1963-03-20,-1,0,-1,-0.00107009688206457,2,2,1,1
1963-03-21,1,1,0,0.000861792754106818,5,2,1,1
1963-03-22,-1,0,-1,-0.000663749223729325,5,2,1,1
1963-03-25,1,1,0,0.00204282368164124,5,2,1,1
1963-03-26,1,1,0,0.000572062187739452,5,2,1,1
1963-03-27,1,1,0,0.000790879214685645,2,5,1,1
1963-03-28,1,1,0,0.000639619187455377,3,0,1,1
1963-03-29,1,1,0,0.000568810495176357,5,2,1,1
1963-04-01,-1,0,-1,-0.000257694335415377,3,3,1,1
1963-04-02,-1,0,-1,-7.86499022934022e-05,2,4,1,1
1963-04-03,-1,0,-1,-0.000192485469105519,4,1,1,1
1963-04-04,1,1,0,0.000948033258514516,3,5,1,1
1963-04-05,1,1,0,0.00023780856926676,5,3,1,1
1963-04-08,1,1,0,0.00102062468828609,4,3,1,1
1963-04-09,1,1,0,0.000729968735532826,5,4,1,1
1963-04-10,1,1,0,0.000830803684174476,4,5,1,1
1963-04-11,1,1,0,0.000200549522245886,4,1,1,1
1963-04-15,1,1,0,0.000640005528720254,5,4,1,1
1963-04-16,1,1,0,0.000348646294394498,5,0,1,1
1963-04-17,1,1,0,0.00100936125715233,2,5,1,1
1963-04-18,1,1,0,0.000817178812514229,2,4,1,1
1963-04-19,1,1,0,0.000851969776680268,4,1,1,1
1963-04-22,1,1,0,0.00106863272050608,3,4,1,1
1963-04-23,1,1,0,3.64127266943849e-05,5,2,1,1
1963-04-24,1,1,0,0.00110804639631402,0,5,1,1
1963-04-25,1,1,0,0.000599934433017466,0,4,1,1
1963-04-26,1,1,0,0.000703167199219261,0,3,1,1
1963-04-29,-1,0,-1,-0.000846776320394437,4,2,1,1
1963-04-30,1,1,0,0.00145037789271662,4,2,1,1
1963-05-01,1,1,0,0.0009341821990992,4,2,1,1
1963-05-02,-1,0,-1,-0.0010111829082321,2,2,1,1
1963-05-03,1,1,0,0.000845895136933992,2,2,1,1
1963-05-06,1,1,0,3.52777737852286e-05,2,1,1,1
1963-05-07,-1,0,-1,-0.000212398452383089,3,3,1,1
1963-05-08,1,1,0,0.000401221616661862,2,5,1,1
1963-05-09,1,1,0,0.000938622206375792,4,1,1,1
1963-05-10,1,1,0,0.000377227067428947,1,1,1,1
1963-05-13,1,1,0,0.000824469886296389,1,2,1,1
1963-05-14,1,1,0,0.000141183725209486,1,1,1,1
1963-05-15,1,1,0,0.000862339796258249,3,3,1,1
1963-05-16,1,1,0,0.00132007857359154,2,5,1,1
1963-05-17,-1,0,-1,-0.000968729856086795,5,2,1,1
1963-05-20,1,1,0,0.000682665163992624,5,2,1,1
1963-05-21,1,1,0,0.00026689935422306,2,4,1,1
1963-05-22,1,1,0,0.000779390229347777,3,3,1,1
1963-05-23,-1,0,-1,-0.000697042813964168,2,5,1,1
1963-05-24,1,1,0,0.00104555365071576,1,1,1,1
1963-05-27,-1,0,-1,-0.000143926632250614,5,3,1,1
1963-05-28,1,1,0,0.000428492300500123,0,5,1,1
1963-05-29,1,1,0,0.000640927291030678,0,4,1,1
1963-05-31,1,1,0,0.00137889155402467,5,2,1,1
