"","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y","X12Y","X15Y"
"2012-12-28",0.91,0.93,0.99,1.045,1.115,1.27,1.425,1.515,1.65
"2012-12-31",0.91,0.93,0.99,1.045,1.115,1.27,1.425,1.515,1.65
"2013-01-01",0.91,0.93,0.99,1.045,1.115,1.27,1.425,1.515,1.65
"2013-01-02",0.91,0.938,1.003,1.07,1.13,1.27,1.44,1.53,1.65
"2013-01-03",0.91,0.94,0.995,1.06,1.125,1.27,1.435,1.46,1.65
"2013-01-04",0.91,0.945,1.005,1.07,1.14,1.29,1.445,1.56,1.65
"2013-01-07",0.91,0.945,1.01,1.08,1.15,1.29,1.445,1.568,1.65
"2013-01-08",0.91,0.935,1.01,1.065,1.135,1.28,1.435,1.548,1.65
"2013-01-09",0.91,0.935,1.01,1.075,1.14,1.28,1.435,1.54,1.65
"2013-01-10",0.91,0.94,1.01,1.08,1.15,1.29,1.45,1.58,1.65
"2013-01-11",0.91,0.945,1.01,1.08,1.155,1.29,1.445,1.58,1.65
"2013-01-14",0.91,0.94,1.005,1.08,1.14,1.285,1.435,1.505,1.65
"2013-01-15",0.91,0.93,0.995,1.06,1.13,1.27,1.415,1.495,1.65
"2013-01-16",0.91,0.93,0.995,1.055,1.12,1.255,1.4,1.54,1.65
"2013-01-17",0.91,0.925,0.975,1.04,1.105,1.23,1.37,1.485,1.65
"2013-01-18",0.91,0.93,0.99,1.065,1.13,1.255,1.4,1.54,1.65
"2013-01-21",0.91,0.925,0.98,1.05,1.12,1.25,1.39,1.505,1.65
"2013-01-22",0.91,0.93,0.995,1.075,1.135,1.27,1.42,1.555,1.65
"2013-01-23",0.91,0.93,0.99,1.07,1.125,1.26,1.41,1.525,1.65
"2013-01-24",0.91,0.933,0.99,1.073,1.125,1.27,1.41,1.545,1.65
"2013-01-25",0.91,0.935,0.99,1.07,1.13,1.27,1.415,1.508,1.65
"2013-01-28",0.91,0.94,1.015,1.085,1.16,1.31,1.465,1.625,1.65
"2013-01-29",0.91,0.945,1.02,1.11,1.175,1.325,1.485,1.595,1.65
"2013-01-30",0.91,0.945,1.025,1.105,1.175,1.325,1.485,1.59,1.65
"2013-01-31",0.91,0.94,1.015,1.095,1.17,1.32,1.475,1.603,1.65
"2013-02-01",0.913,0.948,1.02,1.11,1.188,1.348,1.505,1.6,1.65
"2013-02-04",0.92,0.96,1.03,1.12,1.21,1.37,1.53,1.668,1.65
"2013-02-05",0.92,0.948,1.025,1.12,1.2,1.363,1.52,1.63,1.65
"2013-02-06",0.92,0.95,1.03,1.13,1.205,1.355,1.515,1.65,1.65
"2013-02-07",0.92,0.945,1.025,1.115,1.2,1.355,1.515,1.65,1.65
"2013-02-08",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-11",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-12",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-13",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-14",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-15",0.92,0.945,1.025,1.115,1.205,1.355,1.515,1.648,1.65
"2013-02-18",0.92,0.948,1.028,1.123,1.2,1.363,1.515,1.65,1.65
"2013-02-19",0.92,0.945,1.015,1.12,1.195,1.35,1.505,1.615,1.65
"2013-02-20",0.92,0.945,1.025,1.12,1.2,1.35,1.505,1.645,1.65
"2013-02-21",0.92,0.945,1.025,1.11,1.19,1.34,1.495,1.61,1.65
"2013-02-22",0.92,0.945,1.025,1.105,1.185,1.335,1.485,1.608,1.65
"2013-02-25",0.913,0.94,1.018,1.11,1.175,1.325,1.475,1.603,1.65
"2013-02-26",0.91,0.935,1.01,1.085,1.155,1.29,1.435,1.645,1.65
"2013-02-27",0.91,0.93,0.995,1.085,1.15,1.29,1.435,1.563,1.65
"2013-02-28",0.91,0.93,1,1.09,1.153,1.293,1.435,1.563,1.65
"2013-03-01",0.91,0.933,1,1.085,1.153,1.293,1.435,1.563,1.65
"2013-03-04",0.91,0.928,1,1.085,1.145,1.285,1.435,1.61,1.65
"2013-03-05",0.91,0.93,1,1.085,1.155,1.295,1.44,1.558,1.65
"2013-03-06",0.91,0.94,1,1.09,1.16,1.3,1.44,1.57,1.65
"2013-03-07",0.91,0.94,1,1.095,1.17,1.3,1.44,1.53,1.65
"2013-03-08",0.91,0.95,1.025,1.12,1.2,1.345,1.49,1.66,1.65
"2013-03-11",0.92,0.965,1.045,1.145,1.23,1.375,1.52,1.71,1.65
"2013-03-12",0.92,0.95,1.04,1.115,1.21,1.355,1.495,1.685,1.65
"2013-03-13",0.92,0.945,1.02,1.11,1.19,1.335,1.485,1.64,1.65
"2013-03-14",0.92,0.94,1.025,1.11,1.19,1.335,1.48,1.643,1.65
"2013-03-15",0.92,0.945,1.02,1.115,1.19,1.33,1.475,1.608,1.65
"2013-03-18",0.92,0.93,1.01,1.09,1.165,1.305,1.445,1.675,1.65
"2013-03-19",0.92,0.935,1.01,1.085,1.165,1.31,1.45,1.598,1.65
"2013-03-20",0.92,0.935,1.005,1.085,1.16,1.3,1.45,1.63,1.65
"2013-03-21",0.92,0.935,1.005,1.085,1.16,1.3,1.44,1.625,1.65
"2013-03-22",0.92,0.93,0.995,1.075,1.145,1.29,1.425,1.595,1.65
"2013-03-25",0.91,0.93,1.005,1.08,1.155,1.29,1.425,1.613,1.65
"2013-03-26",0.913,0.93,1.003,1.08,1.153,1.293,1.433,1.568,1.65
"2013-03-27",0.91,0.93,0.995,1.08,1.15,1.285,1.42,1.568,1.65
"2013-03-28",0.91,0.93,0.995,1.065,1.135,1.27,1.405,1.585,1.65
"2013-03-29",0.905,0.93,1,1.07,1.145,1.28,1.415,1.53,1.65
"2013-04-01",0.905,0.928,1,1.07,1.145,1.285,1.423,1.535,1.65
"2013-04-02",0.905,0.928,0.998,1.07,1.145,1.28,1.418,1.538,1.65
"2013-04-03",0.903,0.928,1,1.075,1.148,1.283,1.42,1.538,1.65
"2013-04-04",0.9,0.93,1,1.075,1.145,1.28,1.415,1.543,1.65
"2013-04-05",0.903,0.928,1,1.075,1.148,1.283,1.42,1.543,1.65
"2013-04-08",0.9,0.923,0.97,1.04,1.108,1.243,1.38,1.54,1.65
"2013-04-09",0.898,0.925,0.978,1.045,1.11,1.243,1.38,1.555,1.65
"2013-04-10",0.905,0.925,0.99,1.06,1.128,1.26,1.398,1.54,1.65
"2013-04-11",0.905,0.923,0.988,1.058,1.125,1.255,1.398,1.545,1.65
"2013-04-12",0.905,0.92,0.985,1.053,1.115,1.245,1.383,1.528,1.65
"2013-04-15",0.905,0.92,0.98,1.043,1.113,1.243,1.38,1.518,1.65
"2013-04-16",0.9,0.918,0.975,1.04,1.103,1.23,1.37,1.5,1.65
"2013-04-17",0.898,0.918,0.975,1.04,1.103,1.23,1.37,1.505,1.65
"2013-04-18",0.905,0.92,0.97,1.03,1.095,1.225,1.355,1.488,1.65
"2013-04-19",0.905,0.92,0.98,1.043,1.105,1.235,1.37,1.498,1.65
"2013-04-22",0.905,0.92,0.985,1.043,1.11,1.24,1.37,1.498,1.65
"2013-04-23",0.903,0.913,0.973,1.035,1.093,1.22,1.353,1.515,1.65
"2013-04-24",0.903,0.915,0.973,1.025,1.093,1.215,1.353,1.47,1.65
"2013-04-25",0.903,0.913,0.97,1.02,1.085,1.213,1.345,1.53,1.65
"2013-04-26",0.9,0.91,0.96,1.015,1.08,1.21,1.34,1.505,1.65
"2013-04-29",0.898,0.905,0.958,1.01,1.075,1.2,1.34,1.47,1.65
"2013-04-30",0.898,0.9,0.948,0.995,1.053,1.185,1.328,1.485,1.65
"2013-05-01",0.898,0.9,0.948,0.995,1.053,1.185,1.328,1.453,1.65
"2013-05-02",0.898,0.895,0.933,0.978,1.033,1.165,1.3,1.49,1.65
"2013-05-03",0.895,0.89,0.915,0.958,1.01,1.138,1.275,1.445,1.55
"2013-05-06",0.895,0.898,0.923,0.97,1.023,1.145,1.285,1.405,1.55
"2013-05-07",0.895,0.893,0.915,0.968,1.018,1.148,1.28,1.4,1.55
"2013-05-08",0.895,0.893,0.92,0.968,1.023,1.153,1.283,1.395,1.55
"2013-05-09",0.893,0.888,0.908,0.953,1.01,1.135,1.27,1.435,1.55
"2013-05-10",0.895,0.91,0.945,1,1.06,1.19,1.325,1.51,1.55
"2013-05-13",0.898,0.908,0.943,1,1.055,1.188,1.32,1.475,1.55
"2013-05-14",0.898,0.908,0.938,0.998,1.058,1.185,1.32,1.508,1.55
"2013-05-15",0.898,0.91,0.955,1.015,1.078,1.213,1.35,1.478,1.55
"2013-05-16",0.895,0.908,0.955,1.013,1.075,1.208,1.348,1.445,1.55
"2013-05-17",0.9,0.915,0.963,1.015,1.073,1.205,1.345,1.393,1.55
"2013-05-20",0.908,0.925,0.973,1.025,1.088,1.213,1.355,1.485,1.55
"2013-05-21",0.908,0.923,0.968,1.02,1.075,1.21,1.35,1.46,1.55
"2013-05-22",0.908,0.935,0.983,1.035,1.095,1.235,1.375,1.495,1.55
"2013-05-23",0.905,0.93,0.98,1.045,1.105,1.245,1.415,1.595,1.675
"2013-05-24",0.91,0.93,0.995,1.06,1.128,1.26,1.42,1.58,1.675
"2013-05-27",0.905,0.925,0.988,1.055,1.115,1.25,1.42,1.525,1.675
"2013-05-28",0.908,0.933,0.998,1.065,1.135,1.273,1.44,1.648,1.675
"2013-05-29",0.915,0.94,1.015,1.095,1.17,1.325,1.48,1.703,1.675
"2013-05-30",0.91,0.943,1.015,1.09,1.17,1.32,1.478,1.585,1.675
"2013-05-31",0.9,0.933,0.995,1.073,1.155,1.303,1.455,1.615,1.675
"2013-06-03",0.903,0.94,1.01,1.093,1.173,1.315,1.475,1.595,1.675
"2013-06-04",0.91,0.94,1.015,1.095,1.185,1.338,1.505,1.645,1.75
"2013-06-05",0.91,0.94,1.01,1.1,1.175,1.323,1.495,1.655,1.75
"2013-06-06",0.905,0.935,1,1.085,1.16,1.305,1.47,1.685,1.75
"2013-06-07",0.905,0.933,0.995,1.075,1.145,1.293,1.47,1.635,1.75
"2013-06-10",0.905,0.935,1.01,1.09,1.175,1.323,1.49,1.698,1.75
"2013-06-11",0.905,0.945,1.02,1.11,1.203,1.355,1.515,1.655,1.75
"2013-06-12",0.905,0.945,1.02,1.11,1.203,1.355,1.515,1.61,1.75
"2013-06-13",0.913,0.943,1.018,1.11,1.2,1.355,1.51,1.665,1.75
"2013-06-14",0.91,0.935,1.01,1.095,1.185,1.335,1.49,1.608,1.75
"2013-06-17",0.91,0.935,1.02,1.105,1.2,1.35,1.515,1.61,1.75
"2013-06-18",0.91,0.945,1.025,1.12,1.21,1.36,1.54,1.738,1.75
"2013-06-19",0.91,0.945,1.03,1.11,1.205,1.36,1.525,1.75,1.75
"2013-06-20",0.91,0.95,1.045,1.16,1.26,1.425,1.595,1.71,1.9
"2013-06-21",0.91,0.95,1.065,1.18,1.29,1.45,1.625,1.73,1.9
"2013-06-24",0.925,0.995,1.125,1.235,1.35,1.52,1.705,1.89,1.9
"2013-06-25",0.925,0.99,1.095,1.215,1.32,1.485,1.665,1.868,1.9
"2013-06-26",0.925,0.975,1.075,1.175,1.285,1.485,1.665,1.79,1.9
"2013-06-27",0.92,0.97,1.075,1.16,1.265,1.43,1.605,1.81,1.9
"2013-06-28",0.92,0.96,1.055,1.15,1.25,1.41,1.58,1.75,1.9
"2013-07-01",0.92,0.98,1.075,1.185,1.285,1.45,1.625,1.75,1.9
"2013-07-02",0.92,0.975,1.075,1.175,1.275,1.44,1.605,1.72,1.9
"2013-07-03",0.93,0.975,1.09,1.195,1.295,1.465,1.635,1.77,1.9
"2013-07-04",0.935,1.005,1.12,1.23,1.34,1.515,1.695,1.77,2
"2013-07-05",0.94,1.025,1.15,1.275,1.395,1.58,1.77,1.91,2.05
"2013-07-08",0.95,1.025,1.165,1.285,1.405,1.595,1.8,1.87,2.1
"2013-07-09",0.95,1.03,1.15,1.28,1.395,1.595,1.78,1.863,2.1
"2013-07-10",0.95,1.02,1.135,1.26,1.375,1.565,1.765,1.885,2.1
"2013-07-11",0.95,1.01,1.13,1.245,1.36,1.55,1.735,1.89,2.1
"2013-07-12",0.95,0.995,1.11,1.23,1.335,1.525,1.715,1.875,2.1
"2013-07-15",0.95,0.995,1.135,1.255,1.37,1.565,1.755,1.895,2.1
"2013-07-16",0.95,0.995,1.12,1.245,1.35,1.52,1.71,1.81,2.1
"2013-07-17",0.95,1,1.11,1.23,1.335,1.53,1.7,1.785,2.1
"2013-07-18",0.95,1,1.11,1.22,1.325,1.505,1.69,1.775,2.1
"2013-07-19",0.95,1,1.115,1.235,1.34,1.52,1.71,1.788,2.1
"2013-07-22",0.95,1,1.115,1.235,1.34,1.52,1.695,1.818,2.1
"2013-07-23",0.95,1,1.115,1.23,1.33,1.51,1.695,1.84,2.1
"2013-07-24",0.95,1,1.115,1.235,1.345,1.51,1.71,1.785,2.1
"2013-07-25",0.94,1.01,1.135,1.25,1.36,1.535,1.73,1.848,2.1
"2013-07-26",0.94,1.005,1.125,1.25,1.35,1.525,1.72,1.833,2.1
"2013-07-29",0.94,1.005,1.13,1.255,1.37,1.545,1.74,1.828,2.1
"2013-07-30",0.94,1.005,1.145,1.28,1.405,1.59,1.785,1.85,2.15
"2013-07-31",0.94,1.005,1.155,1.3,1.425,1.615,1.81,1.925,2.15
"2013-08-01",0.94,1.005,1.15,1.295,1.41,1.595,1.8,1.908,2.15
"2013-08-02",0.94,1.025,1.155,1.33,1.46,1.64,1.855,1.99,2.15
"2013-08-05",0.93,1.01,1.145,1.295,1.415,1.595,1.795,1.865,2.15
"2013-08-06",0.94,1.03,1.155,1.32,1.435,1.615,1.82,1.905,2.15
"2013-08-07",0.94,1.025,1.15,1.275,1.4,1.58,1.78,1.908,2.15
"2013-08-08",0.935,1.02,1.14,1.27,1.385,1.565,1.765,1.883,2.15
"2013-08-09",0.935,1.035,1.15,1.275,1.395,1.565,1.77,1.88,2.15
"2013-08-12",0.935,1.035,1.15,1.28,1.41,1.575,1.77,1.9,2.15
"2013-08-13",0.945,1.035,1.165,1.31,1.43,1.605,1.81,1.968,2.15
"2013-08-14",0.94,1.045,1.19,1.32,1.445,1.63,1.835,1.96,2.2
"2013-08-15",0.94,1.04,1.18,1.32,1.44,1.625,1.825,1.893,2.2
"2013-08-16",0.94,1.045,1.19,1.33,1.46,1.645,1.845,1.898,2.2
"2013-08-19",0.94,1.045,1.203,1.348,1.47,1.665,1.875,1.91,2.2
"2013-08-20",0.945,1.053,1.185,1.318,1.443,1.63,1.838,1.98,2.2
"2013-08-21",0.94,1.045,1.185,1.325,1.44,1.625,1.835,1.918,2.2
"2013-08-22",0.948,1.06,1.21,1.345,1.465,1.658,1.873,2.01,2.2
"2013-08-23",0.95,1.065,1.2,1.33,1.448,1.64,1.853,1.918,2.2
"2013-08-26",0.94,1.06,1.195,1.323,1.44,1.63,1.84,1.958,2.2
"2013-08-27",0.94,1.065,1.193,1.318,1.435,1.62,1.833,1.95,2.2
"2013-08-28",0.94,1.065,1.21,1.335,1.46,1.645,1.855,2,2.2
"2013-08-29",0.94,1.065,1.208,1.338,1.455,1.623,1.855,1.975,2.085
"2013-08-30",0.95,1.065,1.2,1.325,1.443,1.628,1.83,1.963,2.2
"2013-09-02",0.95,1.075,1.213,1.34,1.465,1.655,1.865,1.983,2.2
"2013-09-03",0.948,1.075,1.218,1.34,1.46,1.655,1.865,1.99,2.2
"2013-09-04",0.948,1.078,1.218,1.343,1.465,1.655,1.865,1.99,2.2
"2013-09-05",0.955,1.09,1.24,1.365,1.485,1.68,1.895,2.01,2.2
"2013-09-06",0.955,1.095,1.26,1.388,1.508,1.713,1.925,1.993,2.275
"2013-09-09",0.953,1.093,1.24,1.373,1.493,1.693,1.903,2.005,2.275
"2013-09-10",0.953,1.095,1.248,1.383,1.498,1.693,1.903,2.023,2.275
"2013-09-11",0.945,1.07,1.223,1.355,1.47,1.66,1.868,1.993,2.275
"2013-09-12",0.945,1.068,1.225,1.35,1.46,1.645,1.863,1.978,2.275
"2013-09-13",0.945,1.07,1.225,1.35,1.47,1.645,1.863,2.005,2.275
"2013-09-16",0.945,1.058,1.19,1.305,1.415,1.595,1.805,1.94,2.275
"2013-09-17",0.94,1.038,1.163,1.27,1.38,1.563,1.765,1.918,2.275
"2013-09-18",0.94,1.033,1.16,1.268,1.37,1.558,1.76,1.913,2.275
"2013-09-19",0.94,1.033,1.16,1.268,1.37,1.558,1.76,1.875,2.275
"2013-09-20",0.94,1.033,1.16,1.268,1.37,1.558,1.76,1.913,2.275
"2013-09-23",0.94,1.01,1.15,1.235,1.335,1.51,1.718,1.868,1.973
"2013-09-24",0.94,1.01,1.125,1.233,1.335,1.51,1.708,1.84,2.275
"2013-09-25",0.95,1.005,1.108,1.223,1.323,1.508,1.705,1.838,2.275
"2013-09-26",0.95,0.995,1.11,1.215,1.32,1.5,1.705,1.833,2.275
"2013-09-27",0.95,1.028,1.158,1.27,1.385,1.58,1.79,1.9,2.275
"2013-09-30",0.948,1.02,1.14,1.253,1.36,1.543,1.743,1.868,2.275
"2013-10-01",0.948,1.02,1.15,1.258,1.375,1.548,1.76,1.883,2.275
"2013-10-02",0.945,1.013,1.13,1.24,1.348,1.53,1.738,1.863,2.275
"2013-10-03",0.943,1,1.123,1.23,1.335,1.523,1.738,1.818,2.275
"2013-10-04",0.94,0.993,1.11,1.225,1.325,1.51,1.705,1.848,2.275
"2013-10-07",0.94,0.99,1.11,1.225,1.323,1.5,1.7,1.865,2.275
"2013-10-08",0.94,0.993,1.115,1.225,1.325,1.5,1.715,1.85,2.275
"2013-10-09",0.94,1,1.123,1.23,1.34,1.51,1.73,1.833,2.275
"2013-10-10",0.95,1,1.12,1.23,1.335,1.51,1.715,1.865,2.275
"2013-10-11",0.94,1.003,1.133,1.238,1.348,1.52,1.73,1.865,2.275
"2013-10-14",0.94,1,1.125,1.235,1.345,1.53,1.733,1.89,2.275
"2013-10-15",0.94,1.003,1.128,1.248,1.358,1.543,1.753,1.865,2.275
"2013-10-16",0.94,1.003,1.135,1.245,1.345,1.535,1.748,1.878,2.275
"2013-10-17",0.94,0.993,1.105,1.22,1.325,1.513,1.725,1.863,2.275
"2013-10-18",0.93,0.98,1.093,1.195,1.3,1.485,1.688,1.835,2.275
"2013-10-21",0.923,0.98,1.09,1.195,1.295,1.483,1.683,1.83,2.275
"2013-10-22",0.93,0.985,1.1,1.2,1.295,1.48,1.685,1.818,2.275
"2013-10-23",0.923,0.973,1.065,1.165,1.255,1.433,1.64,1.778,2.275
"2013-10-24",0.923,0.978,1.073,1.17,1.263,1.443,1.64,1.783,2.275
"2013-10-25",0.918,0.97,1.07,1.17,1.265,1.445,1.645,1.788,2.275
"2013-10-28",0.925,0.98,1.07,1.17,1.27,1.455,1.66,1.755,2.275
"2013-10-29",0.918,0.985,1.075,1.168,1.27,1.46,1.67,1.78,2.275
"2013-10-30",0.925,0.97,1.06,1.155,1.255,1.435,1.65,1.77,2.275
"2013-10-31",0.93,0.98,1.07,1.165,1.265,1.45,1.66,1.733,1.975
"2013-11-01",0.925,0.98,1.08,1.18,1.29,1.48,1.695,1.855,2.05
"2013-11-04",0.93,0.99,1.09,1.2,1.31,1.505,1.715,1.83,2.05
"2013-11-05",0.925,0.985,1.09,1.195,1.3,1.505,1.715,1.823,2.05
"2013-11-06",0.92,0.99,1.095,1.205,1.31,1.505,1.715,1.775,2.05
"2013-11-07",0.93,0.985,1.09,1.185,1.295,1.495,1.7,1.775,2.05
"2013-11-08",0.93,0.985,1.1,1.195,1.31,1.505,1.7,1.775,2.05
"2013-11-11",0.93,0.995,1.115,1.225,1.345,1.545,1.76,1.925,2.05
"2013-11-12",0.935,1,1.13,1.255,1.37,1.575,1.795,1.89,2.1
"2013-11-13",0.935,1,1.115,1.25,1.375,1.575,1.79,1.888,2.1
"2013-11-14",0.935,1,1.115,1.235,1.36,1.555,1.775,1.873,2.1
"2013-11-15",0.935,0.995,1.115,1.245,1.375,1.575,1.785,1.883,2.1
"2013-11-18",0.93,0.995,1.115,1.245,1.37,1.575,1.79,1.875,2.1
"2013-11-19",0.935,0.99,1.115,1.235,1.36,1.565,1.78,1.893,2.1
"2013-11-20",0.935,0.995,1.115,1.24,1.365,1.57,1.78,1.945,2.1
"2013-11-21",0.925,0.985,1.115,1.25,1.37,1.57,1.795,1.893,2.1
"2013-11-22",0.925,0.985,1.11,1.24,1.36,1.57,1.795,1.89,2.1
"2013-11-25",0.925,0.985,1.11,1.24,1.36,1.565,1.79,1.945,2.1
"2013-11-26",0.923,0.983,1.095,1.228,1.345,1.55,1.775,1.875,2.1
"2013-11-27",0.915,0.98,1.1,1.22,1.34,1.55,1.775,1.875,2.1
"2013-11-28",0.915,0.99,1.1,1.22,1.335,1.55,1.75,1.838,2.1
"2013-11-29",0.915,0.985,1.11,1.22,1.36,1.565,1.77,1.943,2.1
"2013-12-02",0.915,0.985,1.11,1.22,1.36,1.565,1.77,1.87,2.1
"2013-12-03",0.915,0.985,1.115,1.225,1.365,1.565,1.77,1.87,2.1
"2013-12-04",0.915,0.99,1.11,1.225,1.365,1.565,1.77,1.868,2.1
"2013-12-05",0.908,0.983,1.113,1.243,1.365,1.563,1.785,1.868,2.1
"2013-12-06",0.91,0.99,1.115,1.235,1.37,1.565,1.77,1.868,2.1
"2013-12-09",0.91,0.99,1.12,1.235,1.35,1.565,1.77,1.855,2.1
"2013-12-10",0.895,0.975,1.095,1.225,1.345,1.565,1.77,1.93,2.1
"2013-12-11",0.895,0.97,1.09,1.195,1.31,1.51,1.745,1.808,2.1
"2013-12-12",0.895,0.97,1.09,1.21,1.33,1.525,1.755,1.833,2.1
"2013-12-13",0.895,0.98,1.095,1.215,1.335,1.54,1.765,1.84,2.1
"2013-12-16",0.895,0.975,1.095,1.21,1.33,1.53,1.765,1.838,2.1
"2013-12-17",0.895,0.975,1.095,1.21,1.33,1.53,1.765,1.843,2.1
"2013-12-18",0.883,0.965,1.095,1.215,1.33,1.535,1.755,1.895,2.1
"2013-12-19",0.895,0.975,1.1,1.23,1.36,1.575,1.785,1.895,2.1
"2013-12-20",0.895,0.975,1.105,1.235,1.38,1.59,1.785,1.895,2.1
"2013-12-23",0.895,0.975,1.105,1.235,1.36,1.59,1.785,1.895,2.1
"2013-12-24",0.895,0.975,1.105,1.235,1.375,1.59,1.785,1.895,2.1
"2013-12-25",0.895,0.975,1.105,1.235,1.375,1.59,1.785,1.895,2.1
"2013-12-26",0.895,0.975,1.105,1.235,1.385,1.605,1.815,1.895,2.1
"2013-12-27",0.88,0.97,1.105,1.27,1.415,1.645,1.85,1.985,2.1
"2013-12-30",0.88,0.975,1.12,1.28,1.425,1.655,1.85,1.853,2.1
"2013-12-31",0.875,0.97,1.11,1.29,1.425,1.655,1.855,1.848,2.1
"2014-01-01",0.87,0.97,1.113,1.285,1.423,1.653,1.863,1.895,2.1
"2014-01-02",0.875,0.985,1.13,1.285,1.45,1.68,1.9,1.95,2.1
"2014-01-03",0.875,0.99,1.135,1.295,1.45,1.685,1.91,1.978,2.26
"2014-01-06",0.875,0.98,1.13,1.275,1.435,1.665,1.89,1.953,2.26
"2014-01-07",0.875,0.978,1.12,1.27,1.425,1.65,1.875,1.935,2.26
"2014-01-08",0.875,0.985,1.12,1.273,1.428,1.65,1.878,1.94,2.26
"2014-01-09",0.875,0.98,1.125,1.27,1.43,1.655,1.885,1.998,2.26
"2014-01-10",0.87,0.975,1.11,1.265,1.42,1.645,1.875,1.928,2.26
"2014-01-13",0.87,0.98,1.105,1.25,1.4,1.62,1.845,1.883,2.26
"2014-01-14",0.87,0.98,1.1,1.245,1.395,1.62,1.845,1.875,2.26
"2014-01-15",0.875,0.985,1.11,1.265,1.42,1.635,1.865,1.9,2.26
"2014-01-16",0.87,0.98,1.1,1.24,1.39,1.615,1.84,1.875,2.26
"2014-01-17",0.875,0.98,1.095,1.23,1.38,1.6,1.815,2.05,2.26
"2014-01-20",0.87,0.973,1.095,1.238,1.38,1.59,1.815,1.86,2.165
"2014-01-21",0.875,0.98,1.1,1.24,1.39,1.6,1.815,1.91,2.165
"2014-01-22",0.875,0.975,1.1,1.23,1.385,1.59,1.815,1.965,2.165
"2014-01-23",0.875,0.975,1.095,1.22,1.375,1.58,1.8,1.865,2.165
"2014-01-24",0.873,0.965,1.085,1.21,1.35,1.55,1.76,1.815,2.165
"2014-01-27",0.87,0.96,1.07,1.19,1.32,1.515,1.73,1.865,2.165
"2014-01-28",0.87,0.965,1.075,1.19,1.325,1.515,1.735,1.875,2.095
"2014-01-29",0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
"2014-01-30",0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
"2014-01-31",0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
"2014-02-03",0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.798,2.095
"2014-02-04",0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
"2014-02-05",0.87,0.955,1.055,1.175,1.305,1.5,1.71,1.783,2.095
"2014-02-06",0.875,0.96,1.06,1.18,1.31,1.5,1.725,1.85,2.095
"2014-02-07",0.88,0.96,1.07,1.188,1.315,1.51,1.725,1.798,2.095
"2014-02-10",0.875,0.96,1.06,1.17,1.3,1.485,1.7,1.79,2.095
"2014-02-11",0.875,0.955,1.07,1.183,1.313,1.493,1.695,1.848,2.095
"2014-02-12",0.88,0.96,1.075,1.19,1.32,1.505,1.72,1.805,2.095
"2014-02-13",0.88,0.96,1.07,1.19,1.315,1.505,1.715,1.685,2.095
"2014-02-14",0.88,0.955,1.065,1.18,1.305,1.495,1.71,1.675,2.095
"2014-02-17",0.88,0.955,1.07,1.185,1.31,1.495,1.71,1.68,2.095
"2014-02-18",0.88,0.96,1.075,1.195,1.33,1.52,1.73,1.73,2.095
"2014-02-19",0.88,0.96,1.07,1.185,1.32,1.51,1.725,1.725,2.095
"2014-02-20",0.88,0.96,1.07,1.185,1.315,1.51,1.715,1.65,2.095
"2014-02-21",0.88,0.96,1.075,1.195,1.325,1.51,1.725,1.843,2.095
"2014-02-24",0.88,0.965,1.07,1.19,1.325,1.51,1.725,1.903,2.095
"2014-02-25",0.89,0.965,1.07,1.195,1.325,1.51,1.725,2.025,2.095
"2014-02-26",0.885,0.963,1.08,1.2,1.328,1.513,1.73,1.855,2.095
"2014-02-27",0.895,0.965,1.09,1.21,1.335,1.53,1.74,1.858,2.095
"2014-02-28",0.895,0.965,1.09,1.21,1.335,1.53,1.74,1.858,2.095
"2014-03-03",0.89,0.97,1.08,1.205,1.335,1.53,1.74,1.86,2.095
"2014-03-04",0.895,0.98,1.09,1.215,1.345,1.54,1.75,1.903,2.095
"2014-03-05",0.9,0.98,1.095,1.215,1.35,1.55,1.775,1.903,2.095
"2014-03-06",0.895,0.98,1.09,1.22,1.35,1.55,1.775,1.903,2.095
"2014-03-07",0.9,0.985,1.1,1.225,1.355,1.55,1.775,1.903,2.095
"2014-03-10",0.9,0.985,1.1,1.215,1.35,1.55,1.78,1.858,2.095
"2014-03-11",0.895,0.985,1.1,1.215,1.345,1.54,1.765,2.025,2.095
"2014-03-12",0.9,0.98,1.09,1.205,1.335,1.525,1.76,1.858,2.095
"2014-03-13",0.9,0.975,1.085,1.19,1.32,1.515,1.74,1.845,2.095
"2014-03-14",0.9,0.975,1.08,1.19,1.315,1.505,1.725,1.82,2.095
"2014-03-17",0.895,0.975,1.085,1.2,1.32,1.505,1.725,1.843,2.095
"2014-03-18",0.9,0.98,1.09,1.195,1.32,1.515,1.745,1.823,2.095
