Date,10D,30D,60D,90D,120D,150D,180D
5/11/2011,0.6243,0.6561,0.6907,0.732,0.7708,0.805,0.8562
5/10/2011,0.6281,0.6588,0.6938,0.7367,0.7796,0.8127,0.8658
5/9/2011,0.6296,0.6588,0.6964,0.7368,0.7763,0.8117,0.8638
5/7/2011,0.6238,0.6513,0.6885,0.7319,0.7708,0.805,0.8562
5/6/2011,0.6238,0.6513,0.6885,0.7319,0.7708,0.805,0.8562
5/5/2011,0.6296,0.6588,0.6964,0.7368,0.7763,0.8117,0.8638
5/4/2011,0.6243,0.6529,0.6907,0.732,0.7708,0.805,0.8562
5/3/2011,0.6243,0.6529,0.6907,0.732,0.7708,0.805,0.8562
5/2/2011,0.6225,0.6511,0.689,0.7307,0.7708,0.805,0.8562
4/30/2011,0.6225,0.6511,0.689,0.7307,0.7708,0.805,0.8562
4/29/2011,0.6225,0.6511,0.689,0.7307,0.7708,0.805,0.8562
4/28/2011,0.6285,0.6588,0.6918,0.7361,0.7763,0.8104,0.8617
4/27/2011,0.6265,0.6569,0.6889,0.7325,0.7721,0.805,0.8554
4/26/2011,0.6265,0.6569,0.6889,0.7325,0.7721,0.805,0.8554
4/25/2011,0.6265,0.6569,0.6889,0.7325,0.7721,0.805,0.8554
4/23/2011,0.6265,0.6569,0.6889,0.7325,0.7721,0.805,0.8554
4/22/2011,0.6265,0.6569,0.6889,0.7325,0.7721,0.805,0.8554
4/21/2011,0.6258,0.6562,0.6886,0.7325,0.7721,0.805,0.8554
4/20/2011,0.6258,0.665,0.6986,0.7421,0.7842,0.8196,0.8725
4/19/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/18/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/16/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/15/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/14/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/13/2011,0.6227,0.6658,0.6986,0.7421,0.7842,0.8196,0.8725
4/12/2011,0.6188,0.6619,0.695,0.7386,0.78,0.8154,0.8683
4/11/2011,0.6188,0.6619,0.695,0.7386,0.78,0.8154,0.8683
4/9/2011,0.6073,0.6512,0.6832,0.7289,0.7679,0.8029,0.8513
4/8/2011,0.6073,0.6512,0.6832,0.7289,0.7679,0.8029,0.8513
4/7/2011,0.6121,0.6567,0.6888,0.7338,0.7742,0.8085,0.8608
4/6/2011,0.6131,0.6585,0.6907,0.7375,0.7779,0.8158,0.8704
4/5/2011,0.6092,0.6546,0.6919,0.74,0.79,0.824,0.88
4/4/2011,0.6092,0.6546,0.6919,0.74,0.79,0.824,0.88
4/2/2011,0.6092,0.6546,0.6919,0.74,0.79,0.824,0.88
4/1/2011,0.6092,0.6546,0.6919,0.74,0.79,0.824,0.88
3/31/2011,0.5532,0.5804,0.6117,0.6473,0.6869,0.7327,0.7812
3/30/2011,0.5546,0.5788,0.6075,0.6454,0.6838,0.7313,0.7825
3/29/2011,0.5546,0.5788,0.6075,0.6454,0.6838,0.7313,0.7825
3/28/2011,0.5546,0.5788,0.6075,0.6454,0.6838,0.7313,0.7825
3/26/2011,0.5508,0.5771,0.6088,0.6446,0.6842,0.7269,0.7773
3/25/2011,0.5508,0.5771,0.6088,0.6446,0.6842,0.7269,0.7773
3/24/2011,0.5515,0.5769,0.6089,0.6452,0.6785,0.7226,0.773
3/23/2011,0.5525,0.5789,0.6129,0.6474,0.6791,0.7203,0.7682
3/22/2011,0.5488,0.5763,0.6088,0.6446,0.6842,0.7269,0.7773
3/21/2011,0.5467,0.5742,0.6054,0.6425,0.6815,0.7235,0.7765
3/19/2011,0.5458,0.5729,0.6054,0.6425,0.6815,0.7235,0.7765
3/18/2011,0.5458,0.5729,0.6054,0.6425,0.6815,0.7235,0.7765
3/17/2011,0.5458,0.5729,0.6054,0.6425,0.6815,0.7235,0.7765
3/16/2011,0.5583,0.5833,0.6167,0.6525,0.68,0.715,0.7627
3/15/2011,0.5438,0.5717,0.6054,0.6425,0.6815,0.7235,0.7765
3/14/2011,0.5504,0.5777,0.6127,0.6508,0.6804,0.7215,0.7746
3/12/2011,0.5429,0.5717,0.6054,0.6425,0.6804,0.7215,0.7746
3/11/2011,0.5429,0.5717,0.6054,0.6425,0.6804,0.7215,0.7746
3/10/2011,0.5485,0.5735,0.6069,0.6446,0.6808,0.7213,0.7746
3/9/2011,0.5313,0.5608,0.5971,0.6275,0.6715,0.7062,0.7573
3/8/2011,0.5421,0.5717,0.6054,0.64,0.6804,0.7215,0.7746
3/7/2011,0.5417,0.5708,0.6054,0.64,0.6804,0.7215,0.7746
3/5/2011,0.5417,0.5708,0.6054,0.64,0.6804,0.7215,0.7746
3/4/2011,0.5417,0.5708,0.6054,0.64,0.6804,0.7215,0.7746
3/3/2011,0.5404,0.5708,0.6054,0.6392,0.6785,0.72,0.7735
3/2/2011,0.5404,0.5708,0.6054,0.6392,0.6785,0.72,0.7735
3/1/2011,0.5404,0.5708,0.6054,0.6388,0.6777,0.7192,0.7727
2/28/2011,0.5354,0.5667,0.6025,0.6383,0.6792,0.7173,0.7708
2/26/2011,0.5354,0.5667,0.6025,0.6383,0.6792,0.7173,0.7708
2/25/2011,0.5354,0.5667,0.6025,0.6383,0.6792,0.7173,0.7708
2/24/2011,0.5354,0.5667,0.6013,0.635,0.6758,0.7104,0.7608
2/23/2011,0.5442,0.5731,0.6088,0.6438,0.6792,0.7154,0.7679
2/22/2011,0.5442,0.5731,0.6088,0.6438,0.6792,0.7154,0.7679
2/21/2011,0.5319,0.5623,0.5973,0.6304,0.6654,0.6988,0.7496
2/19/2011,0.5479,0.5775,0.6138,0.6483,0.6832,0.7214,0.7727
2/18/2011,0.5479,0.5775,0.6138,0.6483,0.6832,0.7214,0.7727
2/17/2011,0.5319,0.5623,0.5973,0.6304,0.6654,0.6988,0.7496
2/16/2011,0.5333,0.5646,0.5992,0.635,0.6758,0.7085,0.7592
2/15/2011,0.5423,0.5712,0.6069,0.6438,0.6792,0.7133,0.7658
2/14/2011,0.5321,0.5633,0.5979,0.6329,0.6758,0.7085,0.7592
2/12/2011,0.5321,0.5633,0.5979,0.6329,0.6758,0.7085,0.7592
2/11/2011,0.5321,0.5633,0.5979,0.6329,0.6758,0.7085,0.7592
2/10/2011,0.5288,0.5592,0.5942,0.6285,0.6654,0.6967,0.7475
2/9/2011,0.5321,0.5633,0.5979,0.6329,0.6758,0.7085,0.7592
2/8/2011,0.5288,0.5592,0.5942,0.6285,0.6654,0.6967,0.7475
2/7/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
2/5/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
2/4/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
2/3/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
2/2/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
2/1/2011,0.5288,0.5592,0.5942,0.6323,0.6654,0.6967,0.7475
1/31/2011,0.5313,0.5592,0.5942,0.6329,0.6719,0.7046,0.7554
1/29/2011,0.5313,0.5592,0.5942,0.6329,0.6719,0.7046,0.7554
1/28/2011,0.5313,0.5592,0.5942,0.6329,0.6719,0.7046,0.7554
1/27/2011,0.5373,0.5662,0.6015,0.6419,0.675,0.7092,0.7617
1/26/2011,0.5281,0.5554,0.5908,0.6285,0.6654,0.6967,0.7433
1/25/2011,0.5281,0.5554,0.5908,0.6285,0.6654,0.6967,0.7433
1/24/2011,0.5339,0.5621,0.5979,0.6357,0.6719,0.7031,0.7488
1/22/2011,0.5307,0.5611,0.5961,0.6339,0.6712,0.7,0.7469
1/21/2011,0.5307,0.5611,0.5961,0.6339,0.6712,0.7,0.7469
1/20/2011,0.5257,0.556,0.5917,0.6297,0.6679,0.6964,0.7414
1/19/2011,0.5346,0.5646,0.5992,0.6381,0.6742,0.7042,0.7521
1/18/2011,0.5304,0.56,0.5957,0.6336,0.6712,0.7,0.7465
1/17/2011,0.5346,0.5646,0.5992,0.6381,0.6742,0.7042,0.7521
1/15/2011,0.5257,0.556,0.5917,0.6297,0.6679,0.6964,0.7414
1/14/2011,0.5257,0.556,0.5917,0.6297,0.6679,0.6964,0.7414
1/13/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7465
1/12/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7465
1/11/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7465
1/10/2011,0.5253,0.5557,0.5913,0.6293,0.6679,0.6964,0.7414
1/8/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7462
1/7/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7462
1/6/2011,0.5288,0.5613,0.5946,0.6325,0.6712,0.7,0.75
1/5/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7465
1/4/2011,0.53,0.5596,0.5954,0.6332,0.6712,0.7,0.7465
1/3/2011,0.5196,0.5529,0.5871,0.6279,0.6642,0.695,0.7388
1/1/2011,0.5185,0.5531,0.5919,0.6262,0.6571,0.6821,0.7271
12/31/2010,0.5185,0.5531,0.5919,0.6262,0.6571,0.6821,0.7271
12/30/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/29/2010,0.4923,0.5188,0.5515,0.5915,0.6229,0.6492,0.695
12/28/2010,0.4923,0.5188,0.5515,0.5915,0.6229,0.6492,0.695
12/27/2010,0.4843,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/25/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/24/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/23/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/22/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/21/2010,0.4923,0.5188,0.5515,0.5915,0.6229,0.6492,0.695
12/20/2010,0.4886,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/18/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/17/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/16/2010,0.483,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/15/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/14/2010,0.4915,0.5188,0.5523,0.5935,0.6233,0.6504,0.6958
12/13/2010,0.4831,0.51,0.5431,0.5842,0.6163,0.6433,0.6892
12/11/2010,0.483,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/10/2010,0.483,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/9/2010,0.483,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/8/2010,0.4908,0.5188,0.5515,0.5915,0.6229,0.6492,0.695
12/7/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/6/2010,0.483,0.5117,0.5453,0.585,0.6179,0.6461,0.6907
12/4/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/3/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/2/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
12/1/2010,0.4871,0.5154,0.5486,0.5893,0.6212,0.6485,0.6938
11/30/2010,0.4908,0.5181,0.5515,0.5927,0.6225,0.6496,0.6938
11/29/2010,0.4864,0.5146,0.5479,0.5886,0.6204,0.6477,0.6935
11/27/2010,0.4864,0.5146,0.5479,0.5886,0.6204,0.6477,0.6935
11/26/2010,0.4864,0.5146,0.5479,0.5886,0.6204,0.6477,0.6935
11/25/2010,0.4908,0.5181,0.5515,0.5927,0.6225,0.6496,0.6954
11/24/2010,0.4823,0.511,0.5447,0.5843,0.6171,0.6454,0.6904
11/23/2010,0.4823,0.5119,0.5477,0.5812,0.6179,0.6433,0.6888
11/22/2010,0.4864,0.5146,0.5479,0.5861,0.6204,0.6477,0.6935
11/20/2010,0.4823,0.5119,0.5438,0.5812,0.6163,0.6433,0.6888
11/19/2010,0.4823,0.5119,0.5438,0.5812,0.6163,0.6433,0.6888
11/18/2010,0.4823,0.511,0.5447,0.582,0.6171,0.6454,0.6904
11/17/2010,0.4854,0.5139,0.5471,0.5836,0.6185,0.6458,0.6912
11/16/2010,0.4864,0.5146,0.5479,0.5861,0.6204,0.6477,0.6935
11/15/2010,0.4823,0.511,0.5447,0.582,0.6171,0.6454,0.6904
11/13/2010,0.4864,0.5146,0.5479,0.5861,0.6204,0.6477,0.6935
11/12/2010,0.4864,0.5146,0.5479,0.5861,0.6204,0.6477,0.6935
11/11/2010,0.4864,0.5146,0.5479,0.5861,0.6204,0.6477,0.6935
11/10/2010,0.4854,0.5139,0.5471,0.5836,0.6185,0.6458,0.6912
11/9/2010,0.4823,0.511,0.5447,0.582,0.6171,0.6454,0.6904
11/8/2010,0.4823,0.5107,0.544,0.581,0.6164,0.6439,0.69
11/6/2010,0.4823,0.5107,0.544,0.581,0.6164,0.6439,0.69
11/5/2010,0.4823,0.5107,0.544,0.581,0.6164,0.6439,0.69
11/4/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.6439,0.69
11/3/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.6439,0.69
11/2/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.6439,0.69
11/1/2010,0.4896,0.5162,0.55,0.585,0.6192,0.6479,0.6942
10/30/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/29/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/28/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.645,0.69
10/27/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.645,0.69
10/26/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.645,0.69
10/25/2010,0.4819,0.5073,0.5423,0.5781,0.6142,0.6429,0.6883
10/23/2010,0.4846,0.5114,0.5454,0.5807,0.6142,0.6454,0.6908
10/22/2010,0.4846,0.5114,0.5454,0.5807,0.6142,0.6454,0.6908
10/21/2010,0.4817,0.5087,0.543,0.5793,0.6132,0.645,0.69
10/20/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/19/2010,0.4846,0.5114,0.5454,0.5807,0.6142,0.6454,0.6908
10/18/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/16/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/15/2010,0.4861,0.5129,0.5471,0.5832,0.6177,0.6473,0.6931
10/14/2010,0.4896,0.5162,0.55,0.585,0.6192,0.6479,0.6942
10/13/2010,0.4836,0.5121,0.5471,0.5825,0.6177,0.6473,0.6931
10/12/2010,0.4793,0.508,0.5417,0.5787,0.6132,0.645,0.69
10/11/2010,0.4793,0.508,0.5417,0.5787,0.6132,0.645,0.69
10/9/2010,0.4836,0.5121,0.5471,0.5825,0.6177,0.6473,0.6931
10/8/2010,0.4836,0.5121,0.5471,0.5825,0.6177,0.6473,0.6931
10/7/2010,0.4793,0.508,0.5417,0.5787,0.6132,0.645,0.69
10/6/2010,0.4793,0.508,0.5417,0.5787,0.6132,0.645,0.69
10/5/2010,0.4836,0.5121,0.5471,0.5825,0.6177,0.6473,0.6931
10/4/2010,0.4807,0.5093,0.543,0.5823,0.6129,0.6411,0.6846
10/2/2010,0.4685,0.4977,0.5346,0.5773,0.6113,0.6379,0.6842
10/1/2010,0.4685,0.4977,0.5346,0.5773,0.6113,0.6379,0.6842
9/30/2010,0.4457,0.4714,0.5046,0.5443,0.575,0.6069,0.6496
9/29/2010,0.4413,0.4667,0.4997,0.54,0.5714,0.6032,0.6461
9/28/2010,0.44,0.4657,0.4987,0.539,0.5707,0.6025,0.6454
9/27/2010,0.4446,0.4704,0.5031,0.5419,0.5721,0.6013,0.6463
9/25/2010,0.4413,0.4673,0.502,0.5423,0.5743,0.6057,0.6436
9/24/2010,0.4413,0.4673,0.502,0.5423,0.5743,0.6057,0.6436
9/23/2010,0.4413,0.4673,0.502,0.5423,0.5743,0.6057,0.6436
9/22/2010,0.4413,0.4673,0.502,0.5423,0.5743,0.6057,0.6436
9/21/2010,0.4413,0.4673,0.502,0.5423,0.5743,0.6057,0.6436
