Date,1Y,2Y,3Y,4Y,5Y,7Y,10Y,12Y,15Y
4/4/2014,0.918,1.015,1.148,1.258,1.383,1.555,1.768,1.903,2.095
4/3/2014,0.918,1.015,1.148,1.258,1.383,1.555,1.768,1.903,2.095
4/2/2014,0.918,1.018,1.148,1.255,1.38,1.565,1.775,1.898,2.095
4/1/2014,0.918,1.018,1.145,1.253,1.375,1.56,1.775,1.873,2.095
3/31/2014,0.918,1.018,1.135,1.248,1.36,1.538,1.765,1.86,2.095
3/28/2014,0.915,1.005,1.115,1.225,1.345,1.525,1.745,1.85,2.095
3/27/2014,0.915,1.025,1.13,1.245,1.365,1.55,1.765,1.868,2.095
3/26/2014,0.92,1.02,1.13,1.245,1.37,1.555,1.77,1.873,2.095
3/25/2014,0.92,1.025,1.14,1.245,1.365,1.55,1.775,1.865,2.095
3/24/2014,0.9,1.005,1.12,1.225,1.36,1.545,1.775,1.86,2.095
3/21/2014,0.9,1.01,1.12,1.225,1.355,1.545,1.77,1.855,2.095
3/20/2014,0.9,0.995,1.115,1.225,1.355,1.545,1.775,1.843,2.095
3/19/2014,0.9,0.975,1.08,1.19,1.305,1.495,1.72,1.838,2.095
3/18/2014,0.9,0.98,1.09,1.195,1.32,1.515,1.745,1.823,2.095
3/17/2014,0.895,0.975,1.085,1.2,1.32,1.505,1.725,1.843,2.095
3/14/2014,0.9,0.975,1.08,1.19,1.315,1.505,1.725,1.82,2.095
3/13/2014,0.9,0.975,1.085,1.19,1.32,1.515,1.74,1.845,2.095
3/12/2014,0.9,0.98,1.09,1.205,1.335,1.525,1.76,1.858,2.095
3/11/2014,0.895,0.985,1.1,1.215,1.345,1.54,1.765,2.025,2.095
3/10/2014,0.9,0.985,1.1,1.215,1.35,1.55,1.78,1.858,2.095
3/7/2014,0.9,0.985,1.1,1.225,1.355,1.55,1.775,1.903,2.095
3/6/2014,0.895,0.98,1.09,1.22,1.35,1.55,1.775,1.903,2.095
3/5/2014,0.9,0.98,1.095,1.215,1.35,1.55,1.775,1.903,2.095
3/4/2014,0.895,0.98,1.09,1.215,1.345,1.54,1.75,1.903,2.095
3/3/2014,0.89,0.97,1.08,1.205,1.335,1.53,1.74,1.86,2.095
2/28/2014,0.895,0.965,1.09,1.21,1.335,1.53,1.74,1.858,2.095
2/27/2014,0.895,0.965,1.09,1.21,1.335,1.53,1.74,1.858,2.095
2/26/2014,0.885,0.963,1.08,1.2,1.328,1.513,1.73,1.855,2.095
2/25/2014,0.89,0.965,1.07,1.195,1.325,1.51,1.725,2.025,2.095
2/24/2014,0.88,0.965,1.07,1.19,1.325,1.51,1.725,1.903,2.095
2/21/2014,0.88,0.96,1.075,1.195,1.325,1.51,1.725,1.843,2.095
2/20/2014,0.88,0.96,1.07,1.185,1.315,1.51,1.715,1.65,2.095
2/19/2014,0.88,0.96,1.07,1.185,1.32,1.51,1.725,1.725,2.095
2/18/2014,0.88,0.96,1.075,1.195,1.33,1.52,1.73,1.73,2.095
2/17/2014,0.88,0.955,1.07,1.185,1.31,1.495,1.71,1.68,2.095
2/14/2014,0.88,0.955,1.065,1.18,1.305,1.495,1.71,1.675,2.095
2/13/2014,0.88,0.96,1.07,1.19,1.315,1.505,1.715,1.685,2.095
2/12/2014,0.88,0.96,1.075,1.19,1.32,1.505,1.72,1.805,2.095
2/11/2014,0.875,0.955,1.07,1.183,1.313,1.493,1.695,1.848,2.095
2/10/2014,0.875,0.96,1.06,1.17,1.3,1.485,1.7,1.79,2.095
2/7/2014,0.88,0.96,1.07,1.188,1.315,1.51,1.725,1.798,2.095
2/6/2014,0.875,0.96,1.06,1.18,1.31,1.5,1.725,1.85,2.095
2/5/2014,0.87,0.955,1.055,1.175,1.305,1.5,1.71,1.783,2.095
2/4/2014,0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
2/3/2014,0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.798,2.095
1/31/2014,0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
1/30/2014,0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
1/29/2014,0.87,0.965,1.075,1.205,1.335,1.535,1.745,1.89,2.095
1/28/2014,0.87,0.965,1.075,1.19,1.325,1.515,1.735,1.875,2.095
1/27/2014,0.87,0.96,1.07,1.19,1.32,1.515,1.73,1.865,2.165
1/24/2014,0.873,0.965,1.085,1.21,1.35,1.55,1.76,1.815,2.165
1/23/2014,0.875,0.975,1.095,1.22,1.375,1.58,1.8,1.865,2.165
1/22/2014,0.875,0.975,1.1,1.23,1.385,1.59,1.815,1.965,2.165
1/21/2014,0.875,0.98,1.1,1.24,1.39,1.6,1.815,1.91,2.165
1/20/2014,0.87,0.973,1.095,1.238,1.38,1.59,1.815,1.86,2.165
1/17/2014,0.875,0.98,1.095,1.23,1.38,1.6,1.815,2.05,2.26
1/16/2014,0.87,0.98,1.1,1.24,1.39,1.615,1.84,1.875,2.26
1/15/2014,0.875,0.985,1.11,1.265,1.42,1.635,1.865,1.9,2.26
1/14/2014,0.87,0.98,1.1,1.245,1.395,1.62,1.845,1.875,2.26
1/13/2014,0.87,0.98,1.105,1.25,1.4,1.62,1.845,1.883,2.26
1/10/2014,0.87,0.975,1.11,1.265,1.42,1.645,1.875,1.928,2.26
1/9/2014,0.875,0.98,1.125,1.27,1.43,1.655,1.885,1.998,2.26
1/8/2014,0.875,0.985,1.12,1.273,1.428,1.65,1.878,1.94,2.26
1/7/2014,0.875,0.978,1.12,1.27,1.425,1.65,1.875,1.935,2.26
1/6/2014,0.875,0.98,1.13,1.275,1.435,1.665,1.89,1.953,2.26
1/3/2014,0.875,0.99,1.135,1.295,1.45,1.685,1.91,1.978,2.26
1/2/2014,0.875,0.985,1.13,1.285,1.45,1.68,1.9,1.95,2.1
1/1/2014,0.87,0.97,1.113,1.285,1.423,1.653,1.863,1.895,2.1
12/31/2013,0.875,0.97,1.11,1.29,1.425,1.655,1.855,1.848,2.1
12/30/2013,0.88,0.975,1.12,1.28,1.425,1.655,1.85,1.853,2.1
12/27/2013,0.88,0.97,1.105,1.27,1.415,1.645,1.85,1.985,2.1
12/26/2013,0.895,0.975,1.105,1.235,1.385,1.605,1.815,1.895,2.1
12/25/2013,0.895,0.975,1.105,1.235,1.375,1.59,1.785,1.895,2.1
12/24/2013,0.895,0.975,1.105,1.235,1.375,1.59,1.785,1.895,2.1
12/23/2013,0.895,0.975,1.105,1.235,1.36,1.59,1.785,1.895,2.1
12/20/2013,0.895,0.975,1.105,1.235,1.38,1.59,1.785,1.895,2.1
12/19/2013,0.895,0.975,1.1,1.23,1.36,1.575,1.785,1.895,2.1
12/18/2013,0.883,0.965,1.095,1.215,1.33,1.535,1.755,1.895,2.1
12/17/2013,0.895,0.975,1.095,1.21,1.33,1.53,1.765,1.843,2.1
12/16/2013,0.895,0.975,1.095,1.21,1.33,1.53,1.765,1.838,2.1
12/13/2013,0.895,0.98,1.095,1.215,1.335,1.54,1.765,1.84,2.1
12/12/2013,0.895,0.97,1.09,1.21,1.33,1.525,1.755,1.833,2.1
12/11/2013,0.895,0.97,1.09,1.195,1.31,1.51,1.745,1.808,2.1
12/10/2013,0.895,0.975,1.095,1.225,1.345,1.565,1.77,1.93,2.1
12/9/2013,0.91,0.99,1.12,1.235,1.35,1.565,1.77,1.855,2.1
12/6/2013,0.91,0.99,1.115,1.235,1.37,1.565,1.77,1.868,2.1
