Date,1Y,2Y,3Y,4Y,5Y,7Y,10Y,12Y,15Y
12/13/2012,0.89,0.905,0.945,1.01,1.075,1.21,1.345,1.425,2.355
12/12/2012,0.88,0.895,0.935,0.99,1.06,1.185,1.325,1.405,2.355
12/11/2012,0.88,0.89,0.92,0.985,1.05,1.185,1.31,1.425,2.355
12/10/2012,0.88,0.88,0.92,0.98,1.05,1.185,1.31,1.425,2.355
12/7/2012,0.885,0.895,0.925,0.99,1.05,1.185,1.31,1.425,2.355
12/6/2012,0.885,0.89,0.925,0.99,1.05,1.185,1.31,1.425,2.355
12/5/2012,0.885,0.893,0.925,0.99,1.053,1.17,1.31,1.425,2.355
12/4/2012,0.883,0.885,0.92,0.983,1.04,1.163,1.3,1.425,2.355
12/3/2012,0.885,0.89,0.92,0.983,1.04,1.185,1.3,1.425,2.355
11/30/2012,0.885,0.888,0.92,0.98,1.045,1.165,1.305,1.425,2.355
11/29/2012,0.885,0.888,0.92,0.988,1.05,1.17,1.313,1.425,2.355
11/28/2012,0.885,0.888,0.92,0.985,1.05,1.168,1.315,1.4,2.355
11/27/2012,0.89,0.89,0.93,1,1.065,1.175,1.328,1.425,2.355
11/26/2012,0.89,0.9,0.935,1.005,1.073,1.185,1.325,1.355,2.355
11/23/2012,0.888,0.905,0.938,1.003,1.065,1.175,1.318,1.405,2.355
11/22/2012,0.888,0.895,0.925,0.985,1.045,1.153,1.295,1.39,2.355
11/21/2012,0.883,0.895,0.925,0.985,1.04,1.15,1.293,1.39,2.355
11/20/2012,0.883,0.885,0.91,0.97,1.03,1.145,1.28,1.383,2.355
11/19/2012,0.875,0.88,0.91,0.97,1.03,1.15,1.285,1.378,2.355
11/16/2012,0.875,0.88,0.905,0.97,1.025,1.15,1.285,1.385,2.355
11/15/2012,0.88,0.88,0.91,0.968,1.025,1.14,1.273,1.373,2.355
11/14/2012,0.875,0.88,0.908,0.96,1.018,1.14,1.27,1.365,2.355
11/13/2012,0.878,0.88,0.905,0.96,1.01,1.14,1.265,1.368,2.355
11/12/2012,0.875,0.885,0.9,0.96,1.01,1.15,1.265,1.33,2.355
11/9/2012,0.875,0.88,0.9,0.965,1.015,1.15,1.275,1.37,2.355
11/8/2012,0.88,0.89,0.91,0.97,1.015,1.15,1.275,1.38,2.355
11/7/2012,0.883,0.89,0.915,0.98,1.035,1.145,1.278,1.385,2.355
11/6/2012,0.88,0.89,0.915,0.975,1.03,1.15,1.275,1.388,2.355
11/5/2012,0.88,0.89,0.915,0.975,1.03,1.15,1.275,1.388,2.355
11/2/2012,0.88,0.89,0.915,0.98,1.035,1.15,1.275,1.388,2.355
11/1/2012,0.88,0.885,0.915,0.97,1.03,1.15,1.275,1.388,2.355
10/31/2012,0.88,0.885,0.915,0.97,1.03,1.15,1.275,1.385,2.355
10/30/2012,0.88,0.89,0.915,0.97,1.03,1.15,1.275,1.378,2.355
10/29/2012,0.88,0.89,0.915,0.975,1.03,1.15,1.275,1.383,2.355
10/26/2012,0.878,0.89,0.91,0.98,1.04,1.15,1.285,1.398,2.355
10/25/2012,0.878,0.893,0.92,0.983,1.045,1.153,1.295,1.398,2.355
10/24/2012,0.875,0.888,0.913,0.97,1.035,1.145,1.28,1.385,2.355
10/23/2012,0.875,0.888,0.915,0.98,1.04,1.145,1.285,1.39,2.355
10/22/2012,0.873,0.885,0.918,0.975,1.035,1.145,1.285,1.39,2.355
10/19/2012,0.873,0.89,0.915,0.975,1.038,1.145,1.288,1.393,2.355
10/18/2012,0.873,0.89,0.915,0.975,1.04,1.148,1.293,1.408,2.355
10/17/2012,0.873,0.885,0.915,0.978,1.033,1.145,1.28,1.38,2.355
10/16/2012,0.873,0.885,0.908,0.97,1.025,1.133,1.27,1.36,2.355
10/15/2012,0.868,0.88,0.903,0.96,1.013,1.123,1.255,1.35,2.355
10/12/2012,0.863,0.875,0.9,0.953,1.01,1.12,1.25,1.348,2.355
10/11/2012,0.865,0.87,0.895,0.95,1.005,1.115,1.245,1.35,2.355
10/10/2012,0.86,0.873,0.898,0.95,1.005,1.115,1.243,1.37,2.355
10/9/2012,0.86,0.873,0.898,0.95,1.005,1.115,1.243,1.35,2.355
10/8/2012,0.865,0.88,0.91,0.958,1.013,1.12,1.25,1.358,2.355
10/5/2012,0.865,0.878,0.915,0.96,1.015,1.125,1.253,1.37,2.355
10/4/2012,0.865,0.88,0.905,0.95,1.01,1.118,1.253,1.37,2.355
10/3/2012,0.87,0.878,0.9,0.943,0.993,1.108,1.235,1.345,2.355
10/2/2012,0.873,0.885,0.908,0.963,1.015,1.14,1.255,1.39,2.355
10/1/2012,0.878,0.89,0.92,0.97,1.033,1.15,1.273,1.405,2.355
9/28/2012,0.878,0.89,0.923,0.975,1.03,1.15,1.28,1.383,2.355
9/27/2012,0.878,0.89,0.92,0.975,1.035,1.155,1.285,1.38,2.355
9/26/2012,0.875,0.883,0.908,0.96,1.02,1.145,1.27,1.38,2.355
9/25/2012,0.875,0.885,0.915,0.97,1.028,1.148,1.28,1.41,2.355
9/24/2012,0.875,0.883,0.91,0.97,1.028,1.148,1.28,1.4,2.355
9/21/2012,0.885,0.89,0.923,0.98,1.04,1.155,1.29,1.4,2.355
9/20/2012,0.88,0.883,0.908,0.97,1.033,1.148,1.288,1.408,2.355
9/19/2012,0.885,0.898,0.93,0.99,1.058,1.163,1.31,1.413,2.355
9/18/2012,0.885,0.895,0.938,0.993,1.053,1.16,1.303,1.415,2.355
9/17/2012,0.888,0.903,0.945,1.008,1.08,1.175,1.333,1.4,2.355
9/14/2012,0.888,0.905,0.935,1.01,1.07,1.168,1.315,1.375,2.355
9/13/2012,0.885,0.895,0.928,0.985,1.043,1.155,1.275,1.38,2.355
9/12/2012,0.883,0.903,0.938,1.003,1.06,1.163,1.29,1.205,2.355
9/11/2012,0.888,0.903,0.933,0.985,1.053,1.16,1.285,1.375,2.355
9/10/2012,0.873,0.885,0.918,0.97,1.02,1.13,1.25,1.32,2.355
9/7/2012,0.875,0.888,0.925,0.973,1.028,1.133,1.258,1.37,2.355
9/6/2012,0.873,0.875,0.908,0.948,0.99,1.098,1.225,1.335,2.355
9/5/2012,0.873,0.875,0.9,0.94,0.98,1.088,1.21,1.255,2.355
9/4/2012,0.87,0.873,0.9,0.938,0.978,1.085,1.205,1.255,2.355
9/3/2012,0.868,0.868,0.893,0.935,0.975,1.083,1.2,1.32,2.355
8/31/2012,0.865,0.87,0.895,0.943,0.983,1.095,1.208,1.32,2.355
8/30/2012,0.865,0.87,0.895,0.943,0.985,1.093,1.215,1.255,2.355
8/29/2012,0.865,0.87,0.905,0.948,0.985,1.095,1.21,1.255,2.355
8/28/2012,0.865,0.87,0.9,0.943,0.988,1.095,1.215,1.325,2.355
8/27/2012,0.865,0.873,0.905,0.948,0.99,1.103,1.215,1.255,2.355
8/24/2012,0.865,0.873,0.9,0.948,0.993,1.1,1.218,1.345,2.355
8/23/2012,0.865,0.875,0.913,0.958,1.01,1.118,1.24,1.345,2.355
8/22/2012,0.865,0.875,0.91,0.965,1.013,1.12,1.243,1.255,2.355
8/21/2012,0.865,0.88,0.918,0.97,1.023,1.125,1.255,1.345,2.355
8/20/2012,0.86,0.87,0.903,0.948,1,1.105,1.223,1.255,2.355
8/17/2012,0.86,0.86,0.898,0.948,0.995,1.098,1.215,1.255,2.355
8/16/2012,0.863,0.87,0.9,0.948,0.995,1.098,1.23,1.255,2.355
8/15/2012,0.86,0.865,0.893,0.94,0.99,1.09,1.21,1.32,2.355
8/14/2012,0.85,0.86,0.893,0.925,0.97,1.075,1.19,1.28,2.355
8/13/2012,0.848,0.855,0.875,0.918,0.955,1.053,1.163,1.275,2.355
8/10/2012,0.848,0.853,0.87,0.915,0.955,1.05,1.16,1.255,2.355
8/9/2012,0.848,0.855,0.875,0.925,0.96,1.06,1.168,1.255,2.355
8/8/2012,0.848,0.848,0.873,0.913,0.96,1.05,1.16,1.285,2.355
8/7/2012,0.848,0.858,0.875,0.92,0.965,1.055,1.17,1.285,2.355
8/6/2012,0.845,0.855,0.87,0.913,0.96,1.048,1.17,1.285,2.355
8/3/2012,0.84,0.843,0.853,0.905,0.945,1.04,1.148,1.265,2.355
8/2/2012,0.838,0.838,0.855,0.903,0.945,1.04,1.163,1.255,2.355
8/1/2012,0.838,0.838,0.855,0.903,0.945,1.04,1.163,1.255,2.355
7/31/2012,0.838,0.84,0.86,0.913,0.96,1.043,1.17,1.265,2.355
7/30/2012,0.82,0.835,0.85,0.91,0.955,1.043,1.165,1.305,2.355
7/27/2012,0.815,0.823,0.838,0.888,0.935,1.03,1.145,1.24,2.355
7/26/2012,0.815,0.818,0.83,0.878,0.92,1.023,1.13,1.29,1.355
7/25/2012,0.813,0.818,0.835,0.873,0.92,1.02,1.128,1.325,2.355
7/24/2012,0.815,0.815,0.825,0.878,0.925,1.03,1.148,1.325,2.355
7/23/2012,0.818,0.815,0.825,0.878,0.92,1.03,1.138,1.325,2.355
7/20/2012,0.815,0.815,0.835,0.885,0.93,1.03,1.148,1.325,2.355
7/19/2012,0.818,0.82,0.833,0.885,0.925,1.028,1.145,1.295,2.355
7/18/2012,0.818,0.82,0.83,0.885,0.925,1.035,1.18,1.355,2.355
7/17/2012,0.815,0.825,0.838,0.885,0.93,1.035,1.178,1.305,2.355
7/16/2012,0.81,0.818,0.83,0.88,0.93,1.035,1.168,1.285,2.355
7/13/2012,0.8,0.808,0.825,0.878,0.93,1.033,1.165,1.29,2.355
7/12/2012,0.823,0.83,0.86,0.918,0.963,1.08,1.208,1.335,2.355
7/11/2012,0.858,0.863,0.888,0.945,1,1.118,1.25,1.44,2.355
7/10/2012,0.858,0.865,0.89,0.945,1,1.118,1.25,1.385,2.355
7/9/2012,0.86,0.87,0.903,0.963,1.015,1.143,1.27,1.46,2.355
7/6/2012,0.865,0.875,0.908,0.975,1.025,1.145,1.28,1.475,2.355
7/5/2012,0.868,0.878,0.91,0.975,1.03,1.148,1.283,1.395,2.355
7/4/2012,0.868,0.88,0.915,0.978,1.035,1.153,1.3,1.405,2.355
7/3/2012,0.863,0.875,0.913,0.975,1.035,1.153,1.298,1.425,2.355
7/2/2012,0.863,0.878,0.913,0.975,1.04,1.153,1.3,1.425,2.355
6/29/2012,0.863,0.875,0.915,0.983,1.04,1.16,1.303,1.415,2.355
6/28/2012,0.86,0.87,0.9,0.963,1.02,1.145,1.27,1.405,2.355
6/27/2012,0.86,0.875,0.905,0.975,1.025,1.148,1.275,1.465,2.355
6/26/2012,0.86,0.875,0.908,0.97,1.03,1.15,1.28,1.475,2.355
6/25/2012,0.863,0.87,0.913,0.97,1.025,1.15,1.278,1.475,2.355
6/22/2012,0.863,0.875,0.915,0.973,1.035,1.15,1.293,1.415,2.355
6/21/2012,0.86,0.875,0.91,0.98,1.035,1.158,1.29,1.425,2.355
6/20/2012,0.86,0.88,0.918,0.98,1.045,1.16,1.305,1.425,2.355
6/19/2012,0.86,0.878,0.91,0.97,1.035,1.15,1.295,1.41,2.355
6/18/2012,0.86,0.875,0.913,0.97,1.035,1.155,1.29,1.415,2.355
6/15/2012,0.858,0.868,0.903,0.955,1.01,1.125,1.265,1.405,2.355
6/14/2012,0.86,0.873,0.908,0.96,1.02,1.133,1.27,1.455,2.355
6/13/2012,0.858,0.885,0.915,0.975,1.025,1.138,1.28,1.405,2.355
6/12/2012,0.858,0.875,0.89,0.95,1,1.11,1.25,1.395,2.355
6/11/2012,0.858,0.873,0.895,0.953,1.005,1.12,1.258,1.44,2.355
6/8/2012,0.858,0.868,0.89,0.948,1,1.12,1.255,1.405,2.355
6/7/2012,0.865,0.878,0.905,0.963,1.02,1.133,1.27,1.415,2.355
6/6/2012,0.865,0.88,0.905,0.97,1.02,1.14,1.273,1.415,2.355
6/5/2012,0.86,0.875,0.895,0.96,1.01,1.128,1.263,1.48,2.355
6/4/2012,0.858,0.878,0.89,0.958,1.01,1.13,1.26,1.395,2.355
6/1/2012,0.863,0.88,0.91,0.97,1.02,1.14,1.275,1.425,2.355
5/31/2012,0.865,0.885,0.915,0.975,1.035,1.155,1.295,1.47,2.355
5/30/2012,0.878,0.9,0.94,1.023,1.075,1.203,1.34,1.485,2.355
5/29/2012,0.878,0.905,0.95,1.023,1.09,1.208,1.36,1.39,2.355
5/28/2012,0.885,0.91,0.96,1.02,1.085,1.205,1.345,1.485,2.355
5/25/2012,0.883,0.905,0.95,1.01,1.075,1.193,1.335,1.475,2.355
5/24/2012,0.885,0.905,0.938,1.01,1.063,1.19,1.325,1.475,2.355
5/23/2012,0.885,0.905,0.955,1.03,1.075,1.198,1.34,1.52,2.355
5/22/2012,0.885,0.91,0.963,1.03,1.09,1.205,1.365,1.485,2.355
5/21/2012,0.88,0.908,0.96,1.025,1.075,1.198,1.338,1.475,2.355
5/18/2012,0.88,0.903,0.945,1.01,1.07,1.185,1.33,1.515,2.355
5/17/2012,0.88,0.915,0.955,1.033,1.09,1.205,1.365,1.505,2.355
5/16/2012,0.88,0.908,0.948,1.02,1.08,1.2,1.353,1.505,2.355
5/15/2012,0.89,0.92,0.965,1.043,1.1,1.225,1.378,1.555,2.355
5/14/2012,0.888,0.915,0.963,1.038,1.1,1.223,1.37,1.535,2.355
5/11/2012,0.898,0.933,0.99,1.065,1.138,1.268,1.413,1.635,2.355
5/10/2012,0.9,0.94,1.01,1.083,1.16,1.298,1.438,1.585,2.355
5/9/2012,0.9,0.935,1,1.078,1.145,1.283,1.425,1.555,2.355
5/8/2012,0.9,0.933,0.99,1.078,1.14,1.27,1.418,1.61,2.355
5/7/2012,0.905,0.933,1,1.078,1.153,1.278,1.425,1.575,2.355
5/4/2012,0.91,0.96,1.03,1.11,1.18,1.305,1.453,1.635,2.355
5/3/2012,0.91,0.96,1.03,1.108,1.17,1.305,1.453,1.595,2.355
5/2/2012,0.92,0.975,1.04,1.115,1.185,1.315,1.463,1.65,2.355
5/1/2012,0.92,0.975,1.04,1.105,1.185,1.315,1.46,1.65,2.355
4/30/2012,0.92,0.975,1.035,1.11,1.183,1.315,1.46,1.64,2.355
4/27/2012,0.92,0.975,1.035,1.105,1.18,1.315,1.46,1.605,2.355
4/26/2012,0.925,0.98,1.04,1.12,1.19,1.315,1.47,1.605,2.355
4/25/2012,0.93,0.99,1.05,1.12,1.195,1.315,1.475,1.655,2.355
4/24/2012,0.93,0.99,1.05,1.12,1.195,1.315,1.475,1.66,2.355
4/23/2012,0.935,1,1.06,1.135,1.205,1.33,1.49,1.69,2.355
4/20/2012,0.935,0.995,1.06,1.135,1.205,1.33,1.49,1.69,2.355
4/19/2012,0.93,0.993,1.06,1.135,1.208,1.34,1.49,1.68,2.355
4/18/2012,0.93,0.993,1.053,1.13,1.208,1.34,1.49,1.625,2.355
4/17/2012,0.93,0.993,1.055,1.128,1.2,1.338,1.49,1.615,2.355
4/16/2012,0.925,0.993,1.055,1.138,1.21,1.35,1.495,1.695,2.355
4/13/2012,0.93,0.998,1.06,1.14,1.22,1.358,1.515,1.625,2.355
4/12/2012,0.91,0.975,1.038,1.115,1.208,1.343,1.498,1.605,2.355
4/11/2012,0.91,0.975,1.033,1.115,1.2,1.343,1.498,1.69,2.355
4/10/2012,0.91,0.973,1.03,1.123,1.205,1.345,1.515,1.625,2.355
4/9/2012,0.91,0.975,1.04,1.13,1.22,1.355,1.525,1.645,2.355
4/6/2012,0.918,0.983,1.055,1.148,1.25,1.39,1.56,1.755,2.355
4/5/2012,0.923,0.99,1.065,1.16,1.26,1.403,1.575,1.69,2.355
4/4/2012,0.908,0.968,1.045,1.143,1.245,1.385,1.56,1.745,2.355
4/3/2012,0.908,0.968,1.045,1.143,1.245,1.385,1.56,1.745,2.355
4/2/2012,0.895,0.945,1.03,1.128,1.233,1.373,1.548,1.67,2.355
3/30/2012,0.88,0.92,0.998,1.095,1.195,1.338,1.503,1.7,2.355
3/29/2012,0.88,0.92,0.998,1.095,1.19,1.335,1.505,1.7,2.355
3/28/2012,0.888,0.913,1,1.1,1.203,1.343,1.513,1.645,2.355
3/27/2012,0.88,0.92,0.995,1.103,1.205,1.348,1.52,1.7,2.355
3/26/2012,0.885,0.92,1,1.105,1.21,1.35,1.52,1.705,2.355
3/23/2012,0.885,0.92,0.995,1.105,1.21,1.36,1.525,1.705,2.355
3/22/2012,0.895,0.92,1,1.12,1.22,1.36,1.535,1.66,2.355
3/21/2012,0.89,0.925,1.005,1.125,1.233,1.373,1.54,1.71,2.355
3/20/2012,0.893,0.928,1.008,1.133,1.235,1.373,1.543,1.755,2.355
3/19/2012,0.885,0.925,1.003,1.118,1.223,1.363,1.533,1.7,2.355
3/16/2012,0.88,0.93,1.015,1.135,1.245,1.38,1.555,1.675,2.355
3/15/2012,0.88,0.93,1.018,1.135,1.245,1.383,1.56,1.775,2.355
3/14/2012,0.88,0.92,1.003,1.11,1.223,1.363,1.538,1.66,2.355
3/13/2012,0.878,0.91,0.975,1.075,1.178,1.31,1.485,1.66,2.355
3/12/2012,0.878,0.9,0.965,1.065,1.165,1.305,1.47,1.63,2.355
3/9/2012,0.88,0.913,0.985,1.093,1.193,1.323,1.505,1.665,2.355
3/8/2012,0.88,0.91,0.983,1.09,1.185,1.318,1.49,1.625,2.355
3/7/2012,0.88,0.91,0.975,1.075,1.18,1.31,1.485,1.615,2.355
3/6/2012,0.88,0.91,0.975,1.08,1.18,1.315,1.493,1.625,2.355
3/5/2012,0.88,0.91,0.98,1.075,1.175,1.315,1.5,1.71,2.355
3/2/2012,0.88,0.92,1.003,1.103,1.205,1.35,1.528,1.68,2.355
3/1/2012,0.88,0.92,0.995,1.103,1.2,1.35,1.52,1.635,2.355
2/29/2012,0.87,0.913,0.985,1.093,1.193,1.34,1.52,1.635,2.355
2/28/2012,0.875,0.91,0.99,1.095,1.195,1.35,1.528,1.675,2.355
2/27/2012,0.875,0.91,0.99,1.095,1.195,1.35,1.528,1.675,2.355
2/24/2012,0.875,0.91,0.99,1.095,1.198,1.35,1.528,1.65,2.355
2/23/2012,0.875,0.92,1.003,1.1,1.215,1.358,1.54,1.685,2.355
2/22/2012,0.875,0.913,0.993,1.09,1.2,1.353,1.538,1.69,2.355
2/21/2012,0.873,0.905,0.985,1.085,1.18,1.31,1.505,1.67,2.355
2/20/2012,0.865,0.89,0.97,1.07,1.18,1.308,1.5,1.63,2.355
2/17/2012,0.87,0.89,0.97,1.07,1.173,1.305,1.48,1.63,2.355
2/16/2012,0.87,0.88,0.945,1.048,1.155,1.295,1.473,1.63,2.355
2/15/2012,0.87,0.9,0.975,1.08,1.175,1.32,1.503,1.66,2.355
2/14/2012,0.865,0.9,0.965,1.073,1.175,1.328,1.505,1.65,2.355
2/13/2012,0.87,0.9,0.98,1.083,1.19,1.34,1.52,1.67,2.355
2/10/2012,0.863,0.878,0.958,1.065,1.16,1.303,1.485,1.665,2.355
2/9/2012,0.865,0.883,0.968,1.07,1.17,1.31,1.493,1.635,2.355
2/8/2012,0.858,0.88,0.958,1.06,1.16,1.295,1.48,1.625,2.355
2/7/2012,0.855,0.868,0.935,1.035,1.13,1.268,1.45,1.66,2.355
2/6/2012,0.85,0.863,0.91,1.01,1.093,1.223,1.398,1.555,2.355
2/3/2012,0.845,0.858,0.915,1.005,1.085,1.218,1.395,1.555,2.355
2/2/2012,0.845,0.86,0.93,1.015,1.1,1.23,1.405,1.63,2.355
2/1/2012,0.84,0.858,0.923,1.008,1.093,1.228,1.403,1.555,2.355
1/31/2012,0.84,0.86,0.928,1.013,1.105,1.24,1.413,1.58,2.355
1/30/2012,0.843,0.85,0.923,1.01,1.098,1.233,1.41,1.625,2.355
1/27/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.61,2.355
1/26/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.61,2.355
1/25/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.61,2.355
1/24/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.61,2.355
1/23/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.61,2.355
1/20/2012,0.848,0.863,0.945,1.035,1.118,1.253,1.433,1.6,2.355
1/19/2012,0.845,0.863,0.943,1.03,1.115,1.25,1.43,1.575,2.355
1/18/2012,0.845,0.863,0.93,1.028,1.108,1.243,1.423,1.6,2.355
1/17/2012,0.845,0.86,0.938,1.03,1.115,1.25,1.425,1.595,2.355
1/16/2012,0.843,0.863,0.93,1.02,1.105,1.24,1.415,1.575,2.355
1/13/2012,0.845,0.868,0.94,1.035,1.12,1.26,1.428,1.56,2.355
1/12/2012,0.845,0.865,0.935,1.028,1.108,1.248,1.413,1.58,2.355
1/11/2012,0.845,0.86,0.935,1.023,1.105,1.245,1.408,1.575,2.355
1/10/2012,0.848,0.87,0.955,1.048,1.13,1.28,1.445,1.605,2.355
1/9/2012,0.84,0.858,0.935,1.03,1.105,1.25,1.42,1.58,2.355
1/6/2012,0.843,0.858,0.94,1.033,1.1,1.238,1.41,1.575,2.355
1/5/2012,0.845,0.86,0.945,1.03,1.1,1.235,1.415,1.59,2.355
1/4/2012,0.84,0.855,0.925,1.018,1.093,1.21,1.41,1.58,2.355
1/3/2012,0.83,0.85,0.915,1.013,1.085,1.205,1.405,1.555,2.355
1/2/2012,0.825,0.835,0.905,1,1.075,1.205,1.405,1.575,2.355
12/30/2011,0.82,0.833,0.905,1,1.078,1.213,1.413,1.525,2.355
12/29/2011,0.82,0.833,0.895,0.99,1.06,1.19,1.385,1.565,2.355
12/28/2011,0.82,0.833,0.895,0.99,1.07,1.198,1.38,1.545,2.355
12/27/2011,0.82,0.83,0.893,0.99,1.065,1.198,1.38,1.515,2.355
12/26/2011,0.818,0.84,0.9,1,1.08,1.215,1.395,1.58,2.355
12/23/2011,0.818,0.84,0.9,1,1.08,1.215,1.395,1.545,2.355
12/22/2011,0.818,0.823,0.885,0.985,1.065,1.195,1.375,1.525,2.355
12/21/2011,0.818,0.823,0.885,0.985,1.063,1.195,1.373,1.52,2.355
12/20/2011,0.8,0.82,0.875,0.968,1.043,1.195,1.348,1.525,2.355
12/19/2011,0.8,0.805,0.858,0.95,1.03,1.188,1.335,1.52,2.355
12/16/2011,0.8,0.805,0.858,0.95,1.03,1.188,1.335,1.505,2.355
12/15/2011,0.8,0.803,0.858,0.945,1.03,1.188,1.333,1.505,2.355
12/14/2011,0.8,0.81,0.858,0.955,1.043,1.188,1.343,1.505,2.355
12/13/2011,0.8,0.813,0.86,0.955,1.04,1.185,1.34,1.505,2.355
12/12/2011,0.8,0.82,0.868,0.955,1.05,1.193,1.353,1.51,2.355
12/9/2011,0.813,0.81,0.868,0.958,1.05,1.193,1.353,1.515,2.355
12/8/2011,0.818,0.825,0.885,0.98,1.065,1.195,1.36,1.59,2.355
12/7/2011,0.818,0.825,0.888,0.98,1.07,1.195,1.365,1.585,2.355
12/6/2011,0.813,0.823,0.888,0.98,1.068,1.195,1.358,1.535,2.355
12/5/2011,0.825,0.84,0.905,0.99,1.085,1.215,1.38,1.61,2.355
12/2/2011,0.825,0.835,0.905,0.998,1.088,1.215,1.383,1.565,2.355
12/1/2011,0.85,0.86,0.945,1.04,1.12,1.25,1.425,1.67,2.355
11/30/2011,0.86,0.873,0.945,1.035,1.11,1.248,1.425,1.645,2.355
11/29/2011,0.858,0.873,0.948,1.038,1.12,1.25,1.425,1.525,2.355
11/28/2011,0.858,0.875,0.95,1.035,1.125,1.255,1.43,1.53,2.355
11/25/2011,0.858,0.873,0.945,1.035,1.125,1.255,1.43,1.51,2.355
11/24/2011,0.858,0.868,0.945,1.028,1.115,1.25,1.42,1.515,2.355
11/23/2011,0.86,0.868,0.94,1.028,1.103,1.25,1.41,1.535,2.355
11/22/2011,0.865,0.88,0.948,1.035,1.125,1.245,1.42,1.52,2.355
11/21/2011,0.86,0.875,0.948,1.028,1.12,1.245,1.42,1.525,2.355
11/18/2011,0.86,0.875,0.948,1.028,1.11,1.245,1.405,1.525,2.355
11/17/2011,0.86,0.875,0.95,1.025,1.11,1.245,1.4,1.475,2.355
11/16/2011,0.868,0.878,0.95,1.033,1.11,1.243,1.4,1.485,2.355
11/15/2011,0.868,0.878,0.95,1.033,1.11,1.238,1.4,1.51,2.355
11/14/2011,0.868,0.88,0.96,1.05,1.125,1.25,1.41,1.5,2.355
11/11/2011,0.868,0.883,0.96,1.038,1.12,1.25,1.41,1.505,2.355
11/10/2011,0.863,0.875,0.945,1.028,1.1,1.235,1.393,1.515,2.355
11/9/2011,0.868,0.875,0.96,1.04,1.118,1.253,1.413,1.525,2.355
11/8/2011,0.87,0.88,0.96,1.043,1.12,1.255,1.42,1.525,2.355
11/7/2011,0.87,0.893,0.97,1.058,1.128,1.278,1.433,1.545,2.355
11/4/2011,0.87,0.895,0.98,1.063,1.14,1.28,1.44,1.555,2.355
11/3/2011,0.868,0.88,0.955,1.043,1.12,1.255,1.413,1.515,2.355
11/2/2011,0.868,0.89,0.975,1.06,1.14,1.28,1.438,1.57,2.355
11/1/2011,0.868,0.895,0.973,1.055,1.14,1.28,1.43,1.535,2.355
10/31/2011,0.875,0.905,0.993,1.088,1.175,1.325,1.48,1.58,2.355
10/28/2011,0.878,0.913,1.003,1.1,1.188,1.328,1.485,1.65,2.355
10/27/2011,0.878,0.91,0.998,1.088,1.178,1.32,1.48,1.585,2.355
10/26/2011,0.878,0.91,0.998,1.09,1.175,1.318,1.478,1.585,2.355
10/25/2011,0.878,0.91,1,1.09,1.18,1.323,1.48,1.595,2.355
10/24/2011,0.875,0.908,0.998,1.095,1.183,1.325,1.485,1.595,2.355
10/21/2011,0.875,0.908,0.978,1.065,1.145,1.283,1.445,1.565,2.355
10/20/2011,0.875,0.903,0.98,1.063,1.145,1.283,1.448,1.565,2.355
10/19/2011,0.873,0.908,0.988,1.08,1.165,1.303,1.475,1.62,2.355
10/18/2011,0.873,0.908,0.988,1.08,1.158,1.3,1.47,1.575,2.355
10/17/2011,0.878,0.92,1.003,1.098,1.19,1.335,1.51,1.595,2.355
10/14/2011,0.878,0.903,0.983,1.07,1.15,1.29,1.47,1.475,2.355
10/13/2011,0.875,0.903,0.988,1.073,1.15,1.295,1.478,1.595,2.355
10/12/2011,0.875,0.9,0.983,1.065,1.135,1.268,1.438,1.575,2.355
10/11/2011,0.878,0.9,0.985,1.07,1.135,1.265,1.435,1.565,2.355
10/10/2011,0.865,0.895,0.968,1.045,1.115,1.23,1.41,1.525,2.355
10/7/2011,0.865,0.895,0.968,1.045,1.115,1.23,1.41,1.485,2.355
10/6/2011,0.863,0.88,0.953,1.028,1.088,1.198,1.365,1.475,2.355
10/5/2011,0.858,0.88,0.953,1.02,1.08,1.195,1.365,1.465,2.355
10/4/2011,0.855,0.875,0.94,0.998,1.07,1.178,1.345,1.465,2.355
10/3/2011,0.865,0.88,0.945,1.015,1.075,1.19,1.36,1.515,2.355
9/30/2011,0.87,0.89,0.955,1.03,1.095,1.21,1.385,1.535,2.355
9/29/2011,0.88,0.913,0.985,1.06,1.123,1.255,1.433,1.56,2.355
9/28/2011,0.88,0.913,0.99,1.06,1.128,1.25,1.438,1.56,2.355
9/27/2011,0.885,0.91,0.98,1.04,1.11,1.245,1.408,1.525,2.355
9/26/2011,0.885,0.9,0.96,1.02,1.078,1.203,1.358,1.525,2.355
9/23/2011,0.885,0.91,0.963,1.02,1.088,1.213,1.363,1.47,2.355
9/22/2011,0.888,0.903,0.963,1.023,1.08,1.21,1.36,1.46,2.355
9/21/2011,0.888,0.918,0.98,1.045,1.105,1.23,1.395,1.48,2.355
9/20/2011,0.888,0.905,0.96,1.03,1.095,1.225,1.373,1.465,2.355
9/19/2011,0.888,0.91,0.97,1.035,1.095,1.235,1.383,1.525,2.355
9/16/2011,0.888,0.915,0.985,1.05,1.12,1.26,1.413,1.49,2.355
