"Bank";"Partner";"Amount";"Interest";"Year";"Month";"Day"
1;18;5;7,9;2007;1;3
1;38;3;7,9;2007;1;3
8;9;0,35;7,8;2007;1;3
15;20;2;8;2007;1;3
2;9;1,3;7,8;2007;1;3
18;9;0,8;7,8;2007;1;3
18;2;5;7,75;2007;1;3
3;20;4;7,95;2007;1;3
3;38;1,8;7,9;2007;1;3
26;10;2;7,9;2007;1;3
26;19;1,7;7,9;2007;1;3
32;19;0,6;7,9;2007;1;3
35;9;1,2;7,8;2007;1;3
36;19;1,3;7,9;2007;1;3
37;18;0,33;7,6;2007;1;3
4;19;5;7,95;2007;1;3
4;20;3;7,95;2007;1;3
4;20;4,6;7,95;2007;1;3
4;38;2;7,95;2007;1;3
5;20;3;8;2007;1;3
6;19;1,5;7,85;2007;1;3
6;20;1,3;7,85;2007;1;3
6;20;2,4;7,95;2007;1;3
6;38;1;7,9;2007;1;3
8;9;0,2;7,6;2007;1;4
12;9;1;7,65;2007;1;4
12;20;1;7,65;2007;1;4
15;20;3;7,75;2007;1;4
20;9;1;7,65;2007;1;4
3;9;1,9;7,65;2007;1;4
3;1;2,4;7,65;2007;1;4
3;20;4;7,75;2007;1;4
26;20;1;7,75;2007;1;4
32;9;0,9;7,65;2007;1;4
32;6;0,6;7,6;2007;1;4
37;18;0,27;7,6;2007;1;4
40;38;0,2;7,85;2007;1;4
4;20;4;7,85;2007;1;4
4;38;2;7,85;2007;1;4
6;9;0,75;7,6;2007;1;4
8;17;0,2;7,6;2007;1;5
12;20;1,5;7,7;2007;1;5
15;20;3;7,7;2007;1;5
17;39;0,9;8,33;2007;1;5
18;24;10;7,6;2007;1;5
20;1;1,8;7,65;2007;1;5
3;38;2;7,7;2007;1;5
26;12;0,5;7,5;2007;1;5
26;2;1;7,5;2007;1;5
26;17;1;7,6;2007;1;5
32;19;0,35;7,55;2007;1;5
32;6;0,6;7,55;2007;1;5
35;1;1,2;7,6;2007;1;5
37;18;0,65;7,5;2007;1;5
4;20;4,1;7,7;2007;1;5
5;20;4;7,7;2007;1;5
6;17;0,8;7,65;2007;1;5
6;19;1,5;7,65;2007;1;5
6;20;0,3;7,65;2007;1;5
6;20;2,4;7,65;2007;1;5
8;9;0,25;7,5;2007;1;6
13;19;2,4;7,6;2007;1;6
13;20;3,5;7,5;2007;1;6
13;3;1;7,6;2007;1;6
17;39;0,3;8,35;2007;1;6
18;1;2;8;2007;1;6
26;10;1;7,6;2007;1;6
26;17;0,5;7,5;2007;1;6
26;20;0,5;7,55;2007;1;6
35;9;1,2;7,5;2007;1;6
35;24;1;7,45;2007;1;6
37;18;0,48;7,5;2007;1;6
40;38;0,16;7,6;2007;1;6
4;20;2;7,6;2007;1;6
4;20;3;7,65;2007;1;6
4;1;2;7,65;2007;1;6
6;20;0,4;7,6;2007;1;6
8;13;0,2;7,45;2007;1;9
9;18;3;7,7;2007;1;9
10;18;7;7,65;2007;1;9
12;1;2;7,7;2007;1;9
19;1;2,5;7,6;2007;1;9
19;18;5;7,65;2007;1;9
3;16;1;7,7;2007;1;9
26;3;0,5;7,5;2007;1;9
32;1;0,73;7,5;2007;1;9
37;18;0,47;7,5;2007;1;9
40;38;0,1;7,65;2007;1;9
4;18;3,75;7,65;2007;1;9
4;20;2;7,6;2007;1;9
4;20;3;7,6;2007;1;9
4;38;1;7,65;2007;1;9
6;13;1,1;7,6;2007;1;9
6;18;0,8;7,6;2007;1;9
6;20;0,3;7,6;2007;1;9
6;20;2;7,6;2007;1;9
8;9;0,2;7,6;2007;1;10
10;17;2;7,8;2007;1;10
12;1;2;7,65;2007;1;10
2;20;1,6;7,8;2007;1;10
17;39;0,6;8,32;2007;1;10
18;20;2;7,75;2007;1;10
20;17;1,2;7,65;2007;1;10
21;9;0,2;7,65;2007;1;10
23;1;1,45;7,98;2007;1;10
24;12;2,5;8,05;2007;1;10
3;38;1;7,85;2007;1;10
26;18;1;7,65;2007;1;10
31;3;0,65;7,5;2007;1;10
35;9;1,2;8;2007;1;10
35;6;1,2;8;2007;1;10
37;18;0,4;7,85;2007;1;10
37;18;0,23;7,85;2007;1;10
4;17;2;7,85;2007;1;10
4;38;1;7,85;2007;1;10
6;20;2,4;7,65;2007;1;10
6;1;1;7,75;2007;1;10
1;18;4;8,2;2007;1;11
1;20;3;8,4;2007;1;11
1;4;5;8,4;2007;1;11
8;18;0,3;8,2;2007;1;11
9;18;3;8,5;2007;1;11
9;20;1,5;8,4;2007;1;11
10;18;8;8,45;2007;1;11
10;24;5;8,3;2007;1;11
12;18;4;8,55;2007;1;11
12;24;3;8,4;2007;1;11
15;24;4;8,4;2007;1;11
2;24;2;8,3;2007;1;11
17;1;1;8,3;2007;1;11
17;24;1,7;8,4;2007;1;11
21;9;0,4;8,1;2007;1;11
26;20;1,5;8,3;2007;1;11
31;2;1,3;8,1;2007;1;11
31;3;1,3;8;2007;1;11
37;18;0,45;8,1;2007;1;11
4;20;2;8,4;2007;1;11
4;24;5;8,35;2007;1;11
1;15;2;8,4;2007;1;12
1;2;6;8,4;2007;1;12
1;18;2;8,45;2007;1;12
1;20;4;8,5;2007;1;12
1;4;3;8,4;2007;1;12
8;19;0,3;8,3;2007;1;12
9;19;1,5;8,45;2007;1;12
9;20;1,8;8,55;2007;1;12
2;13;1;8,5;2007;1;12
2;1;3;8,4;2007;1;12
2;19;4;8,4;2007;1;12
2;24;2;8,4;2007;1;12
17;9;0,9;8,3;2007;1;12
17;18;9,8;8,3;2007;1;12
17;24;1,9;8,4;2007;1;12
17;3;3,9;8,4;2007;1;12
17;5;2,9;8,35;2007;1;12
18;19;1;8,5;2007;1;12
18;24;10;8,4;2007;1;12
18;3;6;8,4;2007;1;12
21;9;0,4;8,2;2007;1;12
21;3;0,4;8,2;2007;1;12
23;19;0,3;8,4;2007;1;12
26;3;2;8,35;2007;1;12
26;6;1;8,45;2007;1;12
31;2;1,2;8,1;2007;1;12
31;3;1,3;8;2007;1;12
32;9;0,4;8,3;2007;1;12
32;10;0,9;8,4;2007;1;12
32;19;0,9;8,35;2007;1;12
32;6;0,6;8,4;2007;1;12
35;9;1,2;8,2;2007;1;12
35;1;1,2;8,15;2007;1;12
37;18;0,52;8,2;2007;1;12
40;19;0,29;8,35;2007;1;12
4;15;5;8,4;2007;1;12
4;20;2;8,6;2007;1;12
4;24;2;8,45;2007;1;12
4;3;3;8,4;2007;1;12
5;4;3;8,25;2007;1;12
6;1;1,2;8,4;2007;1;12
6;20;0,5;8,3;2007;1;12
6;20;2,4;8,5;2007;1;12
1;20;4;8,45;2007;1;13
1;6;2;8,35;2007;1;13
1;6;2,5;8,1;2007;1;13
8;3;0,3;8,4;2007;1;13
13;1;2;8,25;2007;1;13
15;10;6;8,1;2007;1;13
15;19;3,5;8,5;2007;1;13
15;20;2,4;8,55;2007;1;13
17;3;3,9;8,4;2007;1;13
21;9;0,2;8,35;2007;1;13
21;3;0,4;8,4;2007;1;13
23;19;0,2;8,5;2007;1;13
24;12;2,5;8;2007;1;13
24;18;1,7;8;2007;1;13
24;5;1,2;8;2007;1;13
26;20;2;8,5;2007;1;13
26;3;1;8,4;2007;1;13
26;6;0,6;8,4;2007;1;13
31;2;1,8;8,55;2007;1;13
31;3;0,8;8;2007;1;13
32;9;0,22;8,4;2007;1;13
32;1;0,9;8,5;2007;1;13
36;15;1;8,5;2007;1;13
37;18;0,31;8,25;2007;1;13
4;12;3;8,55;2007;1;13
5;10;6,3;8,45;2007;1;13
5;1;5,5;8,4;2007;1;13
5;15;3,8;8,4;2007;1;13
5;17;0,95;8,35;2007;1;13
5;4;7,7;8,35;2007;1;13
6;9;0,8;8,5;2007;1;13
6;19;1,5;8,5;2007;1;13
6;20;0,7;8,5;2007;1;13
6;20;2,4;8,5;2007;1;13
1;1;2;8,25;2007;1;16
1;6;2;8,35;2007;1;16
8;13;0,2;8,05;2007;1;16
10;20;0,7;8,35;2007;1;16
15;10;6,2;8,2;2007;1;16
15;12;7,5;8,05;2007;1;16
15;18;3,7;8;2007;1;16
15;19;3,5;8,25;2007;1;16
15;20;2,4;8,3;2007;1;16
15;1;7,5;8,25;2007;1;16
15;4;4;8,2;2007;1;16
15;5;1;8;2007;1;16
2;15;3,3;8,2;2007;1;16
2;3;2;8,25;2007;1;16
17;1;1,5;8,3;2007;1;16
17;19;2,9;8,35;2007;1;16
17;20;2;8,3;2007;1;16
17;38;1;8,3;2007;1;16
17;4;2;8,3;2007;1;16
18;15;5;8,3;2007;1;16
18;1;3;8,05;2007;1;16
18;24;4;8,1;2007;1;16
18;3;5;8,05;2007;1;16
21;9;0,3;8;2007;1;16
23;4;0,45;8,35;2007;1;16
24;15;1;8,3;2007;1;16
24;1;2,5;8,1;2007;1;16
26;3;1;8,2;2007;1;16
26;4;0,9;8,1;2007;1;16
31;2;1,9;7,9;2007;1;16
31;3;0,75;7,95;2007;1;16
32;1;0,8;8,2;2007;1;16
32;19;0,9;8,25;2007;1;16
36;19;1;8,3;2007;1;16
4;20;4;8,3;2007;1;16
5;9;2,8;8,1;2007;1;16
5;10;3;8;2007;1;16
5;12;5,8;8,05;2007;1;16
5;13;1,5;8,1;2007;1;16
5;2;5;8;2007;1;16
5;17;0,95;8,15;2007;1;16
5;4;3,8;8,15;2007;1;16
6;15;1,2;8,2;2007;1;16
6;20;0,4;8,3;2007;1;16
6;20;2;8,2;2007;1;16
6;38;1;8,3;2007;1;16
1;6;2;8;2007;1;17
8;6;0,25;7,9;2007;1;17
10;20;0,7;8;2007;1;17
13;18;2;8;2007;1;17
13;19;2;7,95;2007;1;17
13;20;2;8,05;2007;1;17
2;12;3;8,1;2007;1;17
17;12;4,4;8;2007;1;17
17;15;3,8;8;2007;1;17
17;19;2,9;8,03;2007;1;17
17;20;2,7;8,05;2007;1;17
17;24;1,9;7,95;2007;1;17
17;38;1;7,95;2007;1;17
17;4;4;8;2007;1;17
18;15;2;8;2007;1;17
18;24;12;8;2007;1;17
21;2;0,5;8;2007;1;17
21;1;0,5;7,85;2007;1;17
21;5;0,5;7,9;2007;1;17
23;1;1,4;7,98;2007;1;17
23;19;0,45;7,95;2007;1;17
3;15;5;8,05;2007;1;17
3;20;1;8,05;2007;1;17
26;20;2;8,05;2007;1;17
30;1;0,4;7,9;2007;1;17
31;2;1,9;7,9;2007;1;17
31;3;0,75;7,75;2007;1;17
32;1;0,39;7,9;2007;1;17
32;19;0,9;7,95;2007;1;17
32;6;0,6;8;2007;1;17
35;9;1;7,9;2007;1;17
37;18;0,11;7,75;2007;1;17
4;12;3;8;2007;1;17
4;24;5;8;2007;1;17
5;12;5,8;8;2007;1;17
5;19;3,8;8,05;2007;1;17
5;24;1,9;7,95;2007;1;17
5;4;7,5;7,9;2007;1;17
8;1;0,3;7,9;2007;1;18
12;15;2;8,1;2007;1;18
12;1;0,2;8,1;2007;1;18
12;20;0,7;8;2007;1;18
2;1;3;8,05;2007;1;18
2;18;5;8,05;2007;1;18
17;18;5;8;2007;1;18
17;19;2,9;8;2007;1;18
17;20;2,1;7,95;2007;1;18
17;1;1;8,05;2007;1;18
18;24;10;8;2007;1;18
19;15;4;8;2007;1;18
21;9;0,4;7,9;2007;1;18
23;19;0,1;7,9;2007;1;18
3;1;10;7,95;2007;1;18
3;15;5;8;2007;1;18
3;18;4;8;2007;1;18
3;1;2;8;2007;1;18
31;12;1,5;7,75;2007;1;18
31;2;1,9;7,8;2007;1;18
31;3;1,9;7,7;2007;1;18
32;9;0,86;7,9;2007;1;18
32;4;0,8;7,9;2007;1;18
35;9;1,2;7,9;2007;1;18
37;18;0,4;7,85;2007;1;18
5;9;1,4;8;2007;1;18
5;13;0,5;8;2007;1;18
5;13;2;8;2007;1;18
5;15;3,8;8,05;2007;1;18
5;2;6,8;8;2007;1;18
5;17;0,95;8;2007;1;18
5;18;9;7,9;2007;1;18
5;19;3,9;8;2007;1;18
5;20;3;8;2007;1;18
5;24;1,9;7,9;2007;1;18
5;4;7,8;7,95;2007;1;18
6;9;0,8;7,9;2007;1;18
6;12;2,4;7,95;2007;1;18
6;1;1,1;8;2007;1;18
6;15;1,2;7,95;2007;1;18
6;19;1,5;7,9;2007;1;18
6;20;2,4;7,9;2007;1;18
6;38;1;7,95;2007;1;18
6;4;2,1;7,95;2007;1;18
1;1;3;8;2007;1;19
1;38;3;8;2007;1;19
1;38;4,8;8;2007;1;19
8;9;0,25;7,9;2007;1;19
13;18;2;8;2007;1;19
13;20;1,5;8;2007;1;19
15;24;3;8;2007;1;19
16;20;0,7;8;2007;1;19
2;24;2;8;2007;1;19
17;18;3;7,99;2007;1;19
17;24;1,9;7,95;2007;1;19
18;24;3;7,99;2007;1;19
21;9;0,4;7,9;2007;1;19
21;3;0,2;7,75;2007;1;19
3;24;2;8,05;2007;1;19
26;20;0,7;7,95;2007;1;19
31;2;1,9;7,85;2007;1;19
31;3;1,9;7,75;2007;1;19
32;1;0,6;7,9;2007;1;19
37;18;0,37;7,8;2007;1;19
4;1;2;8;2007;1;19
4;24;5;8,05;2007;1;19
5;9;2,9;8;2007;1;19
5;20;3;8;2007;1;19
5;24;1,9;8;2007;1;19
6;9;0,8;7,9;2007;1;19
6;10;1,5;7,9;2007;1;19
6;13;1,1;7,95;2007;1;19
6;15;1,2;7,9;2007;1;19
6;2;1;7,9;2007;1;19
6;17;0,8;7,95;2007;1;19
6;18;0,8;8;2007;1;19
6;19;1,5;7,95;2007;1;19
6;20;2,4;7,95;2007;1;19
6;1;0,75;7,95;2007;1;19
6;38;1;8;2007;1;19
1;9;1;7,95;2007;1;20
1;20;4;7,95;2007;1;20
1;24;1,5;7,95;2007;1;20
1;3;5;7,9;2007;1;20
8;9;0,2;7,9;2007;1;20
15;9;1;7,9;2007;1;20
15;1;1,3;7,9;2007;1;20
15;20;1;7,9;2007;1;20
16;20;0,8;8,05;2007;1;20
2;9;1,3;7,9;2007;1;20
17;38;1,5;7,95;2007;1;20
18;17;1;7,85;2007;1;20
18;24;10;8;2007;1;20
18;3;5;7,85;2007;1;20
20;9;1;7,9;2007;1;20
21;9;0,4;7,9;2007;1;20
21;6;0,2;7,9;2007;1;20
26;10;0,7;7,9;2007;1;20
26;4;1;7,9;2007;1;20
30;4;0,45;7,85;2007;1;20
31;12;1;7,8;2007;1;20
31;2;1,9;7,8;2007;1;20
31;3;1,9;7,7;2007;1;20
32;19;0,67;7,95;2007;1;20
35;17;1;7,8;2007;1;20
35;5;2;7,75;2007;1;20
37;18;0,53;7,75;2007;1;20
4;38;2;8;2007;1;20
4;40;0,1;8,05;2007;1;20
5;20;3;8;2007;1;20
5;20;2,7;8,05;2007;1;20
5;24;1,9;7,9;2007;1;20
6;9;0,8;7,9;2007;1;20
6;10;1,5;7,9;2007;1;20
6;12;2,4;7,9;2007;1;20
6;15;1,2;7,9;2007;1;20
6;19;1,5;7,95;2007;1;20
6;20;2;8;2007;1;20
6;24;0,75;7,95;2007;1;20
6;2;1;8;2007;1;20
1;20;3;8;2007;1;23
1;38;2;7,95;2007;1;23
1;6;4;7,9;2007;1;23
8;9;0,2;7,9;2007;1;23
12;9;1;7,85;2007;1;23
12;13;1;7,9;2007;1;23
15;20;2;8;2007;1;23
16;20;0,7;8;2007;1;23
17;9;0,95;7,9;2007;1;23
17;10;2,9;7,9;2007;1;23
17;12;1;7,9;2007;1;23
17;2;3,8;7,8;2007;1;23
17;2;5,8;7,9;2007;1;23
17;18;2;7,65;2007;1;23
17;19;2,9;7,85;2007;1;23
17;24;1,9;7,9;2007;1;23
17;38;0,5;7,95;2007;1;23
17;4;2;7,85;2007;1;23
18;10;8;7,9;2007;1;23
18;12;3;7,8;2007;1;23
18;19;7;7,8;2007;1;23
18;24;10;7,85;2007;1;23
18;4;5;7,9;2007;1;23
21;9;0,4;7,9;2007;1;23
21;6;0,2;7,95;2007;1;23
30;4;0,45;7,85;2007;1;23
31;2;1,9;7,9;2007;1;23
31;3;1,9;7,5;2007;1;23
32;9;0,72;7,9;2007;1;23
32;19;0,6;7,9;2007;1;23
35;9;1,2;7,8;2007;1;23
37;18;0,46;7,75;2007;1;23
6;9;0,79;7,9;2007;1;23
6;13;1,1;8;2007;1;23
6;20;2,4;7,95;2007;1;23
6;2;1;7,95;2007;1;23
1;3;1;7,85;2007;1;24
1;38;1;7,9;2007;1;24
1;4;7;7,85;2007;1;24
8;9;0,2;7,8;2007;1;24
2;13;1;7,75;2007;1;24
17;9;0,97;7,85;2007;1;24
17;10;2,9;7,8;2007;1;24
17;15;3,5;7,8;2007;1;24
17;2;0,3;7,85;2007;1;24
17;3;3;7,8;2007;1;24
17;4;4,85;7,85;2007;1;24
17;6;1,94;7,85;2007;1;24
18;10;8;7,85;2007;1;24
18;2;2;7,9;2007;1;24
18;2;5;7,75;2007;1;24
18;20;2,1;7,9;2007;1;24
18;20;2,6;7,9;2007;1;24
18;2;10;7,8;2007;1;24
20;2;2,1;7,9;2007;1;24
21;9;0,4;7,8;2007;1;24
21;6;0,2;7,8;2007;1;24
26;9;1;7,85;2007;1;24
26;20;0,7;7,85;2007;1;24
31;12;1,4;7,6;2007;1;24
31;2;1,9;7,8;2007;1;24
31;3;1,9;7,7;2007;1;24
32;9;0,74;7,8;2007;1;24
32;10;0,6;7,8;2007;1;24
35;9;1,2;7,7;2007;1;24
35;6;1,2;7,7;2007;1;24
37;18;0,32;7,6;2007;1;24
4;40;0,12;8;2007;1;24
6;20;2,4;7,85;2007;1;24
1;2;2;7,95;2007;1;25
1;4;2;7,8;2007;1;25
8;19;0,25;7,9;2007;1;25
9;15;2;7,93;2007;1;25
12;19;4;7,85;2007;1;25
15;17;1;7,9;2007;1;25
16;2;1;7,9;2007;1;25
2;13;2,7;7,85;2007;1;25
17;19;2,9;7,8;2007;1;25
17;20;0,4;7,8;2007;1;25
17;2;2;7,85;2007;1;25
18;19;4;7,9;2007;1;25
18;20;2;7,9;2007;1;25
19;4;6;7,9;2007;1;25
21;6;0,2;7,8;2007;1;25
24;2;2,5;7,9;2007;1;25
24;18;1,7;7,9;2007;1;25
26;19;2;7,9;2007;1;25
31;12;1,3;7,6;2007;1;25
31;2;1,9;7,7;2007;1;25
31;3;1,9;7,75;2007;1;25
32;19;0,16;7,85;2007;1;25
32;4;0,9;7,8;2007;1;25
4;19;5;7,9;2007;1;25
6;19;1,5;7,8;2007;1;25
6;20;2;7,8;2007;1;25
1;15;4;7,85;2007;1;26
1;20;4;7,85;2007;1;26
1;38;1,5;7,85;2007;1;26
8;18;0,2;7,85;2007;1;26
9;10;1,9;7,8;2007;1;26
9;18;3;7,8;2007;1;26
13;18;2;7,6;2007;1;26
2;10;3;7,8;2007;1;26
2;18;5,3;7,6;2007;1;26
2;4;3;7,5;2007;1;26
17;9;0,97;7,75;2007;1;26
17;10;2,9;7,8;2007;1;26
17;12;3;7,8;2007;1;26
17;20;0,4;7,92;2007;1;26
17;3;3;7,75;2007;1;26
17;38;1;7,8;2007;1;26
17;2;1,95;7,85;2007;1;26
18;17;2,5;7,8;2007;1;26
18;24;4,5;7,6;2007;1;26
21;9;0,4;7,7;2007;1;26
26;9;0,4;7,8;2007;1;26
26;2;1;7,9;2007;1;26
26;19;0,5;7,85;2007;1;26
31;12;1,3;7,55;2007;1;26
31;2;1,9;7,8;2007;1;26
31;3;1,9;7,75;2007;1;26
32;9;0,7;7,8;2007;1;26
32;2;0,4;7,8;2007;1;26
32;4;0,9;7,85;2007;1;26
37;18;0,16;7,75;2007;1;26
4;17;0,5;7,7;2007;1;26
4;18;3;7,6;2007;1;26
4;2;0,8;8,15;2007;1;26
5;17;0,5;7,65;2007;1;26
5;2;9,6;7,8;2007;1;26
6;20;2,4;7,85;2007;1;26
1;4;6;7,7;2007;1;27
8;18;0,15;7,65;2007;1;27
9;18;2,2;7,75;2007;1;27
9;4;2,2;7,65;2007;1;27
9;5;2;7,3;2007;1;27
10;2;3;7,6;2007;1;27
10;18;8;7,7;2007;1;27
10;19;1,5;7,75;2007;1;27
10;2;5;7,7;2007;1;27
12;9;1;7,3;2007;1;27
12;2;2;7;2007;1;27
12;17;1,6;7,1;2007;1;27
12;19;1;7,5;2007;1;27
15;18;3,3;7,7;2007;1;27
15;20;3;7,7;2007;1;27
15;5;4,2;7,3;2007;1;27
2;15;3,3;7,7;2007;1;27
2;18;5;7,75;2007;1;27
2;19;1;7,7;2007;1;27
2;20;2,2;7,8;2007;1;27
2;2;3;7,5;2007;1;27
17;20;0,4;7,78;2007;1;27
18;17;3;7,2;2007;1;27
18;2;5;7,6;2007;1;27
19;18;1;7,45;2007;1;27
21;9;0,4;7,6;2007;1;27
23;4;0,2;7,7;2007;1;27
24;12;1;7,45;2007;1;27
24;3;2,5;7,3;2007;1;27
24;4;2,5;7,4;2007;1;27
3;20;4,1;7,8;2007;1;27
30;38;0,4;7,65;2007;1;27
31;2;1,9;7,8;2007;1;27
31;3;1,9;7,5;2007;1;27
32;9;0,9;7,6;2007;1;27
32;19;0,9;7,75;2007;1;27
32;4;0,5;7,75;2007;1;27
32;2;0,5;7,5;2007;1;27
37;18;0,1;7,6;2007;1;27
4;9;2,5;7,35;2007;1;27
5;17;0,96;7,1;2007;1;27
5;3;3,5;7,1;2007;1;27
5;3;4,4;7,1;2007;1;27
6;18;0,8;7,65;2007;1;27
6;20;2;7,7;2007;1;27
8;19;0,1;7;2007;1;30
10;24;8,3;7,05;2007;1;30
12;20;2,5;7,1;2007;1;30
12;24;3;7,1;2007;1;30
13;19;2,5;7,1;2007;1;30
13;6;0,5;7,1;2007;1;30
15;13;1;7,15;2007;1;30
15;24;5;7,1;2007;1;30
2;2;1,7;7,1;2007;1;30
18;20;2;7,1;2007;1;30
21;9;0,35;7;2007;1;30
4;19;7,5;7,1;2007;1;30
4;20;3,35;7,1;2007;1;30
4;38;1;7,15;2007;1;30
4;6;2;7,1;2007;1;30
5;17;0,95;7,1;2007;1;30
6;18;0,8;7,05;2007;1;30
6;19;1,5;7,1;2007;1;30
6;2;2,4;7,1;2007;1;30
6;38;1;7,15;2007;1;30
1;20;3;7,15;2007;1;31
8;9;0,15;7,1;2007;1;31
10;2;3;7,2;2007;1;31
10;38;1;7,25;2007;1;31
12;17;1,5;7,15;2007;1;31
12;2;3,5;7,2;2007;1;31
12;4;3;7,45;2007;1;31
12;5;5;7,35;2007;1;31
13;20;1,4;7,2;2007;1;31
15;17;2,5;7,15;2007;1;31
15;20;1,2;7,15;2007;1;31
17;16;0,7;7,25;2007;1;31
18;5;3;7,4;2007;1;31
20;16;0,7;7,15;2007;1;31
21;2;0,2;7,85;2007;1;31
21;5;0,5;7,9;2007;1;31
23;10;1,55;7,98;2007;1;31
3;6;2;8;2007;1;31
26;20;1;7,1;2007;1;31
37;18;0,1;7,1;2007;1;31
4;9;2,5;7,15;2007;1;31
4;5;5,25;7,3;2007;1;31
6;20;2,4;7,1;2007;1;31
6;38;1;7,15;2007;1;31
1;18;2,4;7,3;2007;2;1
1;18;3;7,6;2007;2;1
8;20;0,12;7,8;2007;2;1
9;18;1;7,7;2007;2;1
9;2;2,5;7,7;2007;2;1
10;18;10;7,6;2007;2;1
12;13;0,7;7,7;2007;2;1
12;13;1;7,7;2007;2;1
12;17;1,5;7,5;2007;2;1
12;18;3,5;7,7;2007;2;1
12;20;2,5;7,6;2007;2;1
12;5;5;7,7;2007;2;1
15;18;3,3;7,7;2007;2;1
2;10;4,5;7,1;2007;2;1
2;13;2,7;7,7;2007;2;1
2;15;3,3;7,7;2007;2;1
2;18;5;7,7;2007;2;1
2;5;2;7,7;2007;2;1
17;2;3;7,7;2007;2;1
17;19;1;7,75;2007;2;1
17;39;0,4;8,4;2007;2;1
21;2;0,2;7,5;2007;2;1
23;19;0,2;7,5;2007;2;1
26;2;0,2;7,6;2007;2;1
26;20;2,1;7,4;2007;2;1
31;12;1,6;7,4;2007;2;1
31;3;1,9;7,2;2007;2;1
32;19;0,9;7,4;2007;2;1
32;2;0,9;7,45;2007;2;1
37;18;0,12;7,5;2007;2;1
4;9;2,5;7,7;2007;2;1
4;17;3;7,7;2007;2;1
4;18;7,5;7,7;2007;2;1
4;20;2,3;7,6;2007;2;1
4;20;3;7,6;2007;2;1
4;38;1,4;7,7;2007;2;1
6;19;1,5;7,8;2007;2;1
6;5;2;7,8;2007;2;1
1;12;4,2;8,15;2007;2;2
1;2;2,8;8,1;2007;2;2
1;2;3,1;8,1;2007;2;2
8;18;0,25;8;2007;2;2
9;38;0,6;8,15;2007;2;2
17;12;1;8,05;2007;2;2
17;39;0,3;8,4;2007;2;2
20;18;0,2;8;2007;2;2
21;9;0,4;7,9;2007;2;2
26;17;1;8;2007;2;2
26;18;1;8;2007;2;2
26;20;2,1;8;2007;2;2
26;4;1;7,95;2007;2;2
31;2;1,5;8,1;2007;2;2
31;2;1,9;7,95;2007;2;2
31;3;1,9;7,95;2007;2;2
32;12;0,9;8,1;2007;2;2
32;19;0,9;7,95;2007;2;2
35;2;1,2;8;2007;2;2
36;19;0,95;7,9;2007;2;2
4;2;2;8,1;2007;2;2
4;20;2;8,1;2007;2;2
5;20;3;8,1;2007;2;2
6;13;1;8,1;2007;2;2
6;2;2,4;8,05;2007;2;2
8;20;0,2;8;2007;2;3
9;19;1,5;8,05;2007;2;3
10;15;5;8,15;2007;2;3
12;13;2;8,2;2007;2;3
13;15;1,3;7,95;2007;2;3
16;2;1;8,1;2007;2;3
2;2;3,3;8,1;2007;2;3
17;20;2;8,1;2007;2;3
17;20;2;8,1;2007;2;3
17;2;0,5;8,1;2007;2;3
18;12;5;8;2007;2;3
18;13;1;8,2;2007;2;3
18;17;1,5;8,03;2007;2;3
18;19;5;8,15;2007;2;3
20;13;0,2;8,07;2007;2;3
21;9;0,4;7,9;2007;2;3
26;12;1;7,95;2007;2;3
26;2;1,3;8;2007;2;3
26;18;0,5;8;2007;2;3
26;20;1;8;2007;2;3
31;12;1,6;7,85;2007;2;3
31;2;1,9;7,95;2007;2;3
31;3;1,9;7,9;2007;2;3
32;19;0,9;8;2007;2;3
35;9;0,8;7,9;2007;2;3
36;15;0,95;8;2007;2;3
37;18;0,41;7,95;2007;2;3
4;20;1,2;8,1;2007;2;3
4;20;3;8,1;2007;2;3
5;9;2;8,05;2007;2;3
5;10;6,3;8,05;2007;2;3
5;13;2,9;8,05;2007;2;3
5;18;9,7;8,05;2007;2;3
5;24;1,9;8;2007;2;3
6;2;2,4;8,05;2007;2;3
1;20;5;8;2007;2;6
1;38;6;7,95;2007;2;6
8;13;0,3;8;2007;2;6
15;18;3,7;8,05;2007;2;6
17;18;1;8,05;2007;2;6
19;13;1;8,05;2007;2;6
21;9;0,4;7,9;2007;2;6
24;2;2,4;8;2007;2;6
24;18;1,7;8,05;2007;2;6
26;12;1;8;2007;2;6
26;2;1;8;2007;2;6
26;18;1,5;8;2007;2;6
26;20;0,9;8;2007;2;6
26;6;1;7,95;2007;2;6
31;12;1,6;7,8;2007;2;6
31;2;1,9;7,9;2007;2;6
31;3;1,9;7,85;2007;2;6
32;9;0,64;7,9;2007;2;6
32;19;0,9;7,95;2007;2;6
35;9;1;7,9;2007;2;6
35;15;0,5;7,9;2007;2;6
36;15;0,8;7,9;2007;2;6
37;18;0,34;7,9;2007;2;6
40;38;0,14;7,95;2007;2;6
4;13;1,5;8,1;2007;2;6
4;20;1,2;8;2007;2;6
6;13;1,1;8,05;2007;2;6
6;18;0,8;8,05;2007;2;6
6;19;1;8,05;2007;2;6
6;2;2,4;8;2007;2;6
1;2;5;8;2007;2;7
1;20;3,3;8,05;2007;2;7
1;6;3,5;8;2007;2;7
1;6;3;7,95;2007;2;7
8;13;0,3;8,05;2007;2;7
17;18;9,5;8;2007;2;7
17;39;0,9;8,4;2007;2;7
20;17;0,15;8;2007;2;7
21;9;0,4;7,9;2007;2;7
