"Bank";"Partner";"Amount";"Interest";"Year";"Month";"Day"
47;9;0,2;9,1;2009;7;7
49;18;0,05;8,65;2009;7;7
5;20;4;9,15;2009;7;7
18;17;12;9,15;2009;7;8
23;10;1,25;9,48;2009;7;8
26;13;0,5;9,1;2009;7;8
26;16;0,5;9,1;2009;7;8
26;20;0,5;9,1;2009;7;8
37;12;0,2;10;2009;7;8
40;16;1,4;9,1;2009;7;8
2;12;2,1;9,15;2009;7;9
18;39;3;9,15;2009;7;9
20;13;1,2;9,1;2009;7;9
26;13;0,7;9,1;2009;7;9
26;20;1;9,1;2009;7;9
40;16;1,5;9,1;2009;7;9
47;9;0,15;9,1;2009;7;9
5;20;3,1;9,15;2009;7;9
10;17;3;9,14;2009;7;10
2;12;2,1;9,1;2009;7;10
18;35;0,5;9,15;2009;7;10
20;17;0,3;9,1;2009;7;10
26;20;1,4;9,1;2009;7;10
40;16;1,5;9,1;2009;7;10
44;9;0,13;9,1;2009;7;10
47;9;0,21;9,1;2009;7;10
5;20;3,3;9,15;2009;7;10
10;20;2,7;9,13;2009;7;11
20;12;1,15;9,05;2009;7;11
26;16;1;9,1;2009;7;11
37;12;0,15;9,85;2009;7;11
44;9;0,14;9,1;2009;7;11
47;9;0,22;9,1;2009;7;11
9;44;0,15;9,25;2009;7;14
20;13;1,25;9,1;2009;7;14
26;20;1,2;9,1;2009;7;14
40;9;0,1;9;2009;7;14
40;16;1,5;9,1;2009;7;14
47;9;0,08;9;2009;7;14
49;18;0,03;8,7;2009;7;14
9;44;0,14;9,25;2009;7;15
20;13;1,24;9,1;2009;7;15
23;10;1,6;9,48;2009;7;15
26;20;1,5;9,1;2009;7;15
40;16;1,5;9,1;2009;7;15
9;44;0,12;9,25;2009;7;16
9;47;0,1;9,25;2009;7;16
10;40;8;9,1;2009;7;16
10;37;3;9,1;2009;7;16
20;12;1,24;9,05;2009;7;16
26;12;0,5;9,08;2009;7;16
26;16;0,5;9,05;2009;7;16
26;20;2;9,1;2009;7;16
35;12;1,4;9,05;2009;7;16
40;16;1,15;9,1;2009;7;16
44;1;0,83;10,65;2009;7;16
9;44;0,12;9,25;2009;7;17
9;38;0,1;9,25;2009;7;17
18;17;3;9,1;2009;7;17
18;19;2,5;9,2;2009;7;17
20;13;1,24;9,1;2009;7;17
20;37;0,15;9,23;2009;7;17
26;9;2;9,1;2009;7;17
26;20;2;9,1;2009;7;17
40;9;1,1;9,1;2009;7;17
5;20;2,4;9,15;2009;7;17
9;44;0,1;9,25;2009;7;18
9;47;0,07;9,25;2009;7;18
18;37;1,3;9,1;2009;7;18
18;17;2;9,1;2009;7;18
18;17;3;9,1;2009;7;18
20;13;1,2;9,1;2009;7;18
26;9;2;9,1;2009;7;18
26;12;1;9,05;2009;7;18
26;13;1;9,1;2009;7;18
26;20;1,7;9,1;2009;7;18
26;40;1,3;9,15;2009;7;18
50;12;0,43;9;2009;7;18
50;4;0,17;9,5;2009;7;18
9;44;0,34;9,25;2009;7;21
9;47;0,39;9,25;2009;7;21
10;20;3;9,14;2009;7;21
10;40;1,2;9,2;2009;7;21
12;37;0,27;9,35;2009;7;21
18;17;9;9,1;2009;7;21
18;24;2;9,1;2009;7;21
20;9;1,22;9,1;2009;7;21
20;16;0,5;9,2;2009;7;21
26;9;1,5;9,1;2009;7;21
26;12;1;9,05;2009;7;21
26;2;2;9,1;2009;7;21
26;20;2;9,1;2009;7;21
35;9;1,9;9,1;2009;7;21
50;12;0,43;9;2009;7;21
9;44;0,36;9,25;2009;7;22
10;39;3,5;9,13;2009;7;22
10;17;3;9,1;2009;7;22
10;20;2,1;9,14;2009;7;22
10;24;3,5;9,19;2009;7;22
18;9;1,3;9,1;2009;7;22
18;17;17;9,1;2009;7;22
18;20;0,95;9,1;2009;7;22
18;24;1,5;9,1;2009;7;22
20;9;1,22;9,1;2009;7;22
20;13;0,95;9,15;2009;7;22
23;10;1,8;9,48;2009;7;22
3;20;4;9,15;2009;7;22
26;9;1;9,1;2009;7;22
26;16;1;9,2;2009;7;22
26;39;1;9,1;2009;7;22
26;20;2;9,1;2009;7;22
26;40;1;9,15;2009;7;22
50;12;0,43;9;2009;7;22
9;44;0,3;9,25;2009;7;23
10;9;2;9,2;2009;7;23
12;20;2,3;9,15;2009;7;23
18;2;5;9,15;2009;7;23
18;17;8;9,1;2009;7;23
18;20;2,7;9,1;2009;7;23
20;9;1,24;9,1;2009;7;23
20;41;1,5;9,2;2009;7;23
3;20;4;9,15;2009;7;23
26;9;1;9,1;2009;7;23
26;20;1,7;9,1;2009;7;23
26;40;1;9,15;2009;7;23
47;9;0,11;9,1;2009;7;23
47;9;0,1;9,6;2009;7;23
50;12;0,43;9;2009;7;23
9;44;0,28;9,25;2009;7;24
9;44;0,49;9,25;2009;7;24
15;20;5;9,15;2009;7;24
18;40;8;9,1;2009;7;24
20;9;1,24;9;2009;7;24
20;41;2;9,2;2009;7;24
3;20;4;9,15;2009;7;24
26;10;0,9;9,04;2009;7;24
26;20;1,5;9,1;2009;7;24
26;40;0,6;9,15;2009;7;24
35;17;1;9,05;2009;7;24
44;9;0,49;9,38;2009;7;24
50;12;0,48;9;2009;7;24
50;4;0,1;9,15;2009;7;24
50;4;0,2;9,15;2009;7;24
50;4;0,5;10,48;2009;7;24
5;20;0,8;9,15;2009;7;24
5;20;4;9,15;2009;7;24
9;44;0,18;9,25;2009;7;25
18;17;10;9,1;2009;7;25
18;20;2,5;9,1;2009;7;25
20;9;0,1;8,95;2009;7;25
20;16;2;9,25;2009;7;25
3;20;4;9,15;2009;7;25
26;20;2;9,1;2009;7;25
26;40;0,72;9,15;2009;7;25
47;9;0,13;9,1;2009;7;25
50;12;0,05;9;2009;7;25
50;4;0,17;9,49;2009;7;25
9;44;0,28;9,25;2009;7;28
9;41;0,49;9,25;2009;7;28
10;41;2;9,19;2009;7;28
18;24;5;9,1;2009;7;28
20;9;0,1;9,1;2009;7;28
20;16;2,5;9,3;2009;7;28
20;2;5;8,3;2009;7;28
3;20;3;9,15;2009;7;28
26;20;1,9;9,1;2009;7;28
47;9;0,1;9,1;2009;7;28
47;9;0,15;9,1;2009;7;28
50;12;0,05;8,5;2009;7;28
5;20;5;9,15;2009;7;28
5;39;5;8,3;2009;7;28
9;44;0,15;8,25;2009;7;29
9;44;0,49;8,25;2009;7;29
15;20;3,8;8,2;2009;7;29
18;2;1,3;8,15;2009;7;29
20;9;0,1;8,1;2009;7;29
23;10;1,7;8,48;2009;7;29
3;20;4;8,15;2009;7;29
26;9;1,4;8,15;2009;7;29
26;20;1,5;8,15;2009;7;29
35;38;1,95;8,15;2009;7;29
47;9;0,1;8;2009;7;29
50;12;0,05;8;2009;7;29
5;2;1,8;8,15;2009;7;29
5;20;1;8,2;2009;7;29
9;44;0,2;8,25;2009;7;30
17;39;3,75;9,51;2009;7;30
20;9;0,12;8,15;2009;7;30
26;13;1,1;8,1;2009;7;30
26;20;1,5;8,1;2009;7;30
26;20;12;8,51;2009;7;30
26;40;1,4;8,15;2009;7;30
47;9;0,14;8;2009;7;30
50;12;0,2;8;2009;7;30
5;20;2,3;8,15;2009;7;30
9;44;0,27;8,25;2009;7;31
17;19;2;8,1;2009;7;31
20;41;0,12;7,8;2009;7;31
26;10;2;8,1;2009;7;31
26;13;1;8,05;2009;7;31
26;20;2;8,1;2009;7;31
26;38;0,2;8,15;2009;7;31
47;9;0,16;8,1;2009;7;31
50;12;0,2;8;2009;7;31
50;4;0,08;8,2;2009;7;31
50;4;0,2;8,2;2009;7;31
50;4;0,4;9,5;2009;7;31
5;20;4,5;8,15;2009;7;31
9;44;0,15;8,25;2009;8;1
2;20;2,8;8,1;2009;8;1
2;40;0,3;8,1;2009;8;1
18;3;6;8,1;2009;8;1
26;13;1;8,1;2009;8;1
26;20;2;8,1;2009;8;1
26;40;0,8;8,1;2009;8;1
47;39;0,12;8,1;2009;8;1
50;12;0,16;8;2009;8;1
50;4;0,17;8,1;2009;8;1
9;44;0,25;8,25;2009;8;4
26;20;1;8,05;2009;8;4
26;40;1,45;8,1;2009;8;4
50;12;0,16;8;2009;8;4
8;38;0,04;8,1;2009;8;5
23;10;1,9;8,48;2009;8;5
26;40;2;8,1;2009;8;5
26;40;1;8,1;2009;8;5
47;9;0,21;8,1;2009;8;5
49;41;0,1;8,5;2009;8;5
49;4;0,53;8,49;2009;8;5
5;20;5,7;8,1;2009;8;5
8;20;0,03;8,1;2009;8;6
18;35;0,5;8,1;2009;8;6
3;20;4;8,15;2009;8;6
26;13;1;8,05;2009;8;6
26;20;2,5;8,1;2009;8;6
26;40;0,45;8,1;2009;8;6
8;39;0,04;8,1;2009;8;7
18;35;1,6;8,1;2009;8;7
26;13;1;8,05;2009;8;7
26;20;2;8,1;2009;8;7
50;4;0,29;7,95;2009;8;7
9;18;2;8,2;2009;8;8
10;20;4;8,14;2009;8;8
15;24;2,6;8,15;2009;8;8
2;38;5;8,2;2009;8;8
2;20;1,8;8,1;2009;8;8
17;18;1,5;8,1;2009;8;8
20;39;0,06;8;2009;8;8
3;18;1,8;8,15;2009;8;8
3;18;1,9;8,15;2009;8;8
26;20;2;8,1;2009;8;8
35;18;0,8;8,1;2009;8;8
44;9;0,15;8,1;2009;8;8
47;9;0,18;8,1;2009;8;8
50;4;0,55;8,3;2009;8;8
5;20;4;8,1;2009;8;8
5;24;1,8;8,15;2009;8;8
10;12;8;8,2;2009;8;11
10;20;4,5;8,14;2009;8;11
17;12;1,1;8,2;2009;8;11
17;4;3,7;8,1;2009;8;11
18;20;1,95;8,15;2009;8;11
18;35;2,8;8,1;2009;8;11
20;9;0,06;8;2009;8;11
26;20;0,5;8,1;2009;8;11
40;12;0,2;8,1;2009;8;11
44;9;0,15;8,1;2009;8;11
47;9;0,2;8,1;2009;8;11
5;20;5;8,15;2009;8;11
10;12;7,5;8,15;2009;8;12
17;20;4,7;8,15;2009;8;12
18;20;2,65;8,15;2009;8;12
18;35;2;8,1;2009;8;12
20;9;0,04;7,95;2009;8;12
23;10;2,2;8,48;2009;8;12
26;20;0,4;8,1;2009;8;12
26;40;0,1;8,1;2009;8;12
17;20;4,6;8,1;2009;8;13
20;17;0,13;7,8;2009;8;13
26;12;0,6;8,1;2009;8;13
26;13;0,5;8,05;2009;8;13
26;19;1;8,1;2009;8;13
26;20;2;8,1;2009;8;13
26;40;0,9;8,1;2009;8;13
44;41;0,54;8,15;2009;8;13
47;9;0,5;8,2;2009;8;13
48;18;0,2;8;2009;8;13
48;3;0,25;8,1;2009;8;13
50;12;0,3;8;2009;8;13
50;12;0,1;8,3;2009;8;13
5;20;0,3;8,15;2009;8;13
17;20;4;8,15;2009;8;14
20;12;0,13;8,1;2009;8;14
26;20;2;8,1;2009;8;14
35;9;1;8;2009;8;14
40;12;0,6;8,1;2009;8;14
44;9;0,48;8,15;2009;8;14
50;12;0,3;8;2009;8;14
2;40;2,8;8,15;2009;8;15
17;18;1,5;8,1;2009;8;15
17;20;4;8,15;2009;8;15
20;12;0,13;8,1;2009;8;15
3;18;2;8,15;2009;8;15
26;40;1,2;8,1;2009;8;15
35;18;3,5;8,1;2009;8;15
44;9;0,61;8,2;2009;8;15
50;12;0,3;8;2009;8;15
9;17;1;8,2;2009;8;18
10;17;2,5;8,2;2009;8;18
2;12;1,9;8,2;2009;8;18
2;17;5;8,2;2009;8;18
2;20;2,8;8,1;2009;8;18
2;24;4,5;8,2;2009;8;18
18;24;7;8,15;2009;8;18
20;13;0,12;8,1;2009;8;18
20;17;2,5;8,2;2009;8;18
26;40;1,65;8,15;2009;8;18
35;18;2,3;8,1;2009;8;18
44;9;0,6;8,2;2009;8;18
50;12;0,3;8;2009;8;18
50;12;0,3;8,1;2009;8;18
5;20;2;8,15;2009;8;18
5;20;2,5;8,15;2009;8;18
5;24;1,8;8,15;2009;8;18
2;20;2;8,2;2009;8;19
18;17;20;8,15;2009;8;19
23;10;2,2;8,48;2009;8;19
26;40;1,55;8,15;2009;8;19
35;12;1,6;8,1;2009;8;19
44;9;0,69;8,2;2009;8;19
47;9;0,1;8,1;2009;8;19
47;9;0,1;8,1;2009;8;19
50;12;0,2;8;2009;8;19
5;20;6;8,15;2009;8;19
2;38;3;8,1;2009;8;20
2;20;2,8;8,2;2009;8;20
18;12;2,7;8,1;2009;8;20
20;13;0,11;8;2009;8;20
35;12;2;8,1;2009;8;20
44;1;1,22;9,25;2009;8;20
44;9;0,55;8,15;2009;8;20
50;12;0,16;8;2009;8;20
9;40;1,1;8,3;2009;8;25
9;44;0,06;8,25;2009;8;25
10;18;7;8,14;2009;8;25
10;24;7;8,19;2009;8;25
2;17;5;8,15;2009;8;25
3;20;2;8,2;2009;8;25
35;18;3,75;8,1;2009;8;25
35;18;7;8,1;2009;8;25
50;12;0,36;8;2009;8;25
5;18;3;8,15;2009;8;25
5;20;3,8;8,15;2009;8;25
5;24;1;8,2;2009;8;25
10;41;4;8;2009;8;26
10;40;1,35;7,8;2009;8;26
2;17;5;7,75;2009;8;26
2;26;0,85;7,6;2009;8;26
18;10;2,5;7,65;2009;8;26
18;42;2;7,65;2009;8;26
20;12;2;8;2009;8;26
20;13;0,9;7,9;2009;8;26
20;40;1;8;2009;8;26
20;26;2,2;7,8;2009;8;26
35;17;1,9;7,65;2009;8;26
35;18;2,5;7,55;2009;8;26
35;4;0,95;7,6;2009;8;26
50;12;0,36;7,7;2009;8;26
50;12;0,1;8;2009;8;26
5;39;8;8,05;2009;8;26
10;40;1,05;7,8;2009;8;27
17;12;1;7,55;2009;8;27
18;20;4;7,6;2009;8;27
20;12;2;7,85;2009;8;27
20;5;1,1;7,6;2009;8;27
26;20;0,7;7,6;2009;8;27
44;9;0,15;7,6;2009;8;27
47;9;0,15;7,6;2009;8;27
47;9;0,2;8,11;2009;8;27
47;9;0,4;8,13;2009;8;27
50;12;0,54;7,7;2009;8;27
9;47;0,15;7,75;2009;8;28
10;20;4;7,6;2009;8;28
10;40;0,85;7,7;2009;8;28
2;20;2,8;7,6;2009;8;28
18;20;4;7,6;2009;8;28
20;5;0,89;7,45;2009;8;28
26;12;1;7,6;2009;8;28
26;20;12;8,01;2009;8;28
44;9;0,21;7,6;2009;8;28
50;12;0,42;7,7;2009;8;28
5;20;1,7;7,6;2009;8;28
10;24;1,7;7,65;2009;8;29
10;40;1,1;7,65;2009;8;29
18;24;10;7,6;2009;8;29
20;13;0,18;7,4;2009;8;29
20;40;1;7,75;2009;8;29
26;16;1;7,7;2009;8;29
44;9;0,27;7,65;2009;8;29
50;12;0,42;7,7;2009;8;29
5;20;4;7,65;2009;8;29
5;24;1,8;7,6;2009;8;29
17;39;3,75;9,01;2009;8;30
44;9;0,4;7,5;2009;8;30
47;9;0,1;7,5;2009;8;30
48;3;0,65;7,5;2009;8;30
50;12;0,46;7,7;2009;8;30
18;20;4;7,6;2009;9;1
20;16;1,34;7,5;2009;9;1
20;16;2,5;7,75;2009;9;1
26;16;1;7,7;2009;9;1
44;9;0,22;7,6;2009;9;1
47;9;0,07;7,5;2009;9;1
50;12;0,43;7,7;2009;9;1
5;20;6;7,65;2009;9;1
23;10;2,1;7,98;2009;9;2
26;20;1,8;7,6;2009;9;2
31;2;1,3;7,95;2009;9;2
40;16;0,3;7,55;2009;9;2
44;40;0,19;7,6;2009;9;2
44;41;0,5;7,55;2009;9;2
47;9;0,3;7,65;2009;9;2
50;12;0,37;7,7;2009;9;2
5;15;1,8;7,3;2009;9;2
18;20;4,6;7,6;2009;9;3
18;35;1,2;7,6;2009;9;3
20;42;1,67;7,55;2009;9;3
26;12;1,3;7,55;2009;9;3
26;42;0,5;7,55;2009;9;3
26;40;0,75;7,65;2009;9;3
44;9;0,35;7,65;2009;9;3
47;9;0,3;8,13;2009;9;3
47;9;0,5;8,15;2009;9;3
50;12;0,37;7,7;2009;9;3
5;10;3,8;7,49;2009;9;3
5;18;3,8;7,5;2009;9;3
5;20;6;7,6;2009;9;3
18;20;1,6;7,6;2009;9;4
18;35;3,2;7,55;2009;9;4
20;13;1,33;7,55;2009;9;4
26;39;2;7,65;2009;9;4
26;40;0,3;7,65;2009;9;4
44;9;0,41;7,65;2009;9;4
47;39;0,13;7,6;2009;9;4
50;12;0,37;7,7;2009;9;4
5;20;4;7,65;2009;9;4
10;20;2,5;7,64;2009;9;5
2;20;2;7,65;2009;9;5
17;9;0,9;7,65;2009;9;5
17;20;2;7,65;2009;9;5
18;20;2,7;7,6;2009;9;5
18;35;1,85;7,55;2009;9;5
20;13;1,28;7,55;2009;9;5
26;20;2;7,6;2009;9;5
44;9;0,54;7,65;2009;9;5
47;9;0,14;7,6;2009;9;5
48;3;0,65;7,5;2009;9;5
49;4;0,08;7,5;2009;9;5
50;12;0,57;7,7;2009;9;5
18;20;2,7;7,65;2009;9;8
18;35;1,9;7,6;2009;9;8
26;20;2;7,6;2009;9;8
44;9;0,42;7,65;2009;9;8
47;9;0,13;7,6;2009;9;8
50;12;0,57;7,7;2009;9;8
5;20;5,4;7,65;2009;9;8
2;20;1,3;7,65;2009;9;9
18;20;2,7;7,6;2009;9;9
18;35;2,9;7,6;2009;9;9
20;13;1;7,55;2009;9;9
23;10;2,9;7,98;2009;9;9
26;20;2;7,6;2009;9;9
26;40;0,1;7,65;2009;9;9
44;1;1,08;8,9;2009;9;9
44;9;0,47;7,65;2009;9;9
50;12;0,52;7,7;2009;9;9
5;20;2;7,65;2009;9;9
18;20;2,7;7,65;2009;9;10
18;35;2;7,6;2009;9;10
20;13;0,99;7,55;2009;9;10
26;9;0,5;7,55;2009;9;10
26;12;1;7,55;2009;9;10
26;17;1;7,6;2009;9;10
26;20;0,5;7,6;2009;9;10
26;40;0,1;7,65;2009;9;10
44;1;1,27;8,8;2009;9;10
44;9;0,39;7,65;2009;9;10
10;18;5;7,65;2009;9;11
2;18;4,25;7,6;2009;9;11
17;20;2,1;7,65;2009;9;11
18;39;2,4;7,65;2009;9;11
20;13;0,98;7,55;2009;9;11
26;9;0,5;7,55;2009;9;11
26;20;2;7,6;2009;9;11
44;40;0,41;7,65;2009;9;11
50;38;0,52;7,7;2009;9;11
5;18;3,6;7,6;2009;9;11
5;20;4;7,65;2009;9;11
18;35;2,1;7,6;2009;9;12
20;13;0,89;7,55;2009;9;12
26;9;1,5;7,55;2009;9;12
26;20;1,5;7,6;2009;9;12
44;9;0,57;7,65;2009;9;12
47;9;0,3;7,65;2009;9;12
47;9;0,5;7,7;2009;9;12
50;12;0,72;7,7;2009;9;12
5;20;3,5;7,65;2009;9;12
17;20;3,5;7,6;2009;9;15
18;20;2,7;7,6;2009;9;15
18;39;3,7;7,6;2009;9;15
20;41;0,89;7,55;2009;9;15
40;16;0,65;7,6;2009;9;15
44;9;0,88;7,7;2009;9;15
50;12;0,27;7,5;2009;9;15
50;12;0,45;7,85;2009;9;15
5;20;5,8;7,65;2009;9;15
10;9;4;7,8;2009;9;16
2;26;0,5;7,65;2009;9;16
17;20;4;7,6;2009;9;16
18;42;2,7;7,6;2009;9;16
18;35;2,2;7,6;2009;9;16
20;9;0,53;7,6;2009;9;16
23;10;2,2;7,98;2009;9;16
3;9;1;7,7;2009;9;16
44;9;0,8;7,7;2009;9;16
50;12;0,15;7,5;2009;9;16
50;41;0,12;7,9;2009;9;16
5;20;5;7,65;2009;9;16
2;24;4,5;7,75;2009;9;17
18;39;5;7,6;2009;9;17
18;5;6;7,6;2009;9;17
20;16;0,53;7,6;2009;9;17
26;38;1;7,6;2009;9;17
40;19;0,6;7,6;2009;9;17
44;9;0,89;7,7;2009;9;17
47;9;0,2;7,6;2009;9;17
50;12;0,15;7,5;2009;9;17
17;20;4;7,55;2009;9;18
18;42;1;7,6;2009;9;18
20;16;0,53;7,6;2009;9;18
26;16;0,5;7,6;2009;9;18
26;20;1;7,6;2009;9;18
44;9;0,87;7,7;2009;9;18
50;12;0,15;7,5;2009;9;18
50;12;0,15;7,85;2009;9;18
10;15;8;7,62;2009;9;19
10;40;4;7,61;2009;9;19
10;20;3;7,65;2009;9;19
18;20;5;7,6;2009;9;19
18;35;1,4;7,6;2009;9;19
20;16;0,46;7,6;2009;9;19
20;16;1,5;7,75;2009;9;19
26;20;0,8;7,6;2009;9;19
26;40;0,55;7,6;2009;9;19
44;9;0,96;7,7;2009;9;19
50;12;0,08;7,2;2009;9;19
9;47;0,06;7,75;2009;9;22
10;20;4,5;7,64;2009;9;22
17;4;3,6;7,65;2009;9;22
18;35;1;7,6;2009;9;22
20;16;0,43;7,6;2009;9;22
20;16;2;7,75;2009;9;22
26;16;0,5;7,65;2009;9;22
44;9;0,86;7,7;2009;9;22
50;12;0,45;7,5;2009;9;22
5;20;0,9;7,65;2009;9;22
9;47;0,06;7,75;2009;9;23
10;20;2,1;7,63;2009;9;23
18;20;2,7;7,6;2009;9;23
20;16;0,43;7,65;2009;9;23
23;10;3,9;7,98;2009;9;23
26;16;0,5;7,65;2009;9;23
26;18;1;7,6;2009;9;23
44;9;0,83;7,7;2009;9;23
50;12;0,48;7,5;2009;9;23
9;20;1;7,7;2009;9;24
10;18;10;7,7;2009;9;24
10;20;4,5;7,7;2009;9;24
10;20;4,5;7,68;2009;9;24
10;4;10;7,75;2009;9;24
10;4;10;7,75;2009;9;24
12;18;4;7,7;2009;9;24
2;12;1,7;7,7;2009;9;24
2;17;5;7,7;2009;9;24
2;20;2,8;7,7;2009;9;24
18;24;5;7,7;2009;9;24
20;16;0,91;7,6;2009;9;24
3;20;2,5;7,8;2009;9;24
26;20;0,7;7,6;2009;9;24
26;40;0,3;7,65;2009;9;24
37;12;0,2;8;2009;9;24
44;9;0,5;7,65;2009;9;24
47;9;0,2;7,6;2009;9;24
47;9;0,13;7,6;2009;9;24
50;12;0,34;7,5;2009;9;24
5;4;3,5;7,7;2009;9;24
9;20;4;7,8;2009;9;25
12;39;2,5;7,7;2009;9;25
15;19;1,3;7,7;2009;9;25
2;38;4,2;7,7;2009;9;25
18;17;3;7,6;2009;9;25
26;18;1;7,65;2009;9;25
40;4;0,75;7,7;2009;9;25
44;9;0,54;7,65;2009;9;25
47;9;0,15;7,6;2009;9;25
50;12;0,51;7,55;2009;9;25
5;42;3,5;7,7;2009;9;25
9;18;1,5;7,75;2009;9;26
10;20;4,5;7,77;2009;9;26
12;20;2;7,8;2009;9;26
2;17;1;7,75;2009;9;26
2;20;2;7,85;2009;9;26
17;18;3,5;7,59;2009;9;26
20;40;0,76;7,9;2009;9;26
40;16;1,1;7,75;2009;9;26
44;9;0,52;7,65;2009;9;26
47;9;0,08;7,5;2009;9;26
50;39;0,45;7,5;2009;9;26
50;12;0,1;7,5;2009;9;26
5;20;5;7,8;2009;9;26
9;12;2;7,6;2009;9;29
9;20;5;7,7;2009;9;29
9;47;0,06;7,75;2009;9;29
12;39;0,5;7,7;2009;9;29
15;20;4;7,75;2009;9;29
17;39;3,75;8,96;2009;9;29
18;9;1,3;7,55;2009;9;29
18;12;2,6;7,6;2009;9;29
18;35;1,8;7,6;2009;9;29
18;4;1,5;7,65;2009;9;29
20;13;1,63;7,5;2009;9;29
20;16;1;7,95;2009;9;29
3;20;2;7,8;2009;9;29
26;20;12;7,96;2009;9;29
44;9;0,5;7,65;2009;9;29
50;40;0,4;7,5;2009;9;29
9;47;0,07;7,25;2009;9;30
10;26;0,7;7,4;2009;9;30
12;20;1;7,2;2009;9;30
15;20;5;7,2;2009;9;30
18;5;7;7,25;2009;9;30
23;10;2,2;7,48;2009;9;30
40;12;0,3;7,05;2009;9;30
40;16;0,7;7,3;2009;9;30
44;9;0,47;7,15;2009;9;30
50;12;0,22;7;2009;9;30
5;20;4,3;7,2;2009;9;30
5;4;3,5;7,3;2009;9;30
10;20;4,5;7,2;2009;10;1
10;40;0,6;7,25;2009;10;1
12;20;3;7,2;2009;10;1
15;20;5;7,2;2009;10;1
18;17;4,95;7,2;2009;10;1
18;20;1;7,25;2009;10;1
18;35;0,5;7,2;2009;10;1
18;5;3,5;7,2;2009;10;1
20;16;0,97;7,3;2009;10;1
26;16;1,4;7,45;2009;10;1
44;9;0,28;7,15;2009;10;1
44;9;0,1;7,75;2009;10;1
48;18;0,1;7,1;2009;10;1
48;41;0,35;7,2;2009;10;1
50;12;0,13;7;2009;10;1
50;12;0,3;7,5;2009;10;1
50;4;0,18;7,1;2009;10;1
50;4;0,1;7,2;2009;10;1
10;20;4,5;7,18;2009;10;2
15;20;4;7,2;2009;10;2
18;17;3;7,1;2009;10;2
18;39;4;7,2;2009;10;2
20;13;1,57;7,05;2009;10;2
26;18;0,8;7,05;2009;10;2
26;39;1;7,1;2009;10;2
26;20;1;7,1;2009;10;2
26;40;0,25;7,15;2009;10;2
44;9;0,15;7,1;2009;10;2
47;9;0,16;7,1;2009;10;2
50;40;0,13;7;2009;10;2
5;10;3,7;7;2009;10;2
5;12;4,6;7;2009;10;2
5;18;3,6;7;2009;10;2
5;4;3,7;7;2009;10;2
10;20;4,5;7,16;2009;10;3
10;40;0,3;7,17;2009;10;3
18;20;2,7;7,15;2009;10;3
26;2;2;7,1;2009;10;3
26;20;2;7,1;2009;10;3
44;9;0,29;7,15;2009;10;3
49;4;0,7;7,43;2009;10;3
50;12;0,43;7;2009;10;3
5;20;5,2;7,15;2009;10;3
15;20;5;7,15;2009;10;6
18;42;2,6;7,15;2009;10;6
26;17;0,6;7,05;2009;10;6
26;20;1;7,1;2009;10;6
40;12;0,25;7,05;2009;10;6
44;9;0,19;7,1;2009;10;6
47;9;0,23;7,1;2009;10;6
50;12;0,43;7;2009;10;6
10;18;10;7,2;2009;10;7
10;20;2,3;7,16;2009;10;7
10;35;2,5;7,13;2009;10;7
12;18;2,5;7,2;2009;10;7
2;18;4,2;7,15;2009;10;7
2;40;0,5;7,15;2009;10;7
17;18;3,6;7,15;2009;10;7
18;35;0,9;7,2;2009;10;7
20;13;0,3;7;2009;10;7
3;18;1,9;7,15;2009;10;7
26;17;0,5;7,05;2009;10;7
26;18;1;7,1;2009;10;7
26;20;0,5;7,1;2009;10;7
40;4;0,5;7,05;2009;10;7
44;9;0,21;7,1;2009;10;7
47;9;0,32;7,15;2009;10;7
49;4;0,09;7,5;2009;10;7
50;12;0,33;7;2009;10;7
5;18;3,6;7,15;2009;10;7
5;20;3;7,15;2009;10;7
10;17;3;7,18;2009;10;8
12;20;0,17;7,2;2009;10;8
2;17;5;7,15;2009;10;8
18;35;2,3;7,2;2009;10;8
3;18;1,8;7,15;2009;10;8
26;20;0,8;7,1;2009;10;8
26;40;0,3;7,2;2009;10;8
44;9;0,15;7,1;2009;10;8
47;9;0,3;7,82;2009;10;8
47;9;0,5;7,8;2009;10;8
50;12;0,33;7;2009;10;8
5;41;3,6;7,15;2009;10;8
5;20;2;7,15;2009;10;8
8;20;0,12;7,25;2009;10;9
2;17;5;7,15;2009;10;9
2;18;4,2;7,2;2009;10;9
2;35;0,5;7,2;2009;10;9
18;35;3,4;7,2;2009;10;9
3;18;1,9;7,2;2009;10;9
3;20;3;7,2;2009;10;9
26;40;0,4;7,2;2009;10;9
26;40;1;7,2;2009;10;9
44;40;0,15;7,1;2009;10;9
50;12;0,33;7;2009;10;9
5;18;3,6;7,2;2009;10;9
5;20;4;7,2;2009;10;9
5;4;3,6;7,2;2009;10;9
9;39;1;7,3;2009;10;10
10;18;7;7,2;2009;10;10
10;35;2;7,3;2009;10;10
12;18;5;7,3;2009;10;10
2;18;4,2;7,2;2009;10;10
2;35;0,5;7,15;2009;10;10
18;35;1;7,25;2009;10;10
26;16;1;7,2;2009;10;10
26;40;0,45;7,2;2009;10;10
44;9;0,17;7,1;2009;10;10
47;9;0,5;7,2;2009;10;10
50;12;0,25;7;2009;10;10
5;20;3,7;7,25;2009;10;10
8;40;0,01;7,25;2009;10;13
10;17;2;7,2;2009;10;13
