"","Date","Tenor","Original","Interpolated"
"1",2010-04-29,"X2M",1.5,4.02820054400989
"2",2010-04-30,"X2M",1.5,4.02811475529029
"3",2010-05-03,"X2M",1.5,4.02694346646598
"4",2010-05-04,"X2M",1.5,4.02528277296113
"5",2010-05-05,"X2M",1.5,4.02372877019992
"6",2010-05-06,"X2M",1.5,4.0228775536065
